incident_id,site,incident_date,incident_type,severity,compliance_score,description,root_cause,response_time_hours,status
INC-02943,SITE-003,2026-01-07,Fire,Critical,48.8,Ok finish such machine direction try check card relationship money.,Sensor Malfunction,3.1,Open
INC-01625,SITE-006,2023-09-22,Near Miss,Critical,59.8,Last audience back each knowledge guess herself ten art environment involve social section staff.,,3.4,Under Investigation
INC-03916,SITE-006,2026-01-15, Leak,High,58.5,Color activity beyond meeting air paper put scientist class true.,Third-party Damage,12.5,Closed
INC-01742,SITE-001,2026-07-03,Equipment Failure,Low,88.8,Worker challenge time agent opportunity space week morning.,Valve Failure,4.5,Closed
INC-01949,SITE-001,2024-12-30,Equipment Failure,Low,93.5,Thought campaign this dinner.,Third-party Damage,6.2,Open
INC-03979,SITE-005,2025-01-01,Near Miss,Low,87.7,Main forget keep game well those available growth kind.,Operator Error,4.6,Closed
INC-03572,SITE-005,01/01/2024,,Low,85.4,Ago executive dream with population short south whatever majority.,Material Fatigue,15.9,Closed
INC-03232,SITE-005,17-Aug-2023,fire,Medium,82.7,Should own crime rock relationship cold carry worker.,Operator Error,13.5,Open
INC-05510,SITE-006,2025-12-20,Spill,High,67.7,Upon available visit sign economy onto provide down within record.,Sensor Malfunction,2.8,Under Investigation
INC-01137,SITE-002,2024-09-23,Fire,Medium,67.3,A stand just sea ago head central she enjoy world pretty safe choose us.,,7.8,Closed
INC-01053,SITE-006,2025-01-22,Spill,High,34.0,Impact let each individual another claim response if price rule floor night.,Valve Failure,2.5,Under Investigation
INC-05252,SITE-005,2023-11-25,,high,49.5,Begin spring leave which anyone instead social one down.,Material Fatigue,5.7,Closed
INC-02654,SITE-003,2026-05-13,Spill,High,64.5,Middle individual medical event exactly discover although cold vote.,,5.7,Closed
INC-04971,SITE-003,2025-10-08,NEAR MISS,Critical,60.5,Office mean less maybe approach war keep enjoy where pick.,Material Fatigue,3.4,Closed
INC-04784,SITE-006,09/19/2024,Leak,Low,85.8,Unit learn chance help really fast somebody cost everybody.,,12.1,Open
INC-03649,SITE-001,2026-05-09,Equipment Failure,Low,96.0,Among sort yard will conference father indicate pull her under when hard.,Corrosion,11.2,Under Investigation
INC-04372,SITE-005,11/16/2023,Equipment Failure,Critical,41.1,Animal total speech building main sit reality community accept matter onto politics.,Operator Error,9.0,Under Investigation
INC-04835,SITE-005,2025-04-16T00:00:00Z,Near Miss,Low,85.0,Exactly gun eye might base success compare draw class form officer energy animal like mission.,Third-party Damage,2.9,Open
INC-01455,SITE-002,11/20/2023,Spill, Low,74.4,Trip control dream laugh carry investment myself final it clearly.,Operator Error,1.5,Closed
INC-05533,SITE-006,2025-10-15,Spill,High,58.3,Administration rest under truth TV task they religious green take cover effect much ok interest.,Valve Failure,3.3,Closed
INC-00316,SITE-002,2024-07-28,Near Miss,Low,94.7,Parent natural move successful turn off.,Sensor Malfunction,6.5,Open
INC-00715,SITE-002,2024-10-05,Fire,Low,91.7,Chair another party finish thing before next north final player free.,Material Fatigue,14.3,Open
INC-05951,SITE-002,2025-12-15,Near Miss,Medium,63.1,Crime child smile employee after see board.,,6.1,Under Investigation
INC-00511,SITE-001,2025-03-17,Spill,Critical,66.6,Here right case scientist charge politics more.,Material Fatigue,11.7,Under Investigation
INC-05454,SITE-004,2024-12-24,Near Miss,,100.0,Administration sport Mrs science often affect everyone wear itself laugh north.,Sensor Malfunction,5.3,Open
INC-04220,SITE-002,2026-01-10,Near Miss,LOW,82.2,Camera before treat after nature window practice she prevent interest family during bag money manage money.,Valve Failure,2.3,Open
INC-02231,SITE-001,2025-09-11,Fire,Low,83.2,Television ball recent physical trip dinner data Republican leg.,Operator Error,4.3,Under Investigation
INC-05282,SITE-001,2026-02-09T00:00:00Z,Near Miss,High,60.7,Provide on probably especially.,Sensor Malfunction,2.4,Open
INC-03360,SITE-003,2023-09-08,Spill,Critical,37.9,Traditional unit whole month painting beat nice man weight.,Valve Failure,2.9,Closed
INC-03225,SITE-004,2026-09-13,Fire,medium,73.6,Activity development figure staff air event prevent debate.,Corrosion,12.3,Under Investigation
INC-05096,SITE-006,2026-06-19,Leak,High,74.6,Say machine my perhaps my little defense never pretty apply make discuss sign glass other likely teach.,Sensor Malfunction,8.6,Closed
INC-02528,SITE-002,2024-02-22,Spill,Low,88.6,Trip quickly quality face quite central ready study local body really state off voice.,,2.5,Closed
INC-03851,SITE-004,2026-01-16,Spill,Critical,36.9,Certain off blood structure because strategy rest tend nor tonight fall investment science play perform class reduce.,Sensor Malfunction,1.8,Open
INC-05150,SITE-003,2025-12-28T00:00:00Z,Spill,Hi,52.4,Where yet report western meet four story table husband growth high.,Third-party Damage,8.8,Under Investigation
INC-02299,SITE-005,2025-05-07,Fire,Medium,75.6,Direction sing again that floor station experience and bank.,Material Fatigue,13.7,Closed
INC-03615,SITE-006,2025-07-10,Spill,Medium,62.4,Necessary away record draw as than product remember.,,9.4,Under Investigation
INC-05431,SITE-004,2025-12-04,NEAR MISS,medium,63.3,Buy your degree rise local himself fear ahead central particularly itself treatment success among organization court job too course.,Third-party Damage,0.2,Open
INC-03089,SITE-002,2024-07-16,Equipment Failure,Medium,73.0,Spring writer week trade situation feel future group add such.,,16.7,Open
INC-02163,SITE-004,2025-01-24,Spill,Low,90.1,Police woman same first north pattern issue team happen great suggest red threat per ball.,Third-party Damage,9.1,Open
INC-05642,SITE-004,25/12/2024,Fire,High,55.6,Yet right kitchen else whom spring.,Valve Failure,6.3,Under Investigation
INC-04670,SITE-001,2023-09-17,,High,46.3,Quite sister art push recognize stand of star.,Sensor Malfunction,10.6,Closed
INC-00501,SITE-003,2024-10-11,LEAK,Medium,77.6,Join employee shoulder Democrat do.,,9.3,Open
INC-05206,SITE-004,2024-11-11,Equipment Failure,Low,78.2,Skill network wrong detail once sport.,Third-party Damage,5.9,Open
INC-01101,SITE-002,2025-05-18,Spill,Critical,45.2,Entire box charge open money organization turn series plan.,Corrosion,9.7,Closed
INC-02847,SITE-001,2023-12-18,Spill,Low,88.0,Staff fire large wish kind enough every least.,Valve Failure,2.5,Under Investigation
INC-04590,SITE-003,2023-10-20,Leak,Critical,43.6,Blue produce necessary key possible life position.,Third-party Damage,3.2,Under Investigation
INC-02541,SITE-001,2025-09-22,Spill,Low,79.2,Leader score we write property country civil world reveal arrive education that.,Sensor Malfunction,10.5,Open
INC-02627,SITE-001,2023-07-24,Leak,Low,100.0,Recently water down particular.,Material Fatigue,10.0,Closed
INC-04744,SITE-005,2024-07-08,Fire,Medium,82.5,End few control cause someone somebody also myself north scene receive enjoy simply claim area half find space.,,16.6,Open
INC-04525,SITE-001,2026-06-18,Equipment Failure,medium,73.1,Civil ready including thing leader establish maybe maybe.,Valve Failure,4.4,Closed
INC-01815,SITE-004,2025-03-01,Leak,High,57.5,Store country fine practice medical official trade agent yes.,Corrosion,3.8,Under Investigation
INC-00978,SITE-001,2025-07-31,Near Miss,Medium,74.4,Concern military capital partner prepare within care too home grow.,Corrosion,10.0,Under Investigation
INC-05183,SITE-005,17-Jul-2025,Fire,Medium,83.5,Full write your those general.,,6.0,Closed
INC-01645,SITE-003,01-Dec-2023,,High,59.8,Star class off music seven stock so likely necessary poor.,,8.2,Open
INC-00611,SITE-002,08/05/2023,Near Miss,High,66.1,Question ask enjoy case summer can may debate red.,Sensor Malfunction,1.3,Closed
INC-00710,SITE-005,2025-07-07,Near Miss,Medium,87.9,Particular require enjoy character ever design maybe image bar public traditional husband instead.,Corrosion,5.9,Under Investigation
INC-01540,SITE-006,2025-02-19,Spill,Medium,87.6,Operation price large involve police lose set interesting face team fast lay lead possible way hear animal.,Sensor Malfunction,15.2,Under Investigation
INC-00372,SITE-006,2024-07-05,Leak,,43.6,Again get work remain commercial main commercial trip recognize.,Valve Failure,1.2,Open
INC-01285,SITE-004,2025-12-27,Spill,Medium,75.2,Instead fill evening man history race agency challenge.,Operator Error,1.2,Closed
INC-01604,SITE-006,2024-10-01,Equipment Failure,High,70.7,Animal better suggest eye community consumer television actually shoulder front his.,Sensor Malfunction,5.9,Closed
INC-03506,SITE-005,2026-02-25,spill,Low,80.1,Hundred increase can figure book after maintain deal conference current notice list state.,Third-party Damage,1.9,Open
INC-00314,SITE-006,2024-12-03,Leak,High,78.2,Standard successful push world before special already air.,Corrosion,23.2,Under Investigation
INC-03925,SITE-002,2024-03-18,Fire,Low,91.0,Apply should course whose material.,Valve Failure,5.7,Closed
INC-05989,SITE-005,2025-11-21,Near Miss,Low,87.4,Each race fill action international current group stay eat evidence.,Sensor Malfunction,3.2,Under Investigation
INC-04241,SITE-003,01/06/2024,Fire,High,66.6,Whether best attack time little heavy include day born join finish table consumer.,Material Fatigue,2.2,Open
INC-05730,SITE-005,2024-10-27,Spill,,92.4,Late upon identify enjoy run base fund determine reveal country lose audience owner.,,0.5,Open
INC-00530,SITE-002,2025-02-10,Fire,Low,82.8,Matter simple official crime effort meeting blue reduce short of.,Valve Failure,2.6,Open
INC-01217,SITE-001,2026-03-04,Fire,Low,87.1,At deep movement.,Valve Failure,18.2,Open
INC-05816,SITE-004,2025-01-26,Near Miss,Medium,81.4,Story build environment such foreign particular common keep claim though perhaps happy open public.,Valve Failure,4.9,Under Investigation
INC-04605,SITE-004,2025-06-10,Leak,,46.8,Kitchen two onto now leg state order body name PM lose require.,Valve Failure,6.8,Open
INC-01407,SITE-002,2026-05-01,Fire,Medium,69.5,Consumer hair institution also attention baby model will off state piece miss.,,5.6,Closed
INC-03563,SITE-003,2026-04-12,Leak,Medium,92.5,You star line large leg their available beyond.,Valve Failure,12.0,Under Investigation
INC-04684,SITE-002,2026-03-03,Leak,Low,79.8,Particular hand knowledge first that eye my interest.,Operator Error,2.7,Open
INC-04539,SITE-003,2024-05-17,Leak,High,56.0,Parent already sell focus cost play point.,Material Fatigue,1.4,Closed
INC-04613,SITE-006,19-Feb-2026,Equipment Failure,High,56.8,Mean morning few economic occur seven body.,Operator Error,7.8,Under Investigation
INC-03125,SITE-003,2025-10-07,Near Miss,Critical,27.5,Somebody reduce from baby life agreement again statement able one state bit.,,7.7,Under Investigation
INC-04857,SITE-005,2025-02-27T00:00:00Z,equipment failure,High,57.5,Hot face true contain investment reduce million market need someone would force hard serve run look loss property summer finally.,Corrosion,4.1,Under Investigation
INC-01179,SITE-001,2025-06-30,Fire,High,71.1,Drug figure wish decade type six might camera place seat require rate both she outside thus citizen speak.,Operator Error,9.1,Closed
INC-00056,SITE-005,2026-04-01,Near Miss,Critical,71.0,Social black center set particular seem material system language.,,9.4,Closed
INC-04160,SITE-005,25-Dec-2023,Spill,Medium,78.4,Woman before view all leave country tonight activity keep Republican pick away field trade.,Third-party Damage,6.2,Under Investigation
INC-03520,SITE-006,11/28/2023,Near Miss,High,71.0,Language mother case hospital sign history past sound drop organization.,Sensor Malfunction,12.4,Open
INC-04767,SITE-006,2025-04-24, Leak,Critical,54.0,Station light style news require.,Corrosion,1.0,Closed
INC-05171,SITE-001,2024-09-04,Equipment Failure,High,58.9,People service pick report yes outside worker.,Corrosion,12.8,Open
INC-05333,SITE-003,2025-07-29,Leak,Medium,80.6,Trial increase investment reflect table end.,,24.7,Closed
INC-03761,SITE-003,2024-06-17,Equipment Failure,Medium,66.4,Me research individual member enough cup their else.,Third-party Damage,2.8,Closed
INC-01706,SITE-004,2025-06-26,Equipment Failure,Medium,67.2,Wish rock fight painting month recognize ten can week.,Corrosion,15.9,Open
INC-02405,SITE-004,2026-05-19,Fire,Low,82.3,We run evidence level candidate yourself media write mention only far child decade.,Material Fatigue,2.4,Closed
INC-03794,SITE-001,2025-11-21,Fire,Critical,52.9,Feeling surface ok image identify wish work.,,8.1,Under Investigation
INC-05475,SITE-004,2025-03-12,Equipment Failure,low ,80.7,Summer happen six culture role her visit.,Third-party Damage,1.0,Closed
INC-04152,SITE-005,2025-06-11,Equip. Failure,High,72.1,Reach put themselves major end set international ground bad over value.,,22.6,Closed
INC-00275,SITE-006,2024-12-19,Equipment Failure,High,64.4,Western media unit use could thousand bank.,Material Fatigue,7.0,Under Investigation
INC-05427,SITE-005,2026-05-22,Near Miss,Low,97.7,Family medical Mr medical make.,,9.8,Under Investigation
INC-01975,SITE-005,2024-07-29,Spill,Medium,75.0,Eight nation I bag heart tell notice major friend might blue.,Corrosion,3.5,Under Investigation
INC-03468,SITE-004,2024-07-29,Equipment Failure,Medium,82.6,Learn himself as respond brother consider wait.,,5.0,Under Investigation
INC-00147,SITE-001,2023-09-23T00:00:00Z,Equipment Failure,Medium,77.9,Trade nor perform organization recognize born least head.,Corrosion,14.4,Closed
INC-03289,SITE-002,2025-05-06,Spill,Low,83.2,Partner nor exactly try structure many establish.,Sensor Malfunction,3.9,Closed
INC-02858,SITE-004,2026-05-06,Fire,Medium,69.3,Owner detail training effect campaign discuss anything behind.,Corrosion,7.7,Open
INC-02874,SITE-005,2024-06-24,Near Miss,low,95.2,Loss interview call.,Third-party Damage,6.3,Under Investigation
INC-01321,SITE-002,2026-06-22,Equipment Failure,High,77.1,Answer send speak design maintain leave challenge wish.,Sensor Malfunction,1.3,Open
INC-00970,SITE-003,2024-05-21,,Medium,73.8,Father course administration four those a record theory improve lay condition since color.,Sensor Malfunction,1.3,Closed
INC-04424,SITE-003,20/07/2025,Near Miss,Medium,72.3,Book experience make indeed perform interest fire agency society adult executive once simple source clear couple the.,Corrosion,9.0,Closed
INC-04643,SITE-005,2024-02-10,Leak,High,55.9,Thought strategy heavy option.,Third-party Damage,5.4,Under Investigation
INC-05151,SITE-002,2025-02-23,Leak,Medium,85.5,No quality so feel in check at cover.,Valve Failure,4.5,Open
INC-04694,SITE-006,2025-03-12,Spill,High,54.9,Yeah from agency yourself strategy national fine return scene or dark practice.,Third-party Damage,3.9,Open
INC-01772,SITE-004,2025-04-05,near-miss,,73.0,Toward look blue strong program process sea energy artist interesting color.,Third-party Damage,1.8,Under Investigation
INC-05262,SITE-005,2024-02-17,Equipment Failure,Medium ,82.4,Into however crime material country road good finish.,Material Fatigue,8.5,Open
INC-04677,SITE-001,2024-10-03T00:00:00Z,Equipment  Failure,Medium,79.8,Product fall why sound safe happy.,Sensor Malfunction,4.7,Open
INC-03960,SITE-002,2024-12-03T00:00:00Z,Near Miss,High,150.0,Source leader moment conference network continue into help structure return although realize I.,,11.0,Closed
INC-05697,SITE-005,2026-08-14,Equipment Failure,Medium,76.8,Special focus political between few.,Valve Failure,14.6,Closed
INC-05003,SITE-002,2024-02-29,Equipment Failure,Medium,63.6,Perhaps sea important.,Third-party Damage,12.9,Open
INC-02268,SITE-003,2024-06-18,Equipment Failure,Medium,66.6,Member find fast account myself front.,Corrosion,4.0,Closed
INC-00473,SITE-002,2024-06-13,Equipment Failure,Low,86.7,Could visit on leave alone sound TV land.,Third-party Damage,6.8,Open
INC-01680,SITE-004,2026-05-22,Leak,Med,56.5,Car guess present admit real war green clearly.,Corrosion,4.3,Open
INC-01108,SITE-005,2025-12-09,NEAR MISS,Critical,69.5,Store whose control would project grow lay hotel institution cultural reflect fine.,Operator Error,5.5,Closed
INC-04281,SITE-004,2024-04-03,Near Miss,HIGH,57.8,Simple least evidence subject book without.,,5.7,Open
INC-01765,SITE-001,2026-07-17,Near Miss,Low,89.8,Without majority peace cause rate require her pull first view none.,Valve Failure,8.0,Under Investigation
INC-02630,SITE-006,2025-12-16,Leak,Critical,46.1,Price wide need training scene almost none science.,Valve Failure,8.2,Closed
INC-03664,SITE-001,2025-10-17,Equipment Failure,Medium,57.9,Gas air exactly pressure give stand some national least democratic.,Sensor Malfunction,6.9,Open
INC-01532,SITE-004,2025-07-23,Leak,High,42.9,Usually hour consider impact run staff myself tell report picture success.,Corrosion,20.5,Closed
INC-01771,SITE-001,2024-01-31,,Medium,61.7,Area another Republican ever what weight.,Operator Error,4.6,Closed
INC-01482,SITE-005,11-Nov-2024,Near Miss,Medium,61.2,Environmental or card war fine commercial exist court middle.,Operator Error,3.6,Closed
INC-02562,SITE-002,2025-02-01,Equipment Failure,Medium,94.2,None source easy billion within.,Corrosion,3.1,Open
INC-04895,SITE-002,2024-06-08,Near Miss,Med,70.9,Anyone or establish place decision consider magazine hard away indicate theory heart high.,Valve Failure,3.8,Under Investigation
INC-00074,SITE-005,2024-01-31,Spill,Low,86.4,Watch research ask quality stand within another across job cost charge baby.,Sensor Malfunction,3.4,Under Investigation
INC-00856,SITE-002,2025-11-29,Fire,Medium,79.1,The least offer purpose officer hope memory hotel wear record.,Corrosion,13.8,Open
INC-05531,SITE-005,04/28/2025,Equipment Failure,Low,84.7,Subject score beat read attorney record number behavior because.,Corrosion,10.6,Closed
INC-00504,SITE-006,2024-02-04,Spill,Medium,55.8,Single issue by necessary if summer pick piece contain Democrat want hundred.,Third-party Damage,5.8,Closed
INC-02223,SITE-001,2025-09-23,Leak,Medium,92.3,Middle yes into everyone billion huge little partner audience.,Material Fatigue,5.5,Closed
INC-02708,SITE-005,2026-05-07,Near Miss,Critical,42.8,Citizen experience choice those nor his entire avoid same.,Valve Failure,3.4,Under Investigation
INC-02011,SITE-005,03/29/2026,Spill ,High,63.6,Home too dream field with senior challenge attack.,Sensor Malfunction,2.3,Under Investigation
INC-03754,SITE-001,2024-10-11,Near Miss,Low,89.9,Time shoulder body voice bed mother hand board former never talk very fast.,Valve Failure,10.4,Open
INC-01549,SITE-002,08/23/2023,Spill,High,45.1,Wear activity threat standard should subject arrive late story vote these within game bit.,Valve Failure,1.1,Under Investigation
INC-02782,SITE-001,2024-08-22,Equipment Failure,Low,87.9,Computer so house even.,Material Fatigue,11.0,Closed
INC-01254,SITE-006,2024-07-13,Equipment Failure,Critical,41.1,Southern worker everyone great bad cup good board feel forget weight enter blue support green call similar.,Material Fatigue,14.3,Open
INC-01889,SITE-003,2023-07-23,Leak,Medium,75.2,Little on develop have impact become today pressure.,Operator Error,7.8,Open
INC-01831,SITE-006,2025-06-28,Leak,Critical,39.7,Leader middle media nation think entire identify.,,6.0,Closed
INC-05277,SITE-005,2024-09-23,Spill,Low,93.0,Kind government new network TV heart option size right I card including fall first hotel cultural country.,Valve Failure,5.2,Open
INC-04842,SITE-001,2025-07-02,Near Miss,Low,89.6,Increase author nor head community water prepare picture maintain paper economic report consider adult certainly identify.,,5.1,Closed
INC-02267,SITE-001,2023-10-03,Spill,Medium,72.1,Pick during mission huge to investment close difference leader his improve involve boy her Congress.,Corrosion,4.5,Under Investigation
INC-00698,SITE-003,2026-07-21,Spill,Critical,43.0,Today far act pressure road there minute.,Corrosion,4.6,Closed
INC-01214,SITE-004,31-Jan-2026,LEAK,High,46.1,Myself he sing force personal win personal no lay often arrive.,Material Fatigue,4.7,Open
INC-03214,SITE-003,2025-02-14,Fire,Low,92.4,Memory explain whose light end.,Material Fatigue,5.5,Open
INC-04379,SITE-006,2025-09-20,Near Miss,High,72.2,Health industry production close approach black might.,Corrosion,8.3,Open
INC-05996,SITE-002,2026-01-08,Near Miss,Critical,39.1,Reflect down avoid edge eye to move dog seek.,Corrosion,14.1,Closed
INC-04705,SITE-005,31/07/2025,Near Miss,Medium,74.6,Drive yeah onto push talk health simply go interview fire take.,Third-party Damage,25.1,Under Investigation
INC-04206,SITE-004,2024-05-12,Near Miss,Medium,78.4,Job well audience onto standard chair pass answer agreement before little onto.,Operator Error,3.7,Under Investigation
INC-00296,SITE-004,2025-11-06,Fire,,84.5,Remain may situation learn two drop economy religious whose national car customer decide.,,6.2,Open
INC-02987,SITE-003,2023-09-21,Fire,High,-0.5,Trade hundred live mouth yard live live same finally.,Sensor Malfunction,1.6,Under Investigation
INC-03450,SITE-003,15-Sep-2024,,Medium,67.5,Either one available appear financial product charge shoulder gas go court speak know question until.,Third-party Damage,13.0,Under Investigation
INC-00630,SITE-003,2024-07-05,Near Miss,Medium,115.7,Mention community book room by rich.,Third-party Damage,9.6,Closed
INC-00730,SITE-001,2025-11-04,Near Miss,Low,86.3,Along discussion start either already final require travel leg service single.,,11.6,Closed
INC-03490,SITE-005,2025-04-23,Near Miss,Low,75.4,True community list determine chance information wall painting over group paper plant whole fish begin during should.,Operator Error,3.0,Open
INC-01153,SITE-006,2026-03-17,Equipment Failure,Critical,51.3,Fine four rich ability laugh staff sell seem since either anything sing.,Operator Error,2.4,Under Investigation
INC-04583,SITE-003,11/04/2025,,Critical,42.2,Action finally father newspaper front blue movement Democrat letter teacher.,Corrosion,18.0,Closed
INC-05420,SITE-001,2025-07-18,Equipment Failure,Medium,61.8,Help authority stay picture good security become doctor learn recent notice social.,Valve Failure,12.4,Under Investigation
INC-05122,SITE-002,2025-03-28,Near Miss,Low,83.9,Share later door chance less pick service line young party evening life ready.,Sensor Malfunction,10.8,Open
INC-05249,SITE-005,2024-06-28,Equipment Failure,Low,99.2,Degree better man dinner with fight market employee which relationship television book theory no.,Material Fatigue,4.8,Under Investigation
INC-04069,SITE-003,2025-06-06,Fire,Medium,79.2,Character professor watch five increase site our citizen argue sit receive.,Valve Failure,11.8,Closed
INC-05098,SITE-006,2023-12-25,Leak,Medium,66.4,Stand few different where cup good loss try production policy contain create prove guy stay also.,Sensor Malfunction,15.1,Under Investigation
INC-05698,SITE-006,2023-10-16,Leak,High,62.9,Now president international his.,,6.0,Under Investigation
INC-00708,SITE-005,2023-08-09,Leak,Medium,65.5,End bit staff difference poor experience.,Third-party Damage,4.9,Under Investigation
INC-02566,SITE-002,22-Aug-2024,,Low,94.1,Respond instead talk author at strong arm company baby.,Material Fatigue,13.5,Closed
INC-01287,SITE-006,2023-11-21,Leak,High,64.7,Space tough car medical whole study these outside his recognize about kind.,Sensor Malfunction,6.2,Under Investigation
INC-02827,SITE-004,2023-11-13T00:00:00Z,Near Miss,Medium,80.3,Improve listen assume set indeed administration loss little if.,Material Fatigue,9.7,Open
INC-01916,SITE-005,06/03/2026,Spill,Medium,68.9,Agreement public total onto study sing cost contain piece happen letter more over.,Sensor Malfunction,12.1,Closed
INC-05293,SITE-006,2024-12-13,,High,62.3,Lay build here order worker process total make leg memory shoulder job nor.,,5.7,Closed
INC-04467,SITE-004,2025-10-14,,Low,91.0,Cell method air like military fish south.,Operator Error,8.7,Open
INC-05486,SITE-006,2025-12-27,Leak,Medium,82.0,Dream should month professional table kitchen police.,Material Fatigue,4.1,Closed
INC-00394,SITE-004,2025-07-02,Equipment Failure,High,68.5,Control total reason culture movie always sound position little last.,Valve Failure,3.4,Under Investigation
INC-04433,SITE-006,14-Aug-2024,,High,54.4,Really consumer film country reason likely oil mention play despite right participant prevent always these show factor however less.,Sensor Malfunction,7.4,Under Investigation
INC-02017,SITE-003,2024-05-28,Leak,Critical,59.7,Car feel former seven response soon sell still party coach.,Operator Error,5.9,Open
INC-01114,SITE-003,2023-12-17,SPILL, High,62.5,Want executive pretty speak natural before week environment speech.,Material Fatigue,4.2,Open
INC-03610,SITE-004,2023-10-04, Leak,Medium,61.8,Those offer smile dinner military.,,23.1,Under Investigation
INC-03900,SITE-005,11/11/2024,,Low,79.6,Right none American trade.,Sensor Malfunction,5.2,Closed
INC-02517,SITE-005,10/07/2024,Leak,Medium,65.8,No my fast base often feeling produce.,Sensor Malfunction,12.4,Open
INC-03092,SITE-006,2023-09-11,Leak,Med,72.6,Together land road which upon your thing respond occur Democrat help bad her consider.,Third-party Damage,9.5,Closed
INC-05441,SITE-005,2025-12-08,FIRE,Low,95.8,Change try hour hundred particular strong number international often continue stay head city write old happen real.,Sensor Malfunction,8.6,Open
INC-05288,SITE-003,2026-02-27,Near Miss,,55.4,Cost lawyer education may let west.,Material Fatigue,3.2,Open
INC-00821,SITE-002,2025-11-10T00:00:00Z,Equipment Failure, medium,86.2,Real not any political happy senior computer participant.,,7.9,Open
INC-04253,SITE-006,2024-03-01,Near Miss,Medium,74.4,Thing nice able around spend year base father anyone voice quickly feeling sit future leg all.,Operator Error,6.1,Closed
INC-00753,SITE-003,2023-10-17,near-miss,Medium,80.1,Letter reveal probably receive case history toward.,Valve Failure,1.8,Under Investigation
INC-03747,SITE-006,2023-12-06,Equipment Failure,High,59.5,Difficult democratic speak sport wonder hope smile son factor provide.,Operator Error,10.4,Under Investigation
INC-04757,SITE-004,2026-03-08T00:00:00Z,Spill,Low,86.3,Hot perform first center defense none admit team politics him.,Valve Failure,13.5,Open
INC-00150,SITE-002,2025-09-08,Equipment Failure,Low,91.3,Me day culture miss popular opportunity large ground a sense surface care night.,Material Fatigue,6.6,Closed
INC-00438,SITE-003,26/12/2025,Leak,High,60.2,Recent four who next soon foreign year up allow buy born group player.,Corrosion,15.3,Under Investigation
INC-00029,SITE-002,09/10/2024,Near Miss,HIGH,65.2,Force indicate land deal move meeting view sure know box.,Third-party Damage,7.8,Closed
INC-04050,SITE-005,2025-02-12,Fire,Low,83.9,At think finally us finish table law because itself month cultural write look television meet approach production.,Third-party Damage,13.3,Open
INC-03678,SITE-004,2024-11-30,Near Miss,Medium,65.0,Expect hit anything player court hit through pick.,Corrosion,4.3,Under Investigation
INC-04393,SITE-004,2024-04-06T00:00:00Z,Near Miss,,47.5,Truth last sure.,Sensor Malfunction,14.7,Closed
INC-04472,SITE-005,17/06/2026,Equipment  Failure,,61.6,Wall less trouble nature west approach explain born establish camera member indicate yet.,Third-party Damage,2.2,Open
INC-03712,SITE-001,2025-10-05,Equipment Failure,Low,88.4,Argue loss support imagine ask cell whole society list free whether right machine tough.,Valve Failure,9.5,Open
INC-04695,SITE-005,2026-02-21,Equipment Failure,,57.1,Name detail board wear accept training up hear chair.,,3.4,Closed
INC-01526,SITE-005,2024-06-19,Fire,LOW,83.8,President force product young use friend machine smile probably since bar lot term trip agreement product.,Operator Error,0.7,Under Investigation
INC-04998,SITE-001,2026-01-17,Minor Spill,Medium,89.4,Story newspaper church fight word program raise concern participant.,Material Fatigue,5.9,Closed
INC-00976,SITE-003,2024-08-22,Spill,Low,90.5,Recent save southern energy upon economy part son.,Valve Failure,10.6,Closed
INC-05351,SITE-002,2024-11-30,Equipment Failure,Low,91.5,Deal list blue TV environmental floor fish price president system worker two quality strong sort.,Material Fatigue,3.0,Closed
INC-04750,SITE-003,2025-02-13,Equipment Failure,Critical,23.6,Create church party international contain billion catch during describe various.,Operator Error,3.7,Under Investigation
INC-01633,SITE-004,2025-09-30,Fire,Low,95.2,Southern ago word thought dinner morning bring practice hour entire force nothing economic enjoy ready.,,16.1,Closed
INC-04353,SITE-005,2025-01-09,Near Miss,High,64.9,Officer again picture economic will sea note child cup beat score might on almost.,Valve Failure,12.9,Under Investigation
INC-03894,SITE-006,2026-07-05,Spill,Critical,63.0,Bill suddenly responsibility major art recently stay ahead but always list guess choice body identify.,Valve Failure,13.4,Under Investigation
INC-05469,SITE-005,07/23/2024,Near Miss,Low,81.0,Tree difference after rise outside loss name tonight range sort.,Material Fatigue,1.5,Closed
INC-00196,SITE-005,2024-06-26,leak,High,89.2,Ok sea only all chair.,Operator Error,2.8,Open
INC-02006,SITE-002,2025-07-17,Fire,Medium,70.7,Number go collection eight few.,Material Fatigue,8.8,Under Investigation
INC-03325,SITE-004,2024-10-07,Near Miss,Low,86.3,Series put give season technology soon relate end.,Valve Failure,4.6,Under Investigation
INC-02896,SITE-003,2025-03-04,Near Miss,High,50.9,Center at number writer price garden call bill wish nor president their.,,12.6,Closed
INC-01282,SITE-002,2025-07-21,Spill,Hi,65.6,Network spring arrive civil place find experience international smile month glass along democratic manage executive never.,Valve Failure,6.9,Open
INC-02043,SITE-004,2024-07-27,,Medium,72.6,Wear show guy dream same debate almost animal after discussion any partner.,Corrosion,7.8,Under Investigation
INC-00346,SITE-002,2024-06-17,Near Miss, medium,59.5,From rate space on pattern soldier project least.,Third-party Damage,3.8,Closed
INC-03596,SITE-005,2026-04-30,Near Miss,High,57.1,Truth political mean law.,Material Fatigue,8.3,Under Investigation
