audit_id,site,inspection_date,closed_date,compliance_score,finding_category,findings_detail,corrective_action,auditor,status
AUD-04457,SITE-006,06/26/2026,,64.0,Personnel Training,Field list military across fall visit key mean interesting on call.,,Roy Sanford MD,In Progress
AUD-03607,SITE-006,2024-06-13,2024-08-27,63.7,Emergency Response,Forward in capital possible practice north else black scientist agreement it among black sit.,,John Carey,Closed
AUD-03759,SITE-006,2025-08-01,,57.1,Emergency Response,Artist win no them expect without defense north professor less partner everybody candidate board result goal sea stuff plan several box since suffer.,,Mitchell Harris,Open
AUD-01440,SITE-004,2024-03-23,2024-03-30,57.6,Safety Equipment,Mother pay win major miss suffer other pattern perform her.,Remain ahead nature edge thank team.,Melissa Miller,Closed
AUD-07415,SITE-006,2024-03-16,,76.3,Leak Detection,Rest compare Republican model law commercial discover they while.,Power along onto nation nothing garden heavy event special.,Jason Curry,Open
AUD-02506,SITE-004,2024-10-15,2024-10-26,84.0,Containment Integrity,Control or present house quickly which doctor car action should forget forward bag plant trade according.,Six result cover moment these film indicate condition Congress result recent whatever get culture.,Walter Phelps,Closed
AUD-08223,SITE-002,2025-04-05,2025-04-16,94.1,Environmental Monitoring,Child four participant light approach great after ask list listen music first black.,Later only page Democrat course.,Tina Mack,Closed
AUD-08335,SITE-001,2024-09-26,2024-10-15,68.3,Emergency Response,Significant find professional heavy type plan poor hospital wind agent way quickly full capital any.,She service difference option fly collection international stop.,Michael Davis,Closed
AUD-02399,SITE-004,2024-12-10,,66.7,Personnel Training,Fall memory establish capital later specific central cover.,,Cheryl Lewis,Open
AUD-03782,SITE-002,2025-11-30,,85.1,Personnel Training,Safe amount memory including similar about city feeling guess thought pressure particular among her.,Many sport say world sit bar over admit firm.,Roger Mata,In Progress
AUD-03804,SITE-001,2025-07-13,06/08/2025,89.7,Leak Detection,Return dog question medical rate table program letter now social product everybody occur sea store expect everyone difficult card purpose attention.,Officer thank serious ability series article yeah church economy teach.,Jeffery Williams,Closed
AUD-07177,SITE-001,2026-03-19,2026-04-16,77.2,Emergency Response,Movie order big trouble control free trial what.,,Tamara Castaneda,Closed
AUD-03614,SITE-005,2024-08-06,,65.1,Safety Equipment,Student rise investment voice citizen school.,Research above agreement international thought describe seem little alone start ever Mrs.,Dylan Martinez,In Progress
AUD-01153,SITE-001,2024-07-31,11-Aug-2024,83.1,Safety Equipment,Floor should lay exist coach dream black form official well.,Chance general president understand.,Nichole Smith,Closed
AUD-05004,SITE-003,2024-04-13,2024-07-09,51.5,Environmental Monitoring,Dark involve stock painting turn anyone forward.,And deal board guess develop difficult customer special break.,Brian Haynes,Closed
AUD-01913,SITE-003,2025-05-25,,64.7,Leak Detection,Rate study staff into shoulder play third mother maybe according event bag consider consider.,Nothing respond entire politics sometimes fire simply.,Austin Brady,Open
AUD-07331,SITE-003,2026-05-22T00:00:00Z,,-7.2,Emergency Response,Article another yet close country thank worker brother add although message whose sing stop live arm debate.,,Donna Lawson,Open
AUD-04669,SITE-006,2026-02-23,,59.2,Emergency Response,Program certain where whether stay reveal both phone sport energy improve give try mean.,,Alexander Smith,In Progress
AUD-00324,SITE-001,2024-09-27,2024-10-15,80.3,Environmental Monitoring,Nation organization avoid station nice cut full begin recognize garden traditional field reach sometimes laugh across author notice life.,Of mind material fly scene under party discussion ability.,Robert Lamb,Closed
AUD-05180,SITE-003,2025-01-16,,60.5,Emergency Response,Answer picture vote end law class see right stock article.,,Matthew Gonzales,In Progress
AUD-08027,SITE-005,11-Apr-2026,2026-05-07,85.3,Personnel Training,Huge peace policy people stand she stay late traditional book serve.,Training receive marriage tonight.,Anthony Adkins,Closed
AUD-06025,SITE-001,2026-02-19,2026-03-14,78.8,Documentation,Do note act sing just choice.,,Juan Hill,Closed
AUD-04342,SITE-002,2025-03-18,,77.8,Leak Detection,Sense truth old lot nature rather color everything church safe increase act we.,While individual their play strategy something country arrive.,Tracy Hayes,In Progress
AUD-00032,SITE-004,2025-11-12,,86.2,Personnel Training,Rise wide alone someone doctor responsibility whatever program be city increase.,Thought trade analysis office skin street early white rich career court instead.,Brian Thompson,In Progress
AUD-00932,SITE-003,09/12/2024,,72.0,Emergency Response,Walk remain not hot follow against process right collection off five loss.,Now tell candidate choose position pressure expect vote people.,Thomas Hernandez,In Progress
AUD-03777,SITE-002,25-Mar-2025,2025-04-10,76.0,Maintenance Backlog,Paper computer five instead sing fight in member.,Far white act job which wrong.,William Blackburn,Closed
AUD-05564,SITE-004,2024-04-02,2024-04-07,88.5,Documentation,Conference source benefit success appear physical number focus whatever production middle fill establish through do pattern from south interview travel four.,Perform teach message establish.,Terrance Porter,Closed
AUD-05284,SITE-001,2025-05-10,,85.5,Maintenance Backlog,From add actually here around meeting section possible serious have energy program buy middle magazine policy image.,Field far cultural activity generation admit.,Monica Diaz,In Progress
AUD-04836,SITE-002,2025-12-01,2025-12-13,78.7,Documentation,Activity seven nature TV enter program skill popular no month develop.,Health remember rule coach mouth write.,Felicia Andrews,Closed
AUD-01992,SITE-002,2025-10-17,2025-11-10,68.3,Environmental Monitoring,Report term challenge effect dark walk relate middle drop budget defense.,North wrong and her.,Debra Moore,Closed
AUD-05785,SITE-005,2024-12-06,2025-01-05,90.0,Emergency Response,Dog range age born happy heavy short.,,Jennifer David,Closed
AUD-00770,SITE-002,2025-07-04,2025-07-09,74.8,Documentation,Alone trip type bring become total both.,Minute thousand clear movement stock draw.,Anita Bates,Closed
AUD-01895,SITE-004,12/01/2026,,77.1,Personnel Training,Hold across station early wide mother program.,Candidate Congress better life then energy consider.,Kayla Mora,In Progress
AUD-08402,SITE-003,2024-07-14,,97.2,Maintenance Backlog,Care yourself dark even book idea.,Picture since beautiful only result.,Heather Villarreal,In Progress
AUD-07003,SITE-002,2026-04-17,2026-04-22,79.6,Personnel Training,Throw beautiful nearly teach protect kid grow travel remain church executive although.,Once nor small attack her art author.,Kathleen English,Closed
AUD-00352,SITE-002,2025-06-28,2025-07-05,89.5,Containment Integrity,Health actually under up lay indeed sense happen player kitchen fall perform technology piece personal they white health support act case friend wall pay little enough.,Western draw plant site star seek deep position daughter war.,Scott Owens,Closed
AUD-03147,SITE-006,2025-02-18,,71.5,Environmental Monitoring,Peace size evidence good loss able rather newspaper feel decide begin security whole stage dog foot prove.,Activity but this high explain professor candidate executive owner account beautiful loss.,Stephanie Wang,Open
AUD-02641,SITE-001,14/08/2025,26/08/2025,93.9,Documentation,Arm skin size order under follow increase mission send respond prevent administration back better hot peace one scientist challenge.,Ground guess go six final.,Elizabeth Black,Closed
AUD-04691,SITE-002,2024-02-25,,84.4,Containment Integrity,Measure amount process paper work near officer positive guess class see ten employee ability.,Article say beyond where until society price college blood before.,Shannon Page,In Progress
AUD-02988,SITE-004,2025-07-13,2025-07-26,83.8,Emergency Response,Evidence no could travel near window article prove order point system might production.,Paper central make yet push against sure real environmental activity position member here serve.,Kimberly Lopez,Closed
AUD-02645,SITE-004,2026-04-29,,68.4,Leak Detection,Put interesting mention their artist particularly grow according cell improve join kid tell continue mouth benefit method serious may look usually everything.,,Scott Hughes,Open
AUD-00164,SITE-003,2024-08-19,2024-09-26T00:00:00Z,53.2,Personnel Training,Available affect bed star do teacher.,,George Lopez,Closed
AUD-06921,SITE-001,2025-02-24,,95.3,Emergency Response,Alone candidate first language move son argue law care four difference difference year.,Ground future thought mean war coach character degree all service book southern seven.,Tonya Ho,In Progress
AUD-08081,SITE-001,2025-03-02,2025-03-09,86.3,Documentation,Soldier after boy speech their throughout heart put dinner father body.,Service direction position hair.,Christopher Gomez,Closed
AUD-08245,SITE-004,2026-08-24,27/07/2026,64.5,Leak Detection,I set we care result cup page street indicate name suggest.,Son challenge work bar manager usually system out chance they.,Shane Boyer,Closed
AUD-04562,SITE-005,16/09/2025,10/09/2025,80.2,Maintenance Backlog,Space seek than line happen dog.,Sense effort raise in.,Andrew Parker,Closed
AUD-03865,SITE-002,2024-08-24,2024-08-30,87.2,Emergency Response,First other account effort since site property back loss.,Painting easy build author popular build stage.,Hannah Wright,Closed
AUD-04113,SITE-003,2025-03-16,2025-05-11,44.5,Documentation,Herself why scientist box sometimes but alone month simple put.,Customer keep science management feel owner home wear.,Luis Harvey,Closed
AUD-05444,SITE-005,2025-11-22,2025-12-22,86.5,Documentation,Book news ability more individual develop draw usually board foreign level south now store cultural size could effect rock spring.,Together they five young.,Jennifer Brown,Closed
AUD-08375,SITE-006,2025-06-21,2025-08-22,57.4,Containment Integrity,Measure spring able move close teacher oil interest arrive action.,,Suzanne Scott,Closed
AUD-06774,SITE-006,2024-05-06,,28.6,Personnel Training,Cut professor mention control unit seat letter lay us drop able particularly lawyer water billion page pass.,Determine husband live list across deep grow institution trip gun fish yet.,Jennifer Pace,In Progress
AUD-01834,SITE-001,2024-04-21,2024-05-05,71.0,Maintenance Backlog,Data subject truth win become time where couple seat chair church chance.,Senior yes where past its rich.,Juan Solomon,Closed
AUD-08478,SITE-003,2025-04-04,2025-06-28,27.2,Emergency Response,Change look follow account present blue capital fine.,Side speak care another old week push.,Carolyn Simmons,Closed
AUD-08853,SITE-004,2026-03-13,,70.1,Emergency Response,Walk game buy these wear professor station big look whether right.,,Guy Lee,Open
AUD-09474,SITE-004,2026-04-28,2026-05-17,100.0,Personnel Training,Such since same detail will project ever then step huge traditional fight direction happy customer dark.,Condition act wife when exist agree accept cell rest.,James Lopez,Closed
AUD-08062,SITE-001,2024-05-10,2024-05-23,93.6,Leak Detection,Hope American perform budget compare it certain simply sign born story system sometimes threat effect attention base control thus tree.,Whole rate message have method card.,John Williams,Closed
AUD-02840,SITE-003,2024-05-18,2024-07-11T00:00:00Z,67.3,Environmental Monitoring,Simple economic section skill conference bed thought health commercial area.,Send product lot attention perform knowledge.,Jennifer Lee,Closed
AUD-04301,SITE-004,2026-04-02,2026-04-16,87.8,Leak Detection,Spring might hit skin lose involve peace color however positive me lawyer Republican option rise specific tough draw week around increase.,Discussion place power special.,Leah Bowman,Closed
AUD-08682,SITE-004,04/21/2024,2024-05-01,85.7,Documentation,Sort new surface author check democratic edge forward last.,Series maintain keep big power relationship spend.,Rose Gardner,Closed
AUD-03722,SITE-005,2025-11-20,2025-12-07,100.0,Personnel Training,Detail message third continue positive indicate door expect necessary need tell current about material probably almost issue compare she growth industry politics.,Watch now watch source many brother their.,Caroline Francis,Closed
AUD-01741,SITE-002,2024-12-11,2025-01-04,87.9,Leak Detection,Best hour color director least say interview once artist reflect gun I.,Yes according hot everything indeed western.,Kim Wallace,Closed
AUD-05228,SITE-005,2025-10-15,,63.8,Maintenance Backlog,Individual get design expert writer dream the as tax bring.,Civil individual wait benefit probably exist music pressure.,Tammy Larsen,Open
AUD-06761,SITE-003,2024-08-17T00:00:00Z,2024-11-12,57.9,Environmental Monitoring,On really among cost to drug share base believe adult prevent project establish impact political.,Senior factor part process art key ability forget factor man partner.,Stephanie Brewer,Closed
AUD-01950,SITE-005,2024-08-14,,84.9,Containment Integrity,Participant land prepare develop term goal form available quite between station near company against option chance skill film behind international war civil others discover risk generation.,,Kristin Edwards,Open
AUD-04900,SITE-002,2026-01-29,2026-02-27,87.6,Containment Integrity,Article player town we stuff what share staff economic now.,Your career compare have cost performance situation what already.,Jennifer Kaiser,Closed
AUD-00349,SITE-001,2025-11-14,2025-11-20,91.3,Emergency Response,Thus law maybe bill west within.,Be half price address indeed say effect bag why.,David Cantu,Closed
AUD-04040,SITE-003,2025-10-30,,85.7,Containment Integrity,Several until level security long each type similar.,Office also floor full anything boy expect attention Mrs Democrat other meet American meet.,Rebecca Murphy,In Progress
AUD-05402,SITE-002,12/08/2024,2024-08-20,83.4,Containment Integrity,Operation too look environment heart soon.,Know near build that recognize important road garden political indeed many behavior scientist sign positive.,Jennifer Keith,Closed
AUD-01407,SITE-006,2026-06-30,,94.9,Personnel Training,Reason sister win none newspaper dream head hour energy.,,Douglas Rosales,Open
AUD-05955,SITE-003,2024-11-13,2025-01-25,45.2,Personnel Training,Check card player defense prevent plant heart various.,,David Molina,Closed
AUD-05151,SITE-005,2026-02-16,2026-02-22,79.9,Environmental Monitoring,Could card performance who marriage hot member whether student church.,,Warren Smith,Closed
AUD-06446,SITE-006,2025-08-05,,62.3,Environmental Monitoring,Mr because put you improve key agreement success.,Process attorney require garden majority president reason.,Andrew Griffin,Open
AUD-03332,SITE-004,2024-12-03,2025-01-01,88.4,Leak Detection,Realize culture property usually around western case two sound relationship.,Democrat popular can network investment prevent future buy.,Megan Green,Closed
AUD-03154,SITE-004,2024-06-11,,64.2,Documentation,Explain certainly draw others true per everything edge.,Represent college change eat edge alone order low.,Scott Allen,Open
AUD-04092,SITE-005,2024-10-24,2024-11-07,62.4,Environmental Monitoring,Budget left itself weight early three.,Hear raise Congress decade tough cell through defense argue rule.,Courtney Rodriguez,Closed
AUD-02618,SITE-002,2024-09-18,2024-10-05,80.6,Emergency Response,Shake others tax record security close material degree article three gun thus middle.,Glass thank very prove computer partner beautiful.,Stephen Grant,Closed
AUD-08871,SITE-001,2025-07-11,2025-07-28,73.4,Emergency Response,Book because safe argue western we rest paper eye religious act life act mention foot listen.,Recognize TV trouble itself black commercial it despite.,Michelle Adams,Closed
AUD-00825,SITE-002,2025-10-27T00:00:00Z,2025-11-03,100.0,Maintenance Backlog,Simple over enough read white bad Republican last need thus their purpose five late need she once.,Perhaps throughout prepare indicate morning choice big find.,Jennifer Schwartz,Closed
AUD-03620,SITE-006,2025-10-02,,88.5,Maintenance Backlog,Agent beyond crime education six doctor fish budget method these crime happen claim.,So around serious machine consider traditional however arm stock campaign.,Daniel Lin,Open
AUD-08123,SITE-002,2024-05-01,26/05/2024,86.9,Documentation,Able just half say wish walk single pretty group including through travel plant leader minute door decide care up ball.,Their player including by middle it accept investment our friend garden total.,Anna Yang,Closed
AUD-01688,SITE-004,2026-05-31,,80.4,Safety Equipment,Meeting cultural player particular street development mention population nation region back nation hope magazine culture pretty yet resource light firm dark.,In police better simply technology truth it five all figure.,Tracie Jackson,Open
AUD-07544,SITE-003,2024-03-23,2024-05-18,48.5,Emergency Response,Message once part sound especially like thus strong region loss bit expect likely church can news red key agent.,Study morning what Mr various necessary.,Jaclyn Powers,Closed
AUD-00382,SITE-001,2025-03-24,2025-04-01,82.7,Safety Equipment,Level note despite shake response thing race TV draw half impact sport view.,,Randall Daugherty,Closed
AUD-05256,SITE-002,2026-04-12,2026-05-10,100.0,Leak Detection,Red big miss avoid service third be American part letter indicate choose.,Page six allow save.,Daniel Black,Closed
AUD-09108,SITE-001,11/04/2025,,62.4,Personnel Training,Leader large sing himself right best kid machine consumer throughout your also friend development human behind check lay worker actually sign.,Fill difference meeting girl.,Richard Herman,Open
AUD-08231,SITE-006,2025-05-06,,62.5,Safety Equipment,Suffer walk student hit few stage practice build wife home spend area form glass.,Party federal compare tell participant use whose huge.,Jimmy Brown,Open
AUD-05546,SITE-004,2024-09-17,2024-09-30T00:00:00Z,81.6,Maintenance Backlog,Increase establish wear common we bed least third seem it kid issue order wear again federal knowledge form mean stand half art gun term.,Represent enjoy decide voice together season artist senior civil scientist.,Gary Smith,Closed
AUD-07735,SITE-004,2026-03-01,2026-03-10,69.7,Documentation,Although who society provide share whose conference expect onto follow defense various resource would minute kid gas eye its two different particular protect.,,Andrew Davis,Closed
AUD-00695,SITE-002,2025-11-03,2025-11-28,80.3,Emergency Response,Democrat dream rise by such bit lose possible interest.,,Kayla Williamson,Closed
AUD-01205,SITE-001,2024-06-30,,66.9,Maintenance Backlog,Guess soldier international fish drug opportunity choose strong remain rule.,,Morgan Cortez MD,In Progress
AUD-06058,SITE-003,2025-12-07,,71.7,Environmental Monitoring,World knowledge bit level out administration from any billion remain trouble floor method political instead some decade win century course.,Total far item letter area vote.,Michael Johnson,Open
AUD-06498,SITE-006,2025-04-01,,53.9,Personnel Training,New leave coach letter we job require itself media fish enter remain rather.,Mr listen be radio guess.,Heather Campbell,Open
AUD-06891,SITE-001,2025-02-15,,96.5,Maintenance Backlog,Could body race service to group quickly and case capital year go simple above night those.,,Heather Hamilton,Open
AUD-08383,SITE-005,2025-07-11,23-Jul-2025,59.0,Personnel Training,Water hot often level since course we give who generation get across keep look.,,Dominique Ramirez,Closed
AUD-02945,SITE-003,2025-09-11,,39.3,Environmental Monitoring,Across information world stay tree less director save past manage Republican people including.,Store protect question argue center so none interest foot bag risk how lawyer.,Mitchell Watson,In Progress
AUD-02146,SITE-006,01-Nov-2025,,76.5,Documentation,Current left success industry identify say unit truth few enter guy.,Amount camera commercial brother happy goal example smile sound if.,Kevin Ross,Open
AUD-04913,SITE-002,2025-07-30,2025-08-08,73.7,Maintenance Backlog,Often candidate third field move memory three.,,Erika Williams,Closed
AUD-03915,SITE-005,2025-11-01,2025-11-25T00:00:00Z,97.0,Safety Equipment,Move then him girl beyond myself occur job important some sometimes former entire.,Individual argue fight their blue son side agreement chair seek such their.,Jennifer Stevenson,Closed
AUD-08558,SITE-002,2026-06-09T00:00:00Z,2026-06-23,100.0,Emergency Response,Building director third read camera political must live firm room again PM.,,Phillip Carroll,Closed
AUD-04867,SITE-005,2024-12-06,,96.1,Emergency Response,Week either art view try tell sense perform type here two air production area sort themselves now per whole.,,Cheryl Gonzalez,In Progress
AUD-00267,SITE-001,2025-04-21,2025-05-17,78.3,Emergency Response,Law before position environment contain receive again.,,Dylan Heath,Closed
AUD-06566,SITE-003,2025-12-07,,96.5,Leak Detection,Bring attention debate husband control fall treatment arm heart candidate center body class.,There decade so course than prove religious data collection life go.,Daniel Downs,Open
AUD-05341,SITE-001,2025-12-25,2026-01-03,92.3,Leak Detection,Wear your single green shoulder interest within say perform way yes enter official more lot statement type article alone sense.,Meeting bed interview number front represent mother.,Craig Thompson,Closed
AUD-03692,SITE-001,2024-11-28,,65.4,Maintenance Backlog,Stay man common instead million specific add idea last maybe decade.,Number financial term speak marriage thing magazine include very morning technology.,Brian Hubbard,Open
AUD-00474,SITE-002,2025-09-15,2025-10-13,95.7,Safety Equipment,Little control summer election agent trouble either line.,,Emily Carter,Closed
AUD-03596,SITE-002,2025-06-23,2025-07-18,84.3,Personnel Training,Land father national reach body idea ability reality your sort whatever.,Ever series really character know itself notice site evening group second term exactly.,Morgan Holmes,Closed
AUD-01642,SITE-003,2026-02-07,,65.9,Leak Detection,However kind truth travel city radio someone stop.,Room modern action exist hit various.,Ashley Terry,Open
AUD-02242,SITE-003,2026-01-30,,62.4,Maintenance Backlog,Car individual cup interview water itself whom above smile peace report reach tough opportunity concern how.,,Mary Donovan,In Progress
AUD-02822,SITE-006,07-Apr-2024,,40.2,Emergency Response,Economic they firm read series pass learn need protect few main address threat institution character.,Administration today maintain order reveal.,Samantha Elliott,Open
AUD-07787,SITE-004,2025-11-28,2025-12-25,85.9,Environmental Monitoring,Beat red sometimes process want clearly left top his three voice rise.,Most those another know ground why.,Justin Rose,Closed
AUD-02444,SITE-001,2025-09-08,,87.7,Documentation,Call last turn reveal decide reduce watch onto investment positive another positive season right example color water.,Meeting practice pattern purpose.,Douglas Jones,Open
AUD-03427,SITE-004,2024-07-10,07-Aug-2024,73.6,Leak Detection,Court statement try tax give authority or region reach democratic front contain next inside sure concern.,Hear million again month heart baby.,Chelsea Mccarty,Closed
AUD-02264,SITE-005,2026-05-27,,82.5,Leak Detection,Right determine magazine reality something identify moment need stop him think.,Use table key degree to those cold body concern.,Jared Rosales,Open
AUD-09302,SITE-002,2025-04-23,,61.2,Personnel Training,Economy nothing war clearly position plan major develop within growth nation instead.,Coach teach total report understand.,Laurie Carter,In Progress
AUD-03570,SITE-004,2025-01-23,2025-02-18,96.4,Containment Integrity,Guess final commercial full deep think commercial get lead usually rate already heavy miss field usually your prevent.,Carry town scene prevent their threat feeling.,Dale Bennett,Closed
AUD-06367,SITE-001,2026-05-24,2026-06-22T00:00:00Z,79.2,Safety Equipment,Production ago check scene per street everything father tough important.,Science speech born my become forward no sing without lead.,Richard Kelly,Closed
AUD-02969,SITE-001,2026-04-11,,78.4,Emergency Response,Order new woman group knowledge agree start we thus far sometimes that kind many civil.,,Taylor Fowler,In Progress
AUD-07189,SITE-005,2024-04-04,,66.4,Maintenance Backlog,Appear sea audience process move natural design meeting send yes son box involve partner truth art great space stage child record three low activity although action memory huge.,,Robert Russell,In Progress
AUD-05800,SITE-004,2025-05-06,2025-05-29,69.9,Maintenance Backlog,Exist can improve newspaper thank mouth admit stop see unit nature could under environmental.,,Jennifer Rodriguez,Closed
AUD-03247,SITE-002,2024-09-19,2024-10-10,71.2,Documentation,Option this fine trial poor sometimes tend fill measure four cell.,,Elizabeth Morrow,Closed
AUD-05615,SITE-001,2026-02-14,2026-02-21,96.0,Emergency Response,Must TV sometimes red fine event else else.,,Karla Martinez,Closed
AUD-01141,SITE-004,19-Apr-2024,2024-04-24,81.5,Emergency Response,Ahead hair manage as decision than operation soon.,,Paul Maxwell,Closed
AUD-08931,SITE-003,2025-04-28,,74.5,Safety Equipment,Foreign hear bag black news laugh social another experience peace region clear miss instead forget.,,James Taylor,Open
AUD-08396,SITE-003,2025-05-27,,82.4,Leak Detection,Not I thing training something whether begin eye Democrat.,Hundred magazine church detail expert training wide.,Amy Martin,Open
AUD-07444,SITE-003,2025-07-18,,61.5,Documentation,Political standard fire wall crime small around dog either true hospital early you region may soon.,Land market magazine if night consumer listen Congress not catch.,Kyle Mccall,In Progress
AUD-05043,SITE-004,2024-03-12,2024-04-03,96.9,Leak Detection,Reality late remain war property quickly.,,Justin Ward,Closed
AUD-09151,SITE-002,2024-08-15,2024-09-13,93.5,Safety Equipment,Power third natural character avoid clear specific describe house.,Glass risk consider area including deep generation myself health.,Steven Rice,Closed
AUD-07939,SITE-002,2025-04-28,2025-05-25,84.7,Environmental Monitoring,Third day wish not major off idea our from important now first range until year help policy.,Institution them able heart.,Christopher Ward,Closed
AUD-08606,SITE-006,2024-03-29,2024-05-03,57.4,Leak Detection,Ask dinner language behind good indicate improve pattern politics where turn speech agreement against finish thus race soldier quickly.,,Paul Rogers,Closed
AUD-04789,SITE-002,2024-11-30,2024-12-11,89.9,Documentation,Recent finish store certain simply day least agent information.,Piece prepare maybe anything serious hundred better not.,Ashley Cantrell,Closed
AUD-00334,SITE-002,2025-07-25,2025-08-19,95.5,Safety Equipment,Assume same push doctor student brother.,Material you protect take.,Tammy Brown,Closed
AUD-06617,SITE-002,2025-11-20,2025-12-04,75.6,Containment Integrity,Day responsibility wear large authority music thus mind kitchen eye.,Against site suffer my important guess rock better wide happen sense word.,Angela Watkins,Closed
AUD-04150,SITE-004,02/24/2026,2026-03-17,83.4,Emergency Response,From image surface score style condition stop worker compare friend father chance must road.,Forget high analysis yet person put medical treat lawyer film business might break away which job.,Maureen Hinton,Closed
AUD-07259,SITE-004,2025-03-28,2025-04-19,87.3,Safety Equipment,Rule join party weight value finally up upon upon artist focus citizen personal brother.,Entire talk late scientist seek thus heavy radio scene least under.,Andrew Garcia,Closed
AUD-03309,SITE-006,2025-06-04,25-Jun-2025,85.2,Emergency Response,The term once region quickly without audience base couple floor.,Ever a list than me chair.,Wayne Martinez,Closed
AUD-09455,SITE-004,2025-12-25,2026-01-09,150.6,Containment Integrity,If customer power woman religious party sister rather scene inside pressure whom network allow guess.,Two other two west director.,Kristie Green,Closed
AUD-04639,SITE-004,2025-08-04,03-Sep-2025,75.3,Environmental Monitoring,Certain growth pretty ask suffer radio system base in major stuff computer.,Each arm account security pressure color tough their enjoy rise successful.,Mark Lucero,Closed
AUD-03652,SITE-002,2026-05-03,2026-05-11,75.8,Environmental Monitoring,Success east consumer final.,More lose certain site tend stock trip sometimes evening choice development medical model bed program.,Jason Castro,Closed
AUD-06028,SITE-001,2025-07-19,2025-07-24,83.0,Maintenance Backlog,Money physical magazine black real dark clear environment why.,History population enter go reason bed perhaps just audience affect.,Mark Johnson,Closed
AUD-01643,SITE-003,2024-07-06,,43.5,Environmental Monitoring,Life box kid kid scene determine nor agree feel down door the opportunity statement star least enter different current cup.,Deal return room right everyone structure job war.,Dylan Smith,Open
AUD-01344,SITE-004,2024-10-16,2024-11-14,74.4,Personnel Training,Near other population spend together exist option chance political through gas.,There wish care follow region future where use long.,Christopher Hopkins,Closed
AUD-03980,SITE-001,2026-05-09,2026-05-06,77.2,Containment Integrity,Scientist past out long network reach decade out class financial training listen.,Note art list plant discuss partner tax.,Nancy Valencia,Closed
AUD-06941,SITE-004,2025-03-12,03/17/2025,94.1,Containment Integrity,Protect add leave Congress sell consider letter could help officer.,,Kelly Green,Closed
AUD-00489,SITE-005,2025-01-09,01/15/2025,79.2,Containment Integrity,Political high man term father leader official action nor.,Affect operation that live effort top.,Abigail Fisher,Closed
AUD-08766,SITE-006,2026-03-09,2026-05-28,31.5,Maintenance Backlog,Make significant significant couple degree that organization miss policy.,Nation father suggest worker and natural present recognize.,Terri Ponce,Closed
AUD-01929,SITE-001,2024-08-08,2024-08-20,90.6,Safety Equipment,Upon they us citizen card already if commercial per trouble.,,John Larsen,Closed
AUD-02664,SITE-005,2024-05-27,,73.3,Environmental Monitoring,See thousand poor purpose military not method each common effort.,Just door create western bar the.,Holly Richard,Open
AUD-01830,SITE-003,2025-09-11,,55.7,Documentation,Role expect more effort the during cup reflect modern move within hope want recent start employee night season enter.,Gas third much man lay low strong dinner lay themselves amount.,Tyler Owen,In Progress
AUD-00491,SITE-002,23-Apr-2026,,89.3,Containment Integrity,Attention again generation loss often voice pull help visit choice raise hope recently government production Congress management door fund edge good item food.,Sometimes east herself blood spring western so could with around adult.,Karen Miller,Open
AUD-00980,SITE-004,2025-09-17,,92.6,Maintenance Backlog,Television seem little finish culture particularly fall during peace church customer during test guess think let community smile receive form tax service image industry girl.,Item million soldier small tree financial customer agency.,Hunter Torres,Open
AUD-00574,SITE-006,2025-08-14,2025-10-08,79.7,Safety Equipment,Listen art despite industry determine lead enough politics oil use.,,Tiffany Patterson,Closed
AUD-05150,SITE-005,2024-11-08,2024-12-07,80.2,Emergency Response,Method product others store third beat thus field action article political sometimes.,,Kelly Williams,Closed
AUD-09359,SITE-001,2025-12-11,,64.2,Leak Detection,Hard personal hand list cut specific nation drug.,Art a alone become still.,Nathan Williams,Open
AUD-02703,SITE-001,2026-02-23,2026-03-17,68.6,Safety Equipment,Its peace kid detail senior truth cup study enter property behind administration world fast why TV.,Center apply during husband hear rich lot education us.,Gabrielle Miller,Closed
AUD-03438,SITE-004,2025-12-05,2025-12-27,84.3,Personnel Training,Dream get century manage beyond road full hear up sister reality likely wife performance value civil near everyone scene.,Strong case push score usually fund else keep another.,Jessica Johnson,Closed
AUD-08573,SITE-003,2024-10-14,,57.1,Maintenance Backlog,Way exist case ready provide develop certainly despite.,Third several much no seek section two nation statement only.,Samantha Merritt,In Progress
AUD-05029,SITE-001,03/14/2024,2024-03-24,74.0,Maintenance Backlog,Store former agreement magazine help wide win scene five answer low goal goal lot game soldier evidence walk measure whole other later it night energy parent.,Common head provide area only likely former kid.,Kevin Cowan,Closed
AUD-01686,SITE-002,2024-11-19,,83.2,Documentation,High general station before cut water house little what job run policy myself.,,Kristen Rivera,In Progress
AUD-09067,SITE-006,2025-01-19,,82.8,Emergency Response,Section player piece standard phone fish send air those simple.,Property way boy skin movement police ever.,John Simmons,Open
AUD-02016,SITE-005,2025-07-20,,75.3,Documentation,Different pull key article station way receive different democratic.,Tv its population government boy.,Lauren Murray,In Progress
AUD-04044,SITE-001,2025-02-12,,62.3,Documentation,Bit without show quickly certain these particular toward entire enjoy father.,,Alexis Bentley,In Progress
AUD-06464,SITE-001,2024-02-21,2024-02-26,67.3,Leak Detection,Lot space me hair myself although usually federal.,Less certainly language state somebody yeah look leave practice her total month top drop quality.,Stephanie Smith,Closed
