incident_id,site,latitude,longitude,incident_date,incident_type,severity,compliance_score,description,root_cause,response_time_hours,status
INC-01945,SITE-002,-4.061815,39.701605,2024-05-11,,Medium,77.1,Test company far character day enter person audience across yet.,,3.8,Closed
INC-04924,SITE-002,-4.065412,39.699299,2024-06-01T00:00:00Z,Near Miss,Low,93.0,Position may activity yourself should before weight attention.,,4.4,Under Investigation
INC-05953,SITE-003,-2.26019,37.865155,2025-05-03,Leak,Critical,54.4,Region lot enjoy these stay picture because company.,Sensor Malfunction,11.3,Closed
INC-05162,SITE-005,0.502204,35.243861,2025-01-27,Equipment Failure,Medium,64.4,Trade stand gas visit throughout shoulder identify friend study.,Third-party Damage,12.2,Open
INC-03873,SITE-007,-0.089808,34.751073,2025-06-28,Near Miss,Medium,76.9,Do last save try.,Third-party Damage,1.4,Closed
INC-03376,SITE-003,-2.275898,37.875182,2024-03-02,Near Miss,critical,45.7,Pressure pay great that figure.,Valve Failure,4.2,Open
INC-01822,SITE-001,-1.317005,36.808082,2025-03-21,NEAR MISS,Medium,65.0,Perform garden computer ask market measure during second.,Valve Failure,12.8,Closed
INC-05969,SITE-005,0.545402,35.257644,2025-01-29T00:00:00Z,Leak,Low,88.2,Center radio investment really.,Material Fatigue,1.1,Open
INC-05260,SITE-001,-1.279027,36.844156,01/11/2026,Near Miss, Low,90.2,Guess cover research white choice.,Operator Error,4.2,Under Investigation
INC-05423,SITE-004,-0.320577,36.066269,2025-03-06,Equipment Failure,Low,80.0,City meet sport effect painting speech.,,2.5,Closed
INC-05204,SITE-005,0.492378,35.285978,2026-05-13,Near  Miss,Medium,76.8,Again truth war soldier same suddenly side find life six young town discover still meeting technology history.,Corrosion,11.9,Open
INC-03183,SITE-001,-1.277062,36.85019,2024-01-13,Equipment Failure,Low,82.2,Face million space able arrive approach city care note do section rule rate outside.,Operator Error,8.0,Closed
INC-01025,SITE-006,0.030083,35.467925,2023-11-29,Leak,Low,92.6,Time buy respond pressure near idea.,Operator Error,8.4,Closed
INC-01506,SITE-003,-2.273845,37.834185,2026-04-15,Equipment Failure,Low,85.9,Event arm officer free professional say only drop bad.,Valve Failure,5.5,Open
INC-04106,SITE-001,-1.304497,36.842361,26-Oct-2023,Spill,Medium,82.3,Democratic action debate arm knowledge prevent.,Valve Failure,3.9,Open
INC-03327,SITE-001,-1.273902,36.806761,17/11/2025,Equipment Failure,Medium,84.3,Stage community there box senior since since.,Operator Error,4.1,Under Investigation
INC-02859,SITE-003,-2.270952,37.870239,12/05/2026,Leak,Low,87.2,Product thank race national word someone kind arm according animal story.,Valve Failure,2.5,Closed
INC-00651,SITE-002,-4.072502,39.658704,25/06/2024,Fire,Medium,66.4,Material carry history court arm kind animal health city per.,,10.3,Under Investigation
INC-03282,SITE-005,0.54083,35.280013,2025-10-09, Leak,Medium,84.4,Some hospital significant common movie beat partner ago.,Valve Failure,1.5,Under Investigation
INC-05408,SITE-006,0.021646,35.433109,02-Dec-2024,Leak,High,61.4,Body hard team realize.,,3.6,Closed
INC-02211,SITE-002,-4.060874,39.650388,2025-12-26,Leak,Low,86.1,Among onto grow to a really person forget.,Valve Failure,7.6,Open
INC-00204,SITE-004,-0.27804,36.06068,2025-02-04,,Medium,85.3,Truth down stuff ever find difference leader maybe nature finish go.,Third-party Damage,2.1,Open
INC-01283,SITE-007,-0.119973,34.774482,2025-12-19,Near Miss,Medium,73.4,Practice report outside change that American language fund federal character certain where enjoy.,Operator Error,13.4,Closed
INC-04495,SITE-006,0.014978,35.464331,2026-06-06,Spill,Critical,57.2,Later least bar our official write without black pull short unit total herself.,,6.6,Under Investigation
INC-05852,SITE-006,0.067843,35.437672,2024-02-05,Leak,Medium,76.3,Test evening ahead some security man skill wish here defense direction face main world sense site.,Third-party Damage,5.9,Under Investigation
INC-05727,SITE-001,-1.318395,36.798639,10/23/2023,Equipment Failure,Critical,41.4,Region make call yes ten various should show usually choice anyone natural.,Sensor Malfunction,2.5,Open
INC-00166,SITE-002,-4.075133,39.645936,2025-04-28,Equipment Failure,Medium,90.1,Guy activity argue training name you protect in together partner remain.,Sensor Malfunction,21.5,Open
INC-01289,SITE-003,-2.276798,37.86997,2025-02-20,LEAK,Critical,46.1,Chair interview himself any week writer everyone prove care generation build put person.,Operator Error,2.1,Under Investigation
INC-05190,SITE-005,0.496259,35.245559,2024-02-24,Near Miss,Low,93.7,Stock process record make politics we money staff official become safe within whose happy despite my.,Material Fatigue,9.8,Under Investigation
INC-01293,SITE-003,-2.300187,37.824506,2024-05-13,Leak,High,53.5,Term politics allow series guess its serious seek feel nearly rather purpose class Democrat fine night difference.,Sensor Malfunction,6.3,Closed
INC-05869,SITE-001,-1.271095,36.849693,2023-12-23,Leak,High,74.2,Behind right reduce scientist bit case establish sit example animal catch imagine.,Material Fatigue,18.8,Open
INC-02206,SITE-002,-4.071702,39.70057,2024-01-25T00:00:00Z,Equipment Failure,Medium,-0.5,Response challenge will last still day detail feeling space skin space change raise Democrat war.,Third-party Damage,4.7,Closed
INC-05830,SITE-004,-0.320345,36.068559,2023-11-12,LEAK,High,63.3,Matter cell eat film.,Operator Error,12.8,Under Investigation
INC-00824,SITE-001,-1.268453,36.85122,2025-05-24,Equipment  Failure,Low,-0.5,Star thought without maintain evening over kitchen already seat visit yourself trade apply almost put line.,,8.4,Open
INC-00167,SITE-003,-2.26267,37.875241,2025-02-22,Spill,Low,81.4,Edge new opportunity generation middle like.,Corrosion,13.2,Under Investigation
INC-04879,SITE-003,-2.279465,37.827187,2025-06-25,Leak,Medium,56.1,Decision check miss summer forward soldier outside performance off benefit care though research research.,Valve Failure,6.2,Closed
INC-04137,SITE-003,-2.263274,37.857754,2026-04-13,,Critical,47.4,Southern without later because ahead go out all let eye major crime politics war production town economy decide kitchen.,Material Fatigue,5.0,Open
INC-01598,SITE-005,0.50588,35.292458,2025-09-28,Leak,Low,82.0,Hospital on each treatment difficult care author leave rule stop majority example ball.,Valve Failure,7.4,Open
INC-03903,SITE-001,-1.277901,36.849303,2025-07-18,Spill,Medium,66.4,Garden provide green reduce research benefit trade finish that up morning.,,7.7,Under Investigation
INC-00797,SITE-006,0.031111,35.43452,2025-12-22,Leak,Critical,49.1,Lot off leader air traditional.,,2.0,Closed
INC-00718,SITE-002,-4.025836,39.703471,2026-08-18,Near Miss,High,150.0,Bring suffer practice available as color office with travel relationship education vote continue perhaps heart trip.,Material Fatigue,4.9,Under Investigation
INC-01548,SITE-007,-0.114809,34.774641,24-May-2025,Leak,Medium,70.6,Far alone process help effect none my lot imagine time their tough cell east performance.,,14.7,Under Investigation
INC-05157,SITE-003,-2.313747,37.828841,2026-03-05,Spill,Critical,62.5,Position phone prove produce hit thank back summer young claim boy allow scene walk million quite.,Operator Error,2.7,Under Investigation
INC-00230,SITE-002,-4.062147,39.696191,2026-05-02,Near Miss,Medium,78.0,Father fall ground watch whose model.,Material Fatigue,7.6,Open
INC-04554,SITE-003,-2.277899,37.832227,2026-03-30,Fire,Low,77.0,Low how economic create seven sing available pressure power actually argue hair.,,8.3,Open
INC-01103,SITE-007,-0.079731,34.749435,2024-04-15,Near Miss,High,61.8,Remember miss understand resource manage answer themselves how letter product mouth look million list.,Operator Error,15.5,Open
INC-04166,SITE-003,-2.319231,37.872882,2026-06-18,Fire,Low,90.1,Administration oil something onto occur entire response surface media check item one that ball trip late allow indicate probably half.,Sensor Malfunction,8.1,Under Investigation
INC-02306,SITE-001,-1.271241,36.839498,2026-03-13,Fire,High,72.3,Book happy despite spend cup.,Valve Failure,10.4,Open
INC-03684,SITE-004,-0.328824,36.099355,2024-01-05,Near Miss,Medium ,76.7,Ask hair position democratic husband exist production must.,Corrosion,4.2,Open
INC-01707,SITE-006,0.065823,35.469585,2026-04-02,Near Miss,Critical,28.7,Son discussion office public imagine military see.,Operator Error,8.3,Under Investigation
INC-04747,SITE-001,-1.321921,36.838276,2024-01-13,Equipment Failure,Medium,80.4,These sea fish much state across if fire activity degree design threat sister same best fly teach range.,Third-party Damage,12.6,Open
INC-01520,SITE-001,-1.321001,36.811597,2024-04-19,Equipment Failure,Critical,66.1,American wish after artist score fly how Mr raise also early religious side painting TV.,Operator Error,4.6,Open
INC-05638,SITE-003,-2.268148,37.858953,2024-06-22,Spill,Low,91.2,Surface with generation five treatment right week hair.,Material Fatigue,13.8,Closed
INC-03944,SITE-002,-4.072342,39.690237,2023-11-25,Leak,Medium,74.0,Form give western detail hit.,Corrosion,17.8,Under Investigation
INC-05676,SITE-006,0.061534,35.427484,2026-05-07T00:00:00Z,Spill,High,61.2,Particularly hear president hand open without likely cold.,Operator Error,9.0,Closed
INC-00849,SITE-005,0.48998,35.284995,2024-01-03,Spill,low ,88.6,Race right skill enjoy against.,Operator Error,12.7,Closed
INC-01626,SITE-004,-0.316053,36.106204,2023-10-01,Equipment Failure,High,71.1,Throw follow seek Mrs then hotel.,Material Fatigue,11.1,Closed
INC-01699,SITE-004,-0.278689,36.054971,2025-04-26,Spill,Low,94.6,Easy institution light themselves economic accept itself tell international third.,Operator Error,10.3,Open
INC-02229,SITE-001,-1.26459,36.793135,2024-06-29,Spill,Medium ,86.2,Media school rock look.,,18.8,Under Investigation
INC-03000,SITE-005,0.496104,35.240052,2026-08-28,Leak,Medium,78.7,Green toward community such sell morning stuff.,,2.9,Open
INC-02908,SITE-007,-0.090926,34.737126,2025-10-07,Leak,Low,96.3,Without enter where half ago.,,2.4,Under Investigation
INC-03187,SITE-003,-2.272816,37.857814,2025-01-23,Leak,High,67.1,Government today about treatment history.,Third-party Damage,12.9,Under Investigation
INC-05197,SITE-004,-0.28257,36.100737,2024-03-11,Equipment Failure,High,115.7,Employee might nature fall bill daughter stand scene woman list future purpose.,Material Fatigue,10.2,Closed
INC-02131,SITE-003,-2.273037,37.82962,2024-01-28,Leak,Medium,72.9,Accept too major appear large senior those age left least.,Third-party Damage,4.1,Under Investigation
INC-05300,SITE-001,-1.268191,36.835391,2026-03-21,Spill,Low,93.8,Month case whole begin learn writer production instead form believe carry remain.,Corrosion,12.7,Closed
INC-02510,SITE-002,-4.06178,39.700754,2026-06-16,Spill,Medium,86.3,Apply rest behind run style let cultural.,Sensor Malfunction,5.2,Open
INC-03584,SITE-005,0.538841,35.252666,2023-08-31,Near Miss,Low,70.0,Project start such so figure.,Third-party Damage,27.2,Closed
INC-01580,SITE-004,-0.290222,36.06529,2026-03-17,Near Miss,low ,84.3,Agency make responsibility traditional quickly plant offer itself activity official.,Valve Failure,4.8,Open
INC-03225,SITE-003,-2.314922,37.857088,2024-12-03,Spill,Critical,52.3,Blue professor similar fire condition somebody herself information eye military attorney member.,Material Fatigue,3.9,Open
INC-04336,SITE-007,-0.131321,34.742724,2024-09-25,Leak,Low,93.0,Leader per eye find upon north.,Valve Failure,5.7,Under Investigation
INC-04036,SITE-003,-2.277178,37.817717,2026-01-13,Near Miss,Medium,76.1,Food left discussion generation think agree.,Operator Error,21.7,Open
INC-01052,SITE-003,-2.30688,37.823417,2026-01-18,Spill,Medium,83.8,Add couple magazine away health they join.,Material Fatigue,2.9,Open
INC-05596,SITE-002,-4.034879,39.686411,2024-03-23,Near Miss,High,44.1,These doctor capital sound left officer.,Third-party Damage,5.6,Under Investigation
INC-03280,SITE-006,0.063947,35.476947,2026-04-24,Leak,,65.8,Perform third challenge help on you guy much hospital exist.,Third-party Damage,13.9,Open
INC-01074,SITE-005,0.498526,35.238966,2025-01-02,Equipment Failure,Medium,87.0,Admit late outside occur thing ball each pattern statement ten.,Material Fatigue,1.5,Open
INC-04219,SITE-004,-0.314776,36.092554,25/09/2025,Near Miss,Medium,85.5,Conference case until throughout however analysis voice station board memory culture realize mention debate.,Material Fatigue,20.1,Open
INC-05547,SITE-003,-2.268254,37.864886,2025-04-28,Leak,Medium,74.2,No thousand forget build boy list total.,Corrosion,7.5,Closed
INC-05351,SITE-003,-2.266067,37.873584,2025-04-06,Fire,Critical,40.8,Street civil lead recent between act cover agency.,Sensor Malfunction,7.8,Closed
INC-01743,SITE-006,0.065546,35.477179,2023-11-19T00:00:00Z,Fire,High,66.2,Coach continue detail especially out later.,Material Fatigue,1.1,Under Investigation
INC-03921,SITE-004,-0.325779,36.093963,2025-01-25,Equipment  Failure,Low,115.7,Participant commercial fire simple country tonight thing out use subject recognize forward item.,Sensor Malfunction,1.1,Under Investigation
INC-02178,SITE-001,-1.311286,36.799079,2025-09-28,Fire,Critical,40.7,Save star ago room pull TV money girl take strong know author.,Valve Failure,21.6,Closed
INC-03268,SITE-003,-2.314808,37.818218,15-May-2024,Fire,High,61.8,Inside administration miss can employee watch particularly less every between office likely dinner energy themselves agent great team could.,Material Fatigue,11.2,Under Investigation
INC-01771,SITE-001,-1.274073,36.797705,2024-02-03,Spill,Medium,73.2,Modern total indicate paper step experience example thus new.,Operator Error,4.8,Closed
INC-02628,SITE-002,-4.025314,39.662541,2026-07-04,Leak,Medium,63.1,Good seem now put great whatever girl conference across buy join somebody lay.,Third-party Damage,4.9,Under Investigation
INC-05553,SITE-004,-0.275384,36.050311,2024-03-11,equipment failure,Medium,65.8,Suddenly well today culture establish ago she.,Corrosion,9.2,Open
INC-01244,SITE-003,-2.304955,37.872372,2026-03-12,Near Miss,Medium,61.9,Strategy common fine improve international government chair build lawyer sure evidence go unit our build.,Corrosion,11.5,Closed
INC-05887,SITE-006,0.0282,35.471129,16/07/2024,Leak,High,73.3,Each medical quickly small executive state point industry money later know suddenly debate those analysis whose ago.,Third-party Damage,7.0,Open
INC-03177,SITE-005,0.498468,35.279456,2025-07-17,Minor Spill,,74.9,Pretty clear apply time happy drug run same morning structure public clear eye after catch cause.,Third-party Damage,12.9,Under Investigation
INC-02672,SITE-005,0.527822,35.239071,2023-11-08,Near Miss,Low,79.3,Address true task ok compare side test food free add morning cover serve nice increase reveal this charge.,Corrosion,6.1,Under Investigation
INC-05595,SITE-007,-0.121851,34.748725,2024-03-18,EQUIPMENT FAILURE,Critical,74.6,Others trouble back need standard how young.,Operator Error,7.2,Closed
INC-00423,SITE-006,0.023587,35.469748,2024-03-29,Spill, High,58.8,Sister tree wear up at ago.,Valve Failure,5.3,Closed
INC-02624,SITE-006,0.064693,35.465887,2025-06-02,Near  Miss,High,66.9,Religious middle recently everybody doctor wide father start woman Republican theory.,,3.4,Open
INC-02712,SITE-007,-0.129924,34.748171,2025-12-19,Near Miss,High,52.8,All worker about drug agent owner inside understand have month far million particularly beautiful board hand late public responsibility civil.,Corrosion,13.9,Closed
INC-01434,SITE-007,-0.123566,34.744566,2025-05-14,Equipment Failure,Low,85.6,Suffer able occur near responsibility all receive generation support dinner relate your.,Material Fatigue,16.1,Open
INC-05057,SITE-001,-1.264544,36.809531,2026-06-29,Near Miss,Low,90.8,Challenge among cost life nation business visit treat author fill bill section ago after medical leg.,Operator Error,4.9,Closed
INC-04938,SITE-001,-1.309821,36.806457,2023-08-19,Spill,Medium,66.9,Learn experience along task close this bank actually.,Corrosion,6.4,Open
INC-02275,SITE-006,0.066674,35.438661,2024-10-15,Spill,High,60.8,Sister not practice fear cover serious tax probably station cold radio wall wrong direction left century.,,11.8,Closed
INC-03396,SITE-003,-2.308593,37.870424,2024-12-03,Leak,High,65.8,Discuss fire source so wonder develop four team writer chair wide effort less view while hot.,Operator Error,13.2,Under Investigation
INC-03314,SITE-006,0.024141,35.461757,2025-03-04,Near Miss,Critical,45.0,Son system need into teacher fire region we surface listen interest.,Third-party Damage,6.2,Closed
INC-05861,SITE-004,-0.320854,36.095931,2026-07-14,Spill,Medium,68.2,Minute represent woman old sense through official discover until building listen bank season soon.,Valve Failure,14.2,Open
INC-01867,SITE-005,0.48811,35.251326,2024-02-04,Equipment Failure,Low,93.3,Painting strategy to low describe result score course which.,Valve Failure,1.3,Under Investigation
INC-03790,SITE-006,0.025054,35.430293,2026-04-01,Spill,High,60.6,Employee provide near huge outside party.,,20.2,Closed
INC-00465,SITE-007,-0.131594,34.740128,2026-04-30,Fire,Medium,70.8,After fine play human determine political worker establish cup clearly heavy floor.,Valve Failure,5.8,Under Investigation
INC-03904,SITE-005,0.54122,35.286715,2025-03-07,Spill,Medium,76.8,Course visit point outside matter reduce increase glass certainly follow behind school discussion where group.,Material Fatigue,8.1,Open
INC-02067,SITE-004,-0.321386,36.065461,2024-03-30,Fire,,73.8,As single enjoy into only there someone sort evidence wish forward.,Corrosion,4.5,Open
INC-02588,SITE-004,-0.288894,36.105365,2023-10-08,Equipment Failure,Med,85.5,Place through position church letter.,Third-party Damage,7.9,Open
INC-05642,SITE-003,-2.319124,37.859823,2025-06-23,Leak,Medium,85.3,Model training save end crime factor much right.,Corrosion,2.5,Open
INC-01666,SITE-002,-4.036447,39.656242,2023-12-29,Spill,Medium,75.0,Reach unit support everything.,Third-party Damage,3.8,Open
INC-02641,SITE-003,-2.269597,37.83569,2024-06-06,Leak,High,55.5,Sometimes heavy resource camera arrive pass art week history lose.,Operator Error,7.6,Closed
INC-01189,SITE-001,-1.317429,36.798679,2026-04-07,Spill,Low,78.8,See our may wear field.,,8.9,Under Investigation
INC-03889,SITE-003,-2.271514,37.824524,2023-10-10,Spill,High,55.8,On new police forward though nice laugh agency person.,Third-party Damage,3.0,Closed
INC-02246,SITE-003,-2.31145,37.864762,2026-04-06,Leak,Low,99.0,Be window yes size campaign past.,Operator Error,8.7,Under Investigation
INC-00387,SITE-002,-4.019533,39.661525,23-Jul-2023,Near Miss,Low,77.3,Whole address stop with worry your develop wear wide physical treatment consider I eye.,Operator Error,4.8,Open
INC-02919,SITE-002,-4.035943,39.701147,2025-07-09,SPILL,Medium,84.5,Leader cultural audience term area around woman box fast step pressure she actually.,Corrosion,5.5,Under Investigation
INC-01343,SITE-003,-2.262277,37.868151,2025-09-29,Near Miss,High,59.2,Manage catch voice strong knowledge by compare usually main stand number part teacher.,,9.1,Closed
INC-05458,SITE-004,-0.323078,36.090886,2024-02-03,Spill,High,59.9,Season free star challenge even off reduce race challenge.,Material Fatigue,2.6,Closed
INC-02789,SITE-003,-2.301032,37.818221,2023-10-30,Equipment Failure,Medium,62.5,Foot late onto herself what star finally be baby be movie issue modern political.,Third-party Damage,10.7,Closed
INC-06000,SITE-003,-2.270326,37.858809,2025-07-19,Leak,High,72.9,Or office make audience huge.,,10.8,Open
INC-00354,SITE-006,0.065442,35.433289,2025-07-15,LEAK,Critical,51.4,Yes year mission clear growth people not occur.,Third-party Damage,1.4,Open
INC-02684,SITE-005,0.504637,35.284359,2024-11-23,Fire,High,54.0,Finish enjoy take beat as doctor home six rich leg describe few education standard before rise a.,,12.7,Open
INC-00599,SITE-001,-1.280077,36.802007,2024-05-10,Equipment Failure,Low,100.0,Message opportunity alone wish off air property marriage get ago because product take capital across service interview.,,9.0,Open
INC-04918,SITE-001,-1.312674,36.809738,2025-01-19,Equipment Failure,Critical,32.6,Identify table everything ago compare half vote movie at leader.,Third-party Damage,7.4,Closed
INC-06064,SITE-007,-0.128927,34.749292,2026-08-05,Leak,Low,76.9,Similar very old list expert television modern meet form here.,,1.0,Closed
INC-00959,SITE-003,-2.304536,37.871506,2024-03-27,Leak,Medium,66.7,Full whatever paper discuss through final position edge.,Operator Error,15.2,Open
INC-00875,SITE-002,-4.063547,39.660084,21/12/2025,Spill,Medium,81.1,Word country late memory including visit.,Material Fatigue,12.6,Open
INC-03190,SITE-001,-1.275609,36.846084,2024-09-15,Equipment Failure,Med,71.0,Certainly until station even matter.,Sensor Malfunction,10.2,Under Investigation
INC-05799,SITE-003,-2.275206,37.865078,2024-04-17,Spill,Critical,61.3,Loss great once skill factor last body challenge what your station special yourself marriage involve share move.,Operator Error,3.2,Open
INC-04919,SITE-005,0.495679,35.24764,2026-06-13,Fire,Low,83.7,Ball traditional analysis recently happy partner.,Third-party Damage,5.5,Under Investigation
INC-03260,SITE-006,0.070853,35.472038,2024-04-22,Near Miss,High,44.5,Set rock tough reach form marriage.,Material Fatigue,7.6,Closed
INC-00920,SITE-006,0.05743,35.428505,2025-07-31,Equipment Failure, medium,86.5,International well especially wait listen grow hour room class next.,Operator Error,7.4,Under Investigation
INC-00066,SITE-006,0.023547,35.479563,2026-07-12,Leak,Medium,83.8,Tell their skin economic color sure rise just then daughter player strategy from official economic remember event.,Third-party Damage,0.5,Open
INC-04858,SITE-005,0.532461,35.257973,2024-06-22,Near Miss,High,58.9,Memory energy owner take owner according garden husband use civil job laugh decide party.,Sensor Malfunction,25.9,Under Investigation
INC-01431,SITE-003,-2.266708,37.835061,2026-07-01,Minor Spill,,52.9,Close start center no special interview television who system walk among maybe me never despite save cut give note talk.,Valve Failure,2.2,Open
INC-00806,SITE-003,-2.317707,37.820125,2025-07-14,,Medium,68.9,Economy nation identify hold result food moment thousand claim billion source better stand control country.,Corrosion,5.4,Open
INC-02020,SITE-006,0.023247,35.472111,2026-04-19,Spill,critical,45.0,Serve entire agreement all company.,Material Fatigue,15.1,Open
INC-00369,SITE-006,0.028914,35.437946,2024-02-16,,Critical,37.8,Learn moment choice pass rock want early.,Sensor Malfunction,3.5,Open
INC-04909,SITE-002,-4.019847,39.646547,2026-06-09,Equipment Failure,Critical,52.6,Bill notice ago threat girl name certain cost.,Valve Failure,17.4,Closed
INC-03747,SITE-002,-4.062868,39.654167,2025-11-17,Leak,High,70.5,Sport less happy while after write.,Operator Error,1.3,Closed
INC-00717,SITE-004,-0.275543,36.098671,2025-03-22,Equipment Failure,Medium,62.4,Remember language travel recently history yourself.,Sensor Malfunction,4.9,Under Investigation
INC-05286,SITE-007,-0.089287,34.735747,2025-03-13,,Low,81.1,Cultural wish may rest require order tough try her product floor recent far.,Operator Error,4.7,Open
INC-04534,SITE-003,-2.277111,37.836086,2026-05-31,Leak,Medium,69.7,Around live political visit.,,6.0,Under Investigation
INC-04093,SITE-006,0.024383,35.433523,2026-07-30,Equipment Failure,Critical,45.7,Spend speak actually brother Republican green person alone.,Sensor Malfunction,6.7,Closed
INC-02473,SITE-001,-1.275271,36.849134,2024-08-11, fire,Low,100.0,Middle treat may voice blood front kid herself road.,Third-party Damage,6.6,Under Investigation
INC-01437,SITE-006,0.069312,35.429454,29-Dec-2023,Spill,High,53.8,Suggest threat international money determine me option agent.,Third-party Damage,2.4,Under Investigation
INC-05144,SITE-002,-4.062872,39.663813,2025-07-27,Fire,Medium,75.3,Baby drop finish one improve economy your thought trouble physical rather entire heavy.,Valve Failure,16.0,Under Investigation
INC-01676,SITE-007,-0.121232,34.73692,06/04/2025,Near Miss,Critical,35.0,Much commercial low response student.,Valve Failure,3.6,Open
INC-04841,SITE-004,-0.281323,36.059054,2023-10-29,Fire ,Medium,69.6,Technology to civil physical but across make kitchen citizen north.,Corrosion,4.5,Closed
INC-06044,SITE-002,-4.021495,39.663686,2024-05-14,NEAR MISS,Low,88.6,Medical why need value fast commercial party option time activity break.,Material Fatigue,2.6,Open
INC-00595,SITE-003,-2.310937,37.871771,2024-09-08,Fire,Medium,83.7,Week small lot away worker enjoy last.,Corrosion,20.2,Open
INC-05790,SITE-002,-4.064038,39.694194,2026-03-13,Near Miss,High,56.6,Top peace quality section agreement thus likely hold.,Material Fatigue,5.3,Under Investigation
INC-01381,SITE-006,0.055071,35.469589,2023-10-30,Fire,Critical,65.4,Attention far hand strategy actually analysis fish.,Sensor Malfunction,1.4,Open
INC-02897,SITE-003,-2.267407,37.857627,2025-04-21,Leak,High,69.2,Ago civil not model PM new same spend leg.,Valve Failure,15.4,Open
INC-03968,SITE-001,-1.302135,36.847529,28-Nov-2025,Leak,Critical,49.6,Field garden action artist forward term may bank bank sport use he.,Valve Failure,7.7,Under Investigation
INC-03564,SITE-006,0.016884,35.471735,2025-12-05,Spill,Medium,65.7,Tax these sea price avoid allow woman become.,Valve Failure,6.5,Open
INC-01097,SITE-003,-2.314987,37.862783,2025-04-14,Fire,High,47.6,American create job administration purpose white after paper feeling claim summer live relate.,Third-party Damage,9.8,Closed
INC-03157,SITE-007,-0.129486,34.78295,2026-07-21,Leak,Critical,60.5,All woman deep why detail life week teacher serious many Republican entire western religious.,Material Fatigue,11.0,Open
INC-02114,SITE-001,-1.267521,36.803064,2024-08-06,Fire,High,62.0,Read particular box hard manager person only everything point usually car bed room move win affect herself determine radio space food.,Corrosion,14.9,Closed
INC-00771,SITE-002,-4.021788,39.654965,2024-07-09,Oil Leak,Low,95.6,Away movement our Congress technology general field idea plan son hour win.,Sensor Malfunction,5.5,Open
INC-05822,SITE-004,-0.292843,36.092701,29/08/2023,Equipment Failure,High,44.2,Financial east practice relationship adult different watch that.,Third-party Damage,24.7,Closed
INC-03028,SITE-005,0.528345,35.25335,2025-12-03,Leak,Low,92.4,Occur become discover not career.,Valve Failure,8.8,Open
INC-03020,SITE-003,-2.312704,37.819527,2024-04-12,Leak,Critical,50.1,Speech low today cover visit board item mind lot market more.,Material Fatigue,8.0,Under Investigation
INC-00569,SITE-001,-1.317173,36.833449,2024-12-28,near miss,Critical,38.7,Even though sound mean without fly bit red admit police under already her edge read establish.,Third-party Damage,5.4,Open
INC-02510,SITE-002,-4.06178,39.700754,2026-06-16,Spill,Medium,86.3,Apply rest behind run style let cultural.,Sensor Malfunction,5.2,Open
INC-05406,SITE-001,-1.307889,36.80021,2024-06-17,Near Miss,Medium,67.3,Price wear political young activity.,Material Fatigue,3.3,Closed
INC-01341,SITE-006,0.064287,35.480278,2026-02-05,Minor Spill,Critical,67.4,End work always remember up nothing from never success able drug southern six until term miss that quality act.,Corrosion,11.0,Closed
INC-01185,SITE-006,0.061541,35.430096,2025-09-26,Near Miss,High,62.3,Level art father size trade get compare cut go.,Third-party Damage,2.4,Under Investigation
INC-02843,SITE-002,-4.023689,39.644397,2026-04-29,Leak,Medium,89.7,Process top moment threat red trip billion fight.,Sensor Malfunction,4.0,Under Investigation
INC-01642,SITE-003,-2.264526,37.825215,2025-06-04,Leak,HIGH,63.6,Drug plant improve member spring positive friend me source medical cultural specific above until town one himself affect bar.,Corrosion,11.2,Under Investigation
INC-04569,SITE-006,0.056732,35.435074,2023-09-15,Spill,High,59.5,Else a prepare we guess happen employee rise way produce today good do yeah property agree minute short.,Operator Error,8.4,Closed
INC-05831,SITE-002,-4.031555,39.700744,2026-02-14,Leak,Medium,84.5,Provide assume amount plan discuss.,Corrosion,3.1,Under Investigation
INC-05672,SITE-006,0.055934,35.46231,2023-11-18,Leak,HIGH,55.0,Move across long drug computer focus lose media.,Third-party Damage,13.5,Under Investigation
INC-04904,SITE-002,-4.068819,39.650521,23/05/2024,Near Miss,High,50.6,Discussion trouble red not art light wife police.,Valve Failure,9.4,Under Investigation
INC-01881,SITE-005,0.492161,35.250127,2026-04-12,Leak,Low,86.5,Able work girl bar within south image floor lead painting.,Operator Error,3.5,Closed
INC-01512,SITE-003,-2.303138,37.822546,15-Feb-2024,Leak,Critical,61.2,Career tend eye wear news organization manage occur.,,5.1,Open
INC-04146,SITE-005,0.505797,35.282486,22/02/2024,Leak,Medium,73.2,Own difficult this soldier low staff letter PM sound suddenly even go act after rest.,Corrosion,1.1,Closed
INC-00374,SITE-007,-0.12323,34.790123,2024-02-06,Spill,Low,90.8,Current American family gas her outside generation.,Corrosion,7.7,Open
INC-03573,SITE-003,-2.266113,37.873372,2026-01-24,Leak,low,89.4,Dinner under process sing law increase.,Valve Failure,5.6,Open
INC-02239,SITE-004,-0.285299,36.067584,2023-08-10,Leak,Medium,150.0,Paper size there attack total computer surface appear.,Corrosion,6.4,Closed
INC-05433,SITE-005,0.488649,35.29262,2025-09-06,Fire,Medium,83.4,Against feel picture actually may control area first party guess become role section main senior anyone pass health hot company.,Valve Failure,10.4,Open
INC-04856,SITE-003,-2.27821,37.875442,2024-10-05,Spill,High,45.0,Effort outside enter program require plan wide.,Operator Error,9.4,Open
