audit_id,site,inspection_date,closed_date,compliance_score,finding_category,findings_detail,corrective_action,auditor,status
AUD-01678,SITE-001,2026-06-30,,81.3,Containment Integrity,Traditional early consumer get happy.,Player continue professional no.,Glenda Nelson,In Progress
AUD-02521,SITE-006,2026-04-22,,69.1,Personnel Training,Sit operation ball manager item pick become from position.,Morning head subject hair should red heart.,Alyssa Nunez,Open
AUD-02925,SITE-004,2025-05-04,,86.8,Environmental Monitoring,Magazine individual put learn hour could kind common plant successful several yeah nearly Democrat specific public manage happy appear local law picture sound.,,Daniel Ward,Open
AUD-01255,SITE-006,2024-09-19,,75.0,Documentation,Including lawyer make week its Republican over oil data dinner bed probably.,Just true party concern board out red but.,Laura Anderson,Open
AUD-01918,SITE-001,2025-08-07,2025-09-02T00:00:00Z,82.3,Containment Integrity,His unit into close administration it remember very husband computer response.,Knowledge training moment someone about evening medical.,Michael Ball,Closed
AUD-02518,SITE-005,2025-08-31,2025-09-12,60.3,Documentation,Individual service discussion get either subject treatment husband fire almost board until.,,Cameron Willis,Closed
AUD-01958,SITE-002,2025-05-09,2025-06-06,85.3,Leak Detection,Agency care because form bill real hospital mind man clear fill guy change only.,,Kelsey Whitehead DDS,Closed
AUD-00448,SITE-007,2025-07-06T00:00:00Z,2025-07-29,83.7,Environmental Monitoring,Score identify evening sound claim must life large college.,,Felicia Hines,Closed
AUD-01448,SITE-006,2026-05-17,2026-07-27,62.1,Personnel Training,Rule wait lead change school sure college and resource herself never here go certain college south health vote office.,,Martha Ayers,Closed
AUD-02204,SITE-001,2024-09-10,2024-09-26,74.6,Safety Equipment,Under simply field care news theory red both position than imagine single table security attack direction best item.,War conference power two minute later measure then across bar increase computer all these.,Lauren Fields,Closed
AUD-00779,SITE-004,05/22/2024,2024-06-04,78.9,Environmental Monitoring,Also art happen blue seek recognize support hear government item buy someone trial nation yourself step condition goal professor form how positive player.,Animal of fill say seem style mean agreement much.,Jessica Smith,Closed
AUD-00213,SITE-002,2024-02-11,2024-02-26,69.7,Documentation,Assume determine pay example information order live source heart group.,,Donna Rogers,Closed
AUD-00696,SITE-007,2024-12-20,2025-01-09,82.0,Environmental Monitoring,Foot stand drop position I particular heart.,Major various stage mother carry or lead leave.,Patrick Jones,Closed
AUD-01634,SITE-003,2025-09-10,2025-11-30,51.2,Maintenance Backlog,Federal ago evening oil account many institution course yeah.,Current make edge gun idea anything base.,Thomas Rhodes,Closed
AUD-00337,SITE-004,2025-12-01,,70.6,Personnel Training,Exactly mention structure role picture decision prove old program arrive image kitchen force story together.,,Amanda Bell,In Progress
AUD-00514,SITE-004,2025-02-07T00:00:00Z,2025-02-16,83.0,Documentation,Behind spring position including answer woman score throw quickly between.,,John Garner,Closed
AUD-00138,SITE-002,2026-02-17,2026-03-10,81.0,Containment Integrity,Senior family way word forget rest society blood century determine.,Shoulder fast reduce ability agree PM.,Cynthia Morris,Closed
AUD-01928,SITE-006,2025-01-30,2025-01-05,66.3,Containment Integrity,Someone treat generation between wonder marriage mouth bad production would low green necessary contain me government by the Mr power.,,Alan Newman,Closed
AUD-01858,SITE-002,2025-03-24,2025-04-18,98.3,Personnel Training,Experience beyond old western talk collection series Republican option.,Fine what without expect find scientist inside hair compare site.,Deborah Allen,Closed
AUD-01562,SITE-006,2024-06-19,2024-08-07,55.7,Environmental Monitoring,Author individual start alone deal test practice short trip improve wish.,Surface their authority those over choice heavy future ready anyone six health interview point.,Jacob Noble,Closed
AUD-00561,SITE-005,2024-04-26,,77.2,Personnel Training,Money challenge throw lawyer person study million pass position service experience technology yeah join.,,Nichole Jackson,In Progress
AUD-01535,SITE-001,24-Apr-2025,04/05/2025,87.6,Documentation,Camera indicate enter near bad threat now lay fast window check full group community exist realize effort measure rate scene sort two nice here surface choice among.,Artist rate including general organization fish talk dinner life fall now kid game.,Amanda Gallagher,Closed
AUD-02022,SITE-006,27/05/2026,,83.9,Safety Equipment,Produce strong style natural part last easy day similar become sort manage we door.,,Alex Williams,In Progress
AUD-02818,SITE-002,2025-07-13,2025-07-26,79.6,Containment Integrity,Bit must ground law member beat go hope area goal rule subject.,,Anna Jenkins,Closed
AUD-02439,SITE-006,2026-01-14,,39.5,Leak Detection,Home do her religious hospital language east citizen bit audience material style.,Ten thus official administration car state yeah and either situation charge while particularly.,Joshua Preston,Open
AUD-01612,SITE-003,2024-08-17T00:00:00Z,,80.9,Containment Integrity,Live ahead animal no conference force his six series put theory work food else someone phone until back today decade star Mr.,Trouble interview purpose best herself rich sister eye role marriage.,Michele Gilmore,Open
AUD-02794,SITE-007,2026-06-05,2026-06-16,72.6,Emergency Response,Cup accept scientist ahead character land rich past third language draw task your research fly.,Carry major mean might blood billion second big child factor matter have particularly.,Mrs. Kylie Gomez,Closed
AUD-02217,SITE-003,2025-09-30,,60.4,Personnel Training,Walk car have help approach argue leader writer contain few color student short paper determine skin state television too.,Several within hospital quite against southern theory.,Amber Baker,In Progress
AUD-01570,SITE-005,2024-08-09,2024-08-15,84.5,Containment Integrity,Enjoy quickly occur beat material candidate cost put especially success laugh two stay.,Inside little during until class before director store under public itself area treat film cultural.,Sarah Miranda,Closed
AUD-01224,SITE-002,2024-11-30T00:00:00Z,2024-12-15,100.0,Emergency Response,Lead produce beyond official evidence particularly evening meet.,,Jack Flores,Closed
AUD-00284,SITE-002,10/05/2026,2026-05-20,94.3,Containment Integrity,Voice security east effect responsibility agreement capital different tonight.,,Rachel Johnson,Closed
AUD-00818,SITE-007,2025-09-24,2025-09-29,81.7,Personnel Training,Sort million situation market keep again five respond keep per federal country executive boy cut appear statement not bed expert.,They allow several can claim piece vote.,Christopher Brown,Closed
AUD-00605,SITE-005,2024-07-21,2024-08-17,71.1,Environmental Monitoring,Then teacher way religious man open continue police able player that size.,Sense these provide avoid writer director even financial produce.,Brady Jenkins,Closed
AUD-02736,SITE-006,2025-11-23,,68.0,Safety Equipment,Get lay meeting election raise treatment five yet stock memory sometimes police strategy important themselves fight forget require while staff scene.,Finish animal employee blue anyone would occur citizen author foot listen evening administration performance.,Bradley Costa,In Progress
AUD-02523,SITE-001,2025-09-01,2025-09-27,93.0,Leak Detection,Down attorney where age story continue.,Important relate man keep moment drive level good live teach often build.,Kristina Griffin,Closed
AUD-02045,SITE-003,2024-05-15,,65.2,Documentation,Memory available administration through increase policy deal level strategy rich call person.,Compare wonder quickly party learn stand center of.,Blake Rivera,Open
AUD-00036,SITE-002,01/08/2024,,90.9,Maintenance Backlog,Report financial service eye difficult whatever couple within real increase majority design significant star side certainly.,Even mean require media range.,Sarah Castro,In Progress
AUD-01739,SITE-005,2025-09-30,2025-10-27,87.3,Documentation,Opportunity agreement whose modern pattern partner court artist require data.,Pull consumer and painting television fall.,Carrie Jimenez,Closed
AUD-01974,SITE-002,2025-01-11,2025-02-06,87.5,Containment Integrity,Time dream board perhaps specific support tree music organization laugh despite form technology training us impact.,Two opportunity treatment agent lot unit exist.,Shane Chan,Closed
AUD-02662,SITE-006,2024-03-27,,39.5,Maintenance Backlog,Through as sound very power after mother subject down drug position hair marriage.,Contain pass actually begin suddenly receive work travel can red memory.,Billy Jones,In Progress
AUD-00428,SITE-003,2025-06-01,2025-07-10,65.8,Personnel Training,Despite say religious require point word industry training language store stage respond establish wall long bar hundred not decision five enter.,,Shane Robertson,Closed
AUD-02413,SITE-002,19-Sep-2025,2025-09-30,88.8,Containment Integrity,Whether affect role soldier institution where member else number with might order level several as green lead protect home animal collection leader return if third hotel.,Person really natural.,Ernest Taylor,Closed
AUD-01191,SITE-006,2025-12-30,,55.0,Safety Equipment,Carry by large free region public attorney door resource dream require push growth trouble beat.,Kind rule day as play message.,Heather Walker,Open
AUD-00537,SITE-003,2024-03-12,,68.6,Safety Equipment,Field campaign race work choice cause matter art film speak cultural find her experience section end southern during.,,Alexis Martinez,In Progress
AUD-01127,SITE-007,2025-06-15,2025-07-04,82.7,Containment Integrity,Floor summer sell those always work with guess artist source animal tax radio see government.,Take ground general stay human cost every require majority only after.,Joseph Cook,Closed
AUD-02147,SITE-006,2024-08-21,,84.3,Personnel Training,Republican side upon cut cost perhaps small radio watch movie imagine give suggest democratic when key.,International force imagine modern son majority leader magazine upon home read quality.,Jonathan Pruitt,In Progress
AUD-00882,SITE-003,2026-01-28,2026-03-08,42.9,Safety Equipment,Decide add mother subject television choose cell effect her detail paper try specific.,,Amanda Williams,Closed
AUD-01279,SITE-006,28-May-2024,,91.8,Maintenance Backlog,Card bag heart parent remember statement party rich material question ready process move include.,Respond plant past dinner second.,Peter Everett,In Progress
AUD-02970,SITE-006,2024-08-01,,28.2,Maintenance Backlog,Where somebody you respond light usually upon start likely organization prove step call return play focus lawyer.,,Daniel Velez,Open
AUD-01122,SITE-007,2025-10-04,2025-10-25,99.5,Environmental Monitoring,Serious size generation heart lawyer pick opportunity such recently with to school present thing today receive across possible cell.,,Anthony Chase,Closed
AUD-01356,SITE-005,2025-12-24,2026-01-03,81.5,Documentation,Member ground third onto much season everybody return training view while administration generation.,Kid fish participant build for.,Jim Carter,Closed
AUD-00783,SITE-002,2024-09-18,,76.4,Emergency Response,At class low near hope key play view thank case key that tax.,Standard day try network as describe.,Megan Ramirez,In Progress
AUD-01883,SITE-007,2025-11-30,12/19/2025,-2.6,Containment Integrity,Provide mention arrive moment to help enjoy feeling then focus together create happen.,Mission care always year bar once development opportunity when region us.,Jim Garcia,Closed
AUD-02783,SITE-002,2026-03-16,2026-03-09,76.8,Emergency Response,Special sell marriage money long city sister anything game as western believe ask gas consider born only power several management rock behavior forward expert message alone.,Seek management build include lay quality court.,Katelyn Collins,Closed
AUD-01278,SITE-001,2026-06-14,,66.1,Safety Equipment,Form design mother thousand sure pay there garden.,Itself look save dream born strong message.,Kristopher Morales,Open
AUD-01639,SITE-002,2024-02-27,2024-03-20,88.0,Personnel Training,Affect class particular with somebody.,Miss event age ground common big mention these.,Michelle Davis,Closed
AUD-00531,SITE-003,2024-12-27,2025-02-19,53.3,Safety Equipment,Somebody word surface stock key book response benefit compare good thank customer situation central face.,Budget to admit wish economy course nearly list get shoulder budget spring finish suggest husband.,Stephen Alvarado,Closed
AUD-01799,SITE-005,2025-07-22,,76.7,Maintenance Backlog,Scene realize remain create out law two him science ability rich serve receive.,Decision central former develop to resource listen central class note.,Cassandra Collins,Open
AUD-01577,SITE-005,2026-03-24,2026-04-09,66.0,Leak Detection,Policy wall away under paper high never expert effect.,Whatever unit no produce behavior fire every.,Nathaniel Simmons,Closed
AUD-01036,SITE-001,12/28/2025,2026-01-26,67.0,Leak Detection,President five best worker item stage person edge interest claim world task ask.,Cut history fire.,Anthony Lowe,Closed
AUD-00435,SITE-006,2025-04-08,,89.3,Leak Detection,Inside lose able have main everyone during day yes walk likely bad what its bill doctor important minute series million.,Poor blue fast rise PM see price.,Mark Taylor,Open
AUD-01460,SITE-003,2024-07-14,,74.7,Maintenance Backlog,Method ball work sure night purpose whom claim hit look capital education cause board herself six line.,His often group camera happy between.,Carlos West,In Progress
AUD-00253,SITE-005,2024-03-02,2024-03-13,85.0,Leak Detection,Create station ok college attention bank water along idea remain onto performance build coach.,,Lisa Schwartz,Closed
AUD-00015,SITE-005,2025-01-13,2025-01-28,83.9,Emergency Response,System herself industry hard decade house sure great cost rise perform behind company short ground fish it.,Everything safe mother either company receive later return feeling manager.,Matthew Wheeler,Closed
AUD-00421,SITE-006,2025-09-18,,76.5,Personnel Training,Government recently cost reach available ahead theory respond establish put technology word strong civil outside reduce ability opportunity.,Information six water answer study few risk Congress push successful summer American up answer word.,Antonio Martin,In Progress
AUD-02636,SITE-002,2024-11-26,,93.1,Safety Equipment,Specific before only although hot walk camera nearly.,,Sherry Craig,In Progress
AUD-00050,SITE-001,2025-01-12,2025-02-03,91.6,Environmental Monitoring,Prepare card be reveal of once week sort change style right establish.,Describe establish wait state special these ever step three simply.,Heather Harris,Closed
AUD-02597,SITE-005,29-Feb-2024,2024-03-10,74.6,Maintenance Backlog,Eight capital interview knowledge student serve top.,Discover election simple federal far across.,Brian Jordan,Closed
AUD-00144,SITE-001,2026-06-22,2026-07-09,98.6,Documentation,Trouble church why decade effort stock boy movement us step.,,Autumn Conway,Closed
AUD-01432,SITE-006,2026-06-18,03/08/2026,66.7,Maintenance Backlog,Just today line use through so speak politics seem three sure allow kitchen officer.,Century expect task lose recognize water more keep purpose and.,Christopher Rios,Closed
AUD-02208,SITE-007,2026-04-09,2026-04-15,88.4,Containment Integrity,Interest person fine final develop realize them from behavior.,,Katie Gray,Closed
AUD-02830,SITE-007,2025-12-27,2026-01-01,93.0,Leak Detection,Measure product every price here general send claim back step hour bit floor end party more goal.,Cultural rise improve out shoulder life.,Kirsten Carney,Closed
AUD-01380,SITE-005,08/25/2025,,84.0,Leak Detection,Political smile home opportunity four cover car property suggest card city.,,Dr. Megan Tucker,Open
AUD-01713,SITE-006,2026-06-25,,37.3,Emergency Response,Appear business family analysis treatment couple he.,Myself rather war into condition us outside rather growth.,Paula Lam,Open
AUD-00151,SITE-003,2025-09-09,2025-11-28,61.8,Leak Detection,Edge both including garden hot late remember interview plan test pass.,,Ryan Greene,Closed
AUD-01421,SITE-002,2025-11-23,01-Dec-2025,93.8,Emergency Response,Most increase back out computer his trouble rise.,Reduce answer seem measure maybe read purpose else note start environmental.,Marilyn Rogers,Closed
AUD-00202,SITE-004,2025-06-26,2025-07-18,92.7,Maintenance Backlog,Play together large husband reach ball majority every organization individual such through available career.,Travel particularly audience five people weight measure.,Ashlee Smith,Closed
AUD-01216,SITE-005,04/09/2026,,77.2,Personnel Training,Piece bank whatever energy into probably care rather audience hand charge.,Data wife claim candidate support model character issue ago.,Kevin Buchanan,Open
AUD-00620,SITE-002,2026-04-20,2026-04-26,82.6,Containment Integrity,Specific maintain popular party environment father trouble news language fast various clearly memory physical environmental prepare price choose whatever people only.,Writer home which father social threat produce.,Stephen Watson,Closed
AUD-01793,SITE-005,2026-02-15,2026-02-24,79.7,Emergency Response,Western power six case five rate story interesting nation process customer bed way ever instead official magazine commercial mother.,Blue show ten rather.,Charles Fuentes MD,Closed
AUD-02406,SITE-007,2025-02-27,,92.8,Leak Detection,Final while thing into if article arrive modern mind safe message author shoulder risk find people goal interview kid better.,Result receive magazine send son eye stuff laugh hard.,Kaitlyn Wilson,Open
AUD-01506,SITE-001,2026-05-16,,75.5,Safety Equipment,Note show thank discuss address suggest.,Gas coach reason executive concern perhaps.,Jody Watson,In Progress
AUD-00781,SITE-001,2024-08-04,,88.9,Environmental Monitoring,Player song here add fund key generation yeah.,Air Congress chair move security method our beautiful cost.,Christopher Ellis,In Progress
AUD-02434,SITE-007,2025-03-11,,81.0,Personnel Training,Old in herself market statement rock since bed beautiful collection college example.,Mention spend quite rule during much store test sit however body card.,William Donovan,In Progress
AUD-02243,SITE-006,2024-12-02,2025-01-24,65.7,Maintenance Backlog,Result interesting nation step alone bring resource often at particularly could serve.,Also cost boy picture plant help out program space talk.,Patricia Bowers,Closed
AUD-01768,SITE-006,2025-10-02,2025-09-26,60.8,Leak Detection,Officer exist leader other part pick project yard space compare turn certainly.,Red stock watch treatment country manager another soon expert race house include may knowledge source church.,Jessica Sherman,Closed
AUD-00218,SITE-001,2025-05-09,2025-05-22,69.7,Safety Equipment,Book leader everybody six student until field once appear.,Population fast join difficult man from wonder stop relationship fast amount husband.,James Sandoval,Closed
AUD-02592,SITE-003,2024-06-02T00:00:00Z,2024-07-20,39.3,Leak Detection,Learn his foot responsibility place become but situation head sometimes nation job avoid.,Speech certain often heavy career bank result talk player.,Emily Black,Closed
AUD-01175,SITE-001,2024-06-21,2024-07-18,76.4,Personnel Training,Former window tree born budget region environment performance fine agreement that.,Item third American national kid anything leave.,Antonio Ballard,Closed
AUD-01338,SITE-003,2026-04-15,08/06/2026,57.3,Personnel Training,Me soldier staff movement work rather try board hit include around local manager garden company sign majority somebody deep.,Discussion business together detail minute since.,Jeffrey Stein,Closed
AUD-02285,SITE-004,05/12/2024,,72.9,Leak Detection,Manager off author card next likely rate common consumer property language.,During military compare collection sea TV view responsibility art forget knowledge reason.,Brandon Chavez,In Progress
AUD-00404,SITE-001,2025-06-24,,89.7,Emergency Response,Administration among defense run themselves plan language reason evidence site inside economic eight group hour PM second again early per garden study become such the.,,Monique Gonzalez,In Progress
AUD-02846,SITE-003,2024-05-08,2024-07-29,55.5,Environmental Monitoring,Blood keep wish current trade quite investment share play reveal never such successful back me program before task perhaps level recognize.,Throughout adult military talk low turn stop carry season.,Richard Soto,Closed
AUD-02442,SITE-003,2026-03-07,,61.3,Safety Equipment,Usually note way expect by throughout world account simple tonight somebody quality run seem while.,Myself worry society case experience tell nation prove note clearly.,Amy Reynolds,Open
AUD-02080,SITE-007,2025-02-21,2025-03-05,81.9,Maintenance Backlog,Check stay record pull sell smile federal if also debate mission describe figure politics work almost woman leave with.,Often news few weight world pull apply suggest fight.,Carol Hampton,Closed
AUD-02414,SITE-002,2024-08-11,09/10/2024,104.9,Containment Integrity,Wife employee leave tell will program American ahead court answer thank democratic impact.,,Allison Jones,Closed
AUD-00258,SITE-001,2026-02-03,15-Feb-2026,81.1,Personnel Training,That movement common most media economic wish condition agency Congress money media plant buy see from beyond.,Though sense whose image myself government back career positive.,Erin Caldwell,Closed
AUD-00551,SITE-007,2024-10-01,2024-10-25,74.7,Environmental Monitoring,Know control reflect TV very term alone kitchen catch include new yeah air movement maybe modern because social.,Rest least nor option idea different serve product according right security clearly issue able.,Michelle Short,Closed
AUD-02601,SITE-004,2026-01-24,2026-02-10,94.9,Environmental Monitoring,Poor tell member own return some he others character authority strong effect.,,Matthew Rivera,Closed
AUD-01293,SITE-004,2024-07-24,,87.0,Environmental Monitoring,Stock eye certainly move factor piece figure.,Someone charge suffer number.,Kathleen Martin,In Progress
AUD-01916,SITE-002,2024-04-16,,86.7,Documentation,Budget address fish company record rock character special argue program similar quality for hold race pull street wrong full third low.,Maybe be baby scientist actually.,Nicole Solomon,In Progress
AUD-00575,SITE-004,2024-12-29,2025-01-16T00:00:00Z,96.5,Personnel Training,Lead allow president author form consider assume leader only instead cut house quite statement son suggest military see best key think environment month success special.,,David Hart,Closed
AUD-02264,SITE-005,2024-12-15,2025-01-05,79.9,Documentation,Official morning southern training pretty save still require police recognize water people general play baby reason large the.,,Anthony Reyes,Closed
AUD-01079,SITE-003,2025-09-02,,55.2,Maintenance Backlog,Left manager reveal process believe hospital reality year past.,Care mouth water threat so house now up live federal matter what agreement how now.,Sandra Perez,Open
AUD-00861,SITE-005,2024-03-05,,79.1,Maintenance Backlog,Baby hundred also strategy prevent and similar tend eight character year.,Movement only only could hair amount hundred line form.,Amy Crosby,In Progress
AUD-01710,SITE-005,2024-04-30,2024-05-09,75.9,Emergency Response,Player arrive offer goal hotel doctor consumer.,Until day main sense but since.,Erica Wilson,Closed
AUD-01605,SITE-003,2026-02-04,,77.4,Leak Detection,Stock Democrat data mother identify indicate ago realize only laugh various trade usually finally pattern democratic the painting street.,Car PM over right by hour.,Joanne Smith,Open
AUD-00263,SITE-007,2025-12-03,12/25/2025,91.9,Maintenance Backlog,Reflect study commercial summer drop despite model young mention realize ask crime poor pick with popular animal.,Side popular enough window cell tend war range five break.,Stacey Nelson,Closed
AUD-00432,SITE-002,02/13/2025,2025-03-03,86.4,Maintenance Backlog,Student add center think computer morning west traditional.,Chair successful material assume agent trade its century.,Todd Luna,Closed
AUD-01301,SITE-007,2025-08-22,2025-09-10,84.8,Maintenance Backlog,Score another candidate prove nation himself never.,Agent something number store career Democrat deal.,Peter Green,Closed
AUD-01058,SITE-003,2024-04-09,2024-05-16,69.6,Maintenance Backlog,Study whatever toward face bank street structure new talk really last.,Of care activity field fire item.,Nathan Rivera,Closed
AUD-01094,SITE-001,13-Jan-2025,2025-01-18,80.3,Leak Detection,Week member Mrs no result social truth hair.,,Caitlyn Anderson,Closed
AUD-02025,SITE-006,2024-08-07,2024-09-16,46.6,Personnel Training,Enjoy identify individual before happen affect vote.,,Matthew Foster,Closed
AUD-01481,SITE-003,2026-06-19,,71.4,Safety Equipment,Rather eat thing offer stay question little effort sit something other between.,,Darren Greene,In Progress
AUD-01494,SITE-005,2026-03-13,2026-04-12,69.9,Emergency Response,Entire eye stage various name everything upon say decide thank husband enough economic send by several certain much investment.,Break thought charge rest note million something.,Denise Sanchez,Closed
AUD-00030,SITE-002,2025-05-02,2025-05-12,84.8,Safety Equipment,It side employee center citizen those only be bank morning network almost none up military enough.,Book pressure before author.,Holly Page,Closed
AUD-00564,SITE-001,2024-02-10,2024-02-17,73.7,Emergency Response,Buy one back all present conference analysis feel point address give what hear me remain.,Society really hundred hand note return else Mr police.,James Joseph,Closed
AUD-01335,SITE-005,2024-11-26,2024-12-12,80.9,Personnel Training,Heavy move table fast property.,Research write under them example cost movie pretty black science.,Robert Costa,Closed
AUD-01474,SITE-006,2025-01-01,,52.6,Personnel Training,Rule reality or paper keep natural main pay support save what indicate.,,Karen Graham,In Progress
AUD-02233,SITE-006,2025-06-29,,75.1,Personnel Training,Record address next speech citizen foreign culture scientist speech phone hundred former.,Understand ground rest lay administration already person certain draw bag blood.,Victor Moore,Open
AUD-02718,SITE-001,2024-12-27,2025-01-21,89.0,Safety Equipment,Low arrive century against I against cause organization much fill artist arrive third enough.,Rest police as receive even.,Sara Stone,Closed
AUD-01838,SITE-001,2024-09-15,2024-09-30,79.6,Safety Equipment,Six exactly happy central base actually kitchen technology leave after during make.,Team paper short chair TV market.,Theresa Little,Closed
AUD-00403,SITE-001,2025-03-18,2025-04-04,62.0,Personnel Training,Test body live right time service material matter suffer.,,Clifford Monroe,Closed
AUD-01561,SITE-006,2024-08-01,,48.6,Containment Integrity,Government room after first soldier significant serious suffer Democrat short key student company return yourself four usually good network range floor.,,Sarah Jones,Open
AUD-01886,SITE-004,2025-11-15,2025-11-23,98.9,Containment Integrity,Attack record page truth stop.,Go candidate month to go huge customer drug they deep light fly nor central.,Lauren Hall,Closed
AUD-02292,SITE-005,2025-12-07,2026-01-02,104.4,Documentation,Poor player condition major all your which very grow perhaps may evidence decade true benefit move set trip along.,Cultural standard rise stop six consumer attention reflect land network total.,Margaret Stevens,Closed
AUD-02133,SITE-001,2026-01-10,2026-02-09,85.5,Maintenance Backlog,Machine measure interesting culture remember fear land fear wide nothing fear.,Possible consider natural physical pattern thought cut far recognize rock tell wife why.,Stacy Smith,Closed
AUD-01706,SITE-002,2025-06-14,2025-07-13,92.8,Environmental Monitoring,Rest political cultural area must what day just same kid who wonder effect vote offer civil.,,Todd Lamb,Closed
AUD-01788,SITE-002,06-Jan-2025,2025-01-17,89.1,Containment Integrity,Inside sense old Mrs practice place world agree.,Lawyer main however class two late impact history.,John Hall,Closed
AUD-02686,SITE-004,2025-04-15,,93.2,Safety Equipment,Way entire require cost true including individual someone.,Including its customer couple listen.,Jennifer Butler,Open
AUD-00434,SITE-005,2026-06-24,,89.0,Safety Equipment,Set industry our as color join day fight prepare seven kitchen out special situation citizen question forward past.,Sea read head everything feeling set candidate.,Robert Ray,Open
AUD-01261,SITE-003,2026-05-26,,58.8,Maintenance Backlog,Stock add mention evidence particularly cost within time test option bed only need.,Yet fund very admit happen generation reduce.,Molly Walker,In Progress
AUD-02566,SITE-004,2026-02-15,2026-03-01,89.1,Maintenance Backlog,Simple police police war dog my see skin financial choice probably risk arrive heart thus international and fly land.,Rather speak significant member college yes west.,Mr. Kristopher Cruz,Closed
AUD-01067,SITE-007,2024-09-24,2024-10-20,76.0,Leak Detection,Majority modern almost four traditional century early region television wait teacher campaign born north with pick player always summer measure course threat.,Then tough above risk push option.,Steven Young,Closed
AUD-02498,SITE-002,2024-09-16,2024-09-23,84.5,Safety Equipment,Almost run center reach over word she time.,,Erica Myers,Closed
AUD-02577,SITE-004,2025-11-08,2025-11-17,86.9,Personnel Training,Week theory while share old a according book suggest several note class group school such while somebody over whose happen.,,Alison Moran,Closed
AUD-00805,SITE-004,2024-07-24,2024-08-03,79.2,Documentation,Work house next possible issue material yes candidate job.,Study agreement drop finish mean seven medical receive perform.,Michelle Stout,Closed
AUD-00113,SITE-004,2026-07-11T00:00:00Z,2026-07-30,66.2,Environmental Monitoring,Rather song item never result evening check part western.,Firm it radio boy claim.,Rebecca Foster DDS,Closed
AUD-02671,SITE-006,21/05/2024,,59.5,Personnel Training,Owner when eye car add feel garden why space building soon white blue difference whole bit reason easy.,Future woman wonder report.,Amy Davis,In Progress
AUD-02127,SITE-004,2024-09-02,,74.3,Leak Detection,He grow political mind nothing moment pressure.,,Dale Butler,In Progress
AUD-00360,SITE-005,2024-06-05,,78.0,Emergency Response,Nation American officer something involve federal employee stuff learn forget building.,List reality western possible public begin use late usually ago.,William Morris,In Progress
AUD-01893,SITE-006,2024-06-10,,57.0,Emergency Response,Business push generation up win herself important.,Instead nothing unit still say enjoy somebody.,Mr. Robert Bell,Open
AUD-01979,SITE-001,2024-05-03,2024-05-10,100.0,Safety Equipment,Quite after American hit chair hundred how affect board admit image product participant while.,Picture song west challenge author able notice some.,Benjamin Butler,Closed
AUD-00374,SITE-002,04-Feb-2024,2024-03-04,100.0,Environmental Monitoring,Oil detail own very yard writer.,,Hannah Page,Closed
AUD-00453,SITE-004,2025-05-09,,94.6,Containment Integrity,Hot beautiful policy positive say page little degree.,At machine enter shake compare effect remember others though happy until lay air control million chance.,Allen Valdez,In Progress
AUD-01994,SITE-002,03-Jan-2026,14/01/2026,67.2,Personnel Training,Miss involve nothing nature account also audience cause meeting knowledge piece name season serve glass.,,Michele Nelson,Closed
AUD-01070,SITE-002,2025-04-01,,68.4,Documentation,Trial nation somebody present at sound relationship board matter plant begin give director especially call.,These line defense few six door girl grow class.,Tyler Nichols,Open
AUD-01503,SITE-007,2025-02-25,2025-03-23,79.9,Personnel Training,Far yes star look nothing another yet career make.,Why them remember phone effort leg me age structure.,Amber Smith,Closed
AUD-00975,SITE-001,2024-02-14T00:00:00Z,2024-03-05,79.5,Environmental Monitoring,List cause church future travel team finish north speech majority take small look.,Street week about executive tough finish.,Robert Long,Closed
AUD-00304,SITE-003,2024-10-04,07/11/2024,76.7,Personnel Training,Energy what visit beyond spend give everyone market policy term hotel design know production event send perform expect book.,,Andrew Olson,Closed
AUD-00823,SITE-005,2026-03-25,2026-04-01,100.0,Safety Equipment,Be social season behind whole call food respond through western.,Tonight world site yet though somebody officer.,James Mitchell,Closed
AUD-02325,SITE-003,2026-07-19,,53.3,Containment Integrity,Situation under between buy imagine early building smile professor international fight pattern a majority.,,Mrs. Danielle Collins DDS,Open
AUD-02075,SITE-003,03-Dec-2024,2025-02-09T00:00:00Z,45.5,Maintenance Backlog,Build door whole return pass popular activity suggest make what must.,Field him soon across individual would keep modern chair during.,Arthur Jones,Closed
AUD-02148,SITE-006,2026-05-20,,86.1,Containment Integrity,Pull effect office amount action live fly war vote value.,Person crime school situation authority produce that house.,Natalie Hamilton,Open
AUD-02431,SITE-002,13-Mar-2025,2025-03-26,75.7,Maintenance Backlog,Mean smile education animal run product ball serious role within bed her manage political gun result challenge interview he they camera.,Crime shoulder forward leg activity necessary wall young media free any likely.,Traci Oliver,Closed
AUD-00643,SITE-005,2025-03-27,,73.3,Environmental Monitoring,Never every perform property all.,,Virginia White,Open
AUD-00159,SITE-002,2024-11-05,,88.4,Maintenance Backlog,Reality almost laugh ten mind value expect itself against stand him once business.,Election degree those red.,Roger Carroll,Open
AUD-01907,SITE-005,2024-11-11,,99.3,Safety Equipment,Next financial feeling thought letter begin hundred really positive middle meet material girl current brother assume east industry.,Law walk boy better sound including coach.,Kevin Cruz,Open
AUD-01681,SITE-006,2025-03-05T00:00:00Z,,70.7,Personnel Training,Very another want exactly choice human Mr difficult put idea politics especially require.,,Daisy Dominguez,In Progress
