session_id,beneficiary_id,cohort_id,session_date,attendance_status,session_type,facilitator
SES-0049798,BEN-02114,COHORT-TC-026,2026-06-10,NO,Mentorship,Maurice Maina
SES-0049799,BEN-02114,COHORT-TC-026,2026-06-17,Present,Mentorship,Queen Wanjiku
SES-0049800,BEN-02114,COHORT-TC-026,2026-06-24,Present,Group Discussion,Brian Wanjiku
SES-0049801,BEN-02114,COHORT-TC-026,01/07/2026,Present,Mentorship,Nancy Kiplagat
SES-0049802,BEN-02114,COHORT-TC-026,2026-07-08,Present,Group Discussion,Mary Kiprotich
SES-0049803,BEN-02114,COHORT-TC-026,2026-07-15,YES,Workshop,Stephen Awino
SES-0049804,BEN-02114,COHORT-TC-026,2026-07-22,Present,Mentorship,Stephen Nyambura
SES-0049805,BEN-02114,COHORT-TC-026,2026-08-15,present,Mentorship,Brian Ochieng
SES-0049806,BEN-02114,COHORT-TC-026,2026-08-27,Absent,Mentorship,Raphael Mutinda
SES-0049807,BEN-02114,COHORT-TC-026,2026-08-12,Absent,Workshop,Violet Kamau
SES-0049808,BEN-02114,COHORT-TC-026,2026-08-19,0,Group Discussion,Cynthia Adhiambo
SES-0049809,BEN-02115,COHORT-TC-026,2026-03-16,Present,Mentorship,Boniface Njenga
SES-0049810,BEN-02115,COHORT-TC-026,23/03/2026,Present,Mentorship,Maurice Gichuki
SES-0049811,BEN-02115,COHORT-TC-026,2026-03-30,0,Mentorship,Priscilla Wangari
SES-0049812,BEN-02115,COHORT-TC-026,06-Apr-2026,Absent,Group Discussion,Cynthia Njenga
SES-0049813,BEN-02115,COHORT-TC-026,2026-04-13,Present,Skills Lab,Quinton Awino
SES-0049814,BEN-02115,COHORT-TC-026,2026-04-20,Present,Mentorship,Patrick Rotich
SES-0049815,BEN-02115,COHORT-TC-026,2026-05-24,Present,Workshop,David Achieng
SES-0049816,BEN-02115,COHORT-TC-026,2026-05-04,Present,Workshop,Caroline Mutinda
SES-0049817,BEN-02115,COHORT-TC-026,2026-05-11,Absent,Skills Lab,Stephen Odongo
SES-0049818,BEN-02115,COHORT-TC-026,2026-05-18,Present,Skills Lab,Francis Simiyu
SES-0049819,BEN-02115,COHORT-TC-026,2026-05-25,Present,Skills Lab,James Simiyu
SES-0049820,BEN-02115,COHORT-TC-026,2026-06-01,Present,Group Discussion,Aisha Kimani
SES-0049821,BEN-02115,COHORT-TC-026,2026-06-08,Present,Skills Lab,Eunice Otieno
SES-0049822,BEN-02115,COHORT-TC-026,15/06/2026,Present,Skills Lab,Francis Otieno
SES-0049823,BEN-02115,COHORT-TC-026,2026-06-22,Present,Mentorship,Yvonne Owino
SES-0049824,BEN-02115,COHORT-TC-026,2026-06-29,Present,Skills Lab,Zipporah Gichuki
SES-0049825,BEN-02115,COHORT-TC-026,2026-07-06,Present,Group Discussion,Boniface Njoroge
SES-0049826,BEN-02115,COHORT-TC-026,2026-07-13,Absent,Group Discussion,Stephen Kariuki
SES-0049827,BEN-02115,COHORT-TC-026,2026-07-20,Present,Workshop,Mary Kimani
SES-0049828,BEN-02115,COHORT-TC-026,2026-07-27,Present,Group Discussion,Cynthia Rotich
SES-0049829,BEN-02115,COHORT-TC-026,2026-08-03,Present,Mentorship,Maurice Wanjiku
SES-0049830,BEN-02115,COHORT-TC-026,2026-08-10,Present,Group Discussion,Nicholas Kimani
SES-0049831,BEN-02115,COHORT-TC-026,2026-08-17,Present,Group Discussion,Quinton Owino
SES-0049832,BEN-02116,COHORT-TC-026,2026-03-03,Present,Workshop,Boniface Awino
SES-0049833,BEN-02116,COHORT-TC-026,2026-03-10,Present,Skills Lab,Gladys Ndung'u
SES-0049834,BEN-02116,COHORT-TC-026,2026-03-17,Present,Mentorship,Owen Ndung'u
SES-0049835,BEN-02116,COHORT-TC-026,2026-03-24,Present,Workshop,Raphael Awino
SES-0049836,BEN-02116,COHORT-TC-026,2026-03-31,Present,Skills Lab,Patrick Waweru
SES-0049837,BEN-02116,COHORT-TC-026,2026-04-07,Present,Workshop,Grace Ndung'u
SES-0049838,BEN-02116,COHORT-TC-026,2026-04-14,Present,Mentorship,Nancy Njoroge
SES-0049839,BEN-02116,COHORT-TC-026,2026-04-21,Present,Mentorship,Harrison Kiprotich
SES-0049840,BEN-02116,COHORT-TC-026,2026-04-28,Present,Skills Lab,Esther Ochieng
SES-0049841,BEN-02116,COHORT-TC-026,2026-05-05,Present,Workshop,Tabitha Awino
SES-0049842,BEN-02116,COHORT-TC-026,2026-05-12,Present,Group Discussion,Seun Adhiambo
SES-0049843,BEN-02116,COHORT-TC-026,2026-05-19,Present,Workshop,Seun Wangari
SES-0049844,BEN-02116,COHORT-TC-026,2026-05-26,Present,Workshop,Joseph Simiyu
SES-0049845,BEN-02116,COHORT-TC-026,2026-06-02,Present,Mentorship,Xavier Maina
SES-0049846,BEN-02116,COHORT-TC-026,2026-06-09,Present,Workshop,Dennis Achieng
SES-0049847,BEN-02116,COHORT-TC-026,2026-06-16,Present,Workshop,
SES-0049848,BEN-02116,COHORT-TC-026,2026-06-23,Present,Skills Lab,Amina Onyango
SES-0049849,BEN-02116,COHORT-TC-026,2026-06-30,Present,Workshop,Hassan Nyambura
SES-0049850,BEN-02116,COHORT-TC-026,2026-07-07,Present,Skills Lab,Quinton Nyambura
SES-0049851,BEN-02116,COHORT-TC-026,2026-07-14,Present,Workshop,Aisha Simiyu
SES-0049852,BEN-02116,COHORT-TC-026,2026-07-21,absent,Skills Lab,Queen Njenga
SES-0049853,BEN-02116,COHORT-TC-026,2026-07-28,1,Workshop,Caroline Kariuki
SES-0049854,BEN-02116,COHORT-TC-026,2026-08-04,Present,Mentorship,James Mugo
SES-0049855,BEN-02116,COHORT-TC-026,2026-08-11,Present,Skills Lab,Raphael Onyango
SES-0049856,BEN-02116,COHORT-TC-026,2026-08-18,Present,Mentorship,Violet Mutua
SES-0049857,BEN-02117,COHORT-TC-026,2026-03-24,Absent,Workshop,Priscilla Ochieng
SES-0049858,BEN-02117,COHORT-TC-026,2026-04-02,Absent,Skills Lab,Yvonne Mutinda
SES-0049859,BEN-02117,COHORT-TC-026,2026-04-07,Present,Mentorship,
SES-0049860,BEN-02117,COHORT-TC-026,2026-04-14,present,Skills Lab,Aisha Kiprotich
SES-0049861,BEN-02117,COHORT-TC-026,2026-05-16,Present,Workshop,James Awino
SES-0049862,BEN-02117,COHORT-TC-026,2026-04-28,Present,Skills Lab,Patrick Awino
SES-0049863,BEN-02117,COHORT-TC-026,2026-05-10,Present,Skills Lab,Xavier Njoroge
SES-0049864,BEN-02117,COHORT-TC-026,12/05/2026,Present,Mentorship,Kezia Maina
SES-0049865,BEN-02117,COHORT-TC-026,2026-05-19,Absent,Workshop,Amina Mugo
SES-0049866,BEN-02117,COHORT-TC-026,2026-05-26,Present,Group Discussion,Nancy Kiplagat
SES-0049867,BEN-02117,COHORT-TC-026,2026-06-02,Absent,Mentorship,Quinton Awino
SES-0049868,BEN-02117,COHORT-TC-026,2026-06-21,Present,Skills Lab,Kezia Githinji
SES-0049869,BEN-02117,COHORT-TC-026,2026-06-16,Absent,Workshop,Owen Simiyu
SES-0049870,BEN-02117,COHORT-TC-026,2026-06-23,Absent,Skills Lab,
SES-0049871,BEN-02117,COHORT-TC-026,2026-06-30,Absent,Skills Lab,Francis Were
SES-0049872,BEN-02117,COHORT-TC-026,2026-07-07,Absent,Skills Lab,Harrison Musyoka
SES-0049873,BEN-02117,COHORT-TC-026,2026-07-14,Absent,Skills Lab,Priscilla Ndung'u
SES-0049874,BEN-02117,COHORT-TC-026,2026-07-21,Present,Workshop,Nancy Wanjiku
SES-0049875,BEN-02117,COHORT-TC-026,2026-07-28,0,Mentorship,Xavier Kiplagat
SES-0049876,BEN-02117,COHORT-TC-026,2026-08-04,Absent,Mentorship,Nicholas Adhiambo
SES-0049877,BEN-02117,COHORT-TC-026,2026-08-11,YES,Workshop,Amina Wanjiku
SES-0049878,BEN-02117,COHORT-TC-026,2026-08-18,Present,Group Discussion,Nicholas Gichuki
SES-0049879,BEN-02118,COHORT-TC-026,2026-03-15,Absent,Workshop,Owen Achieng
SES-0049880,BEN-02118,COHORT-TC-026,2026-03-22,absent,Skills Lab,Cynthia Were
SES-0049881,BEN-02118,COHORT-TC-026,2026-03-29,Absent,Skills Lab,Yvonne Achieng
SES-0049882,BEN-02118,COHORT-TC-026,2026-04-05,Present,Mentorship,Boniface Simiyu
SES-0049883,BEN-02118,COHORT-TC-026,2026-04-12,Present,Group Discussion,Caroline Mwangi
SES-0049884,BEN-02118,COHORT-TC-026,19/04/2026,Present,Workshop,Brian Mwangi
SES-0049885,BEN-02118,COHORT-TC-026,2026-04-26,Present,Workshop,Grace Omondi
SES-0049886,BEN-02118,COHORT-TC-026,2026-05-03,1,Skills Lab,Owen Rotich
SES-0049887,BEN-02118,COHORT-TC-026,2026-05-10,Absent,Mentorship,Raphael Achieng
SES-0049888,BEN-02118,COHORT-TC-026,2026-05-17,Present,Workshop,Grace Waweru
SES-0049889,BEN-02118,COHORT-TC-026,2026-05-24,Present,Group Discussion,Tabitha Simiyu
SES-0049890,BEN-02118,COHORT-TC-026,2026-05-31,Present,Skills Lab,Tabitha Awino
SES-0049891,BEN-02118,COHORT-TC-026,2026-06-07,Present,Skills Lab,Kendi Auma
SES-0049892,BEN-02118,COHORT-TC-026,2026-06-14,YES,Workshop,Leonard Simiyu
SES-0049893,BEN-02118,COHORT-TC-026,2026-06-21,Present,Skills Lab,Wanjiku Wanjiku
SES-0049894,BEN-02118,COHORT-TC-026,2026-07-03,Present,Group Discussion,Patrick Kariuki
SES-0049895,BEN-02118,COHORT-TC-026,2026-07-05,Present,Workshop,James Onyango
SES-0049896,BEN-02118,COHORT-TC-026,2026-07-12,Absent,Workshop,Amina Njoroge
SES-0049897,BEN-02118,COHORT-TC-026,2026-07-19,Present,Mentorship,Zipporah Kamau
SES-0049898,BEN-02118,COHORT-TC-026,2026-07-26,Present,Workshop,David Gichuki
SES-0049899,BEN-02118,COHORT-TC-026,2026-08-02,Absent,Workshop,Yvonne Owino
SES-0049900,BEN-02118,COHORT-TC-026,2026-08-13,Absent,Group Discussion,Rose Kiplagat
SES-0049901,BEN-02118,COHORT-TC-026,2026-08-16,Present,Skills Lab,Violet Auma
SES-0049902,BEN-02119,COHORT-TC-026,2026-03-21,Present,Skills Lab,Cynthia Njoroge
SES-0049903,BEN-02119,COHORT-TC-026,2026-03-28,Absent,Skills Lab,Harrison Kamau
SES-0049904,BEN-02119,COHORT-TC-026,2026-04-04,Present,Workshop,Harrison Ochieng
SES-0049905,BEN-02119,COHORT-TC-026,2026-04-11,Present,Group Discussion,Kendi Mutua
SES-0049906,BEN-02119,COHORT-TC-026,2026-04-18,Present,Skills Lab,Dennis Simiyu
SES-0049907,BEN-02119,COHORT-TC-026,2026-04-25,Present,Group Discussion,Irene Kiprotich
SES-0049908,BEN-02119,COHORT-TC-026,2026-05-02,Absent,Group Discussion,Francis Kamau
SES-0049909,BEN-02119,COHORT-TC-026,2026-05-09,Present,Mentorship,Priscilla Mutua
SES-0049910,BEN-02119,COHORT-TC-026,2026-05-16,Absent,Mentorship,Eunice Rotich
SES-0049911,BEN-02119,COHORT-TC-026,2026-05-23,Present,Mentorship,Joseph Kiprotich
SES-0049912,BEN-02119,COHORT-TC-026,30/05/2026,Present,Group Discussion,Nancy Nyambura
SES-0049913,BEN-02119,COHORT-TC-026,06/06/2026,Present,Skills Lab,Xavier Kimani
SES-0049914,BEN-02119,COHORT-TC-026,2026-06-13,Present,Mentorship,Yvonne Githinji
SES-0049915,BEN-02119,COHORT-TC-026,2026-06-20,Present,Skills Lab,Raphael Onyango
SES-0049916,BEN-02119,COHORT-TC-026,2026-06-27,Absent,Group Discussion,Lilian Njoroge
SES-0049917,BEN-02119,COHORT-TC-026,2026-07-04,Present,Skills Lab,Xavier Kimani
SES-0049918,BEN-02119,COHORT-TC-026,2026-07-11,YES,Group Discussion,Felix Kimani
SES-0049919,BEN-02119,COHORT-TC-026,2026-07-18,Present,Mentorship,Eunice Njenga
SES-0049920,BEN-02119,COHORT-TC-026,2026-07-25,Present,Skills Lab,
SES-0049921,BEN-02119,COHORT-TC-026,2026-08-01,Present,Workshop,Owen Nyambura
SES-0049922,BEN-02119,COHORT-TC-026,2026-08-08,Present,Group Discussion,
SES-0049923,BEN-02119,COHORT-TC-026,2026-08-15,Present,Group Discussion,Maurice Njoroge
SES-0049924,BEN-02120,COHORT-TC-026,2026-03-03,Present,Workshop,Boniface Njenga
SES-0049925,BEN-02120,COHORT-TC-026,2026-03-10,Present,Workshop,Kezia Auma
SES-0049926,BEN-02120,COHORT-TC-026,2026-03-17,Absent,Group Discussion,Olive Omondi
SES-0049927,BEN-02120,COHORT-TC-026,2026-03-24,Present,Mentorship,Stephen Chebet
SES-0049928,BEN-02120,COHORT-TC-026,2026-03-31,Absent,Workshop,Lilian Onyango
SES-0049929,BEN-02120,COHORT-TC-026,2026-04-07,Absent,Mentorship,Gladys Ochieng
SES-0049930,BEN-02120,COHORT-TC-026,2026-04-14,Present,Group Discussion,Mary Kiprotich
SES-0049931,BEN-02120,COHORT-TC-026,2026-04-21,Present,Mentorship,Maurice Njoroge
SES-0049932,BEN-02120,COHORT-TC-026,2026-04-28,Present,Mentorship,Nicholas Mwangi
SES-0049933,BEN-02120,COHORT-TC-026,2026-05-05,Present,Workshop,Seun Were
SES-0049934,BEN-02120,COHORT-TC-026,2026-05-12,present,Skills Lab,Caroline Maina
SES-0049935,BEN-02120,COHORT-TC-026,2026-05-19,Absent,Workshop,Caroline Ochieng
SES-0049936,BEN-02120,COHORT-TC-026,2026-05-26,Present,Mentorship,Eunice Githinji
SES-0049937,BEN-02120,COHORT-TC-026,2026-06-02,Absent,Workshop,Esther Auma
SES-0049938,BEN-02120,COHORT-TC-026,2026-06-23,0,Group Discussion,Grace Awino
SES-0049939,BEN-02120,COHORT-TC-026,16/06/2026,Present,Workshop,David Wanjiku
SES-0049940,BEN-02120,COHORT-TC-026,2026-06-23,Present,Workshop,Irene Kimani
SES-0049941,BEN-02120,COHORT-TC-026,30/06/2026,Present,Group Discussion,Nicholas Onyango
SES-0049942,BEN-02120,COHORT-TC-026,2026-07-07,Present,Mentorship,Boniface Njenga
SES-0049943,BEN-02120,COHORT-TC-026,14/07/2026,Present,Skills Lab,Owen Achieng
SES-0049944,BEN-02120,COHORT-TC-026,2026-07-21,Absent,Skills Lab,Irene Waweru
SES-0049945,BEN-02120,COHORT-TC-026,2026-07-28,Present,Workshop,Kendi Simiyu
SES-0049946,BEN-02120,COHORT-TC-026,2026-08-04,Present,Skills Lab,Zipporah Musyoka
SES-0049947,BEN-02120,COHORT-TC-026,2026-08-11,Present,Mentorship,Quinton Mutua
SES-0049948,BEN-02120,COHORT-TC-026,2026-08-18,Absent,Group Discussion,
SES-0049949,BEN-02121,COHORT-TC-026,2026-03-17,Present,Group Discussion,Kezia Mwangi
SES-0049950,BEN-02121,COHORT-TC-026,2026-03-24,Absent,Group Discussion,Rose Mutinda
SES-0049951,BEN-02121,COHORT-TC-026,2026-03-31,Absent,Group Discussion,Lilian Auma
SES-0049952,BEN-02121,COHORT-TC-026,2026-04-07,Absent,Skills Lab,Eunice Onyango
SES-0049953,BEN-02121,COHORT-TC-026,2026-04-14,Absent,Workshop,Irene Awino
SES-0049954,BEN-02121,COHORT-TC-026,2026-04-21,Absent,Workshop,Xavier Mwangi
SES-0049955,BEN-02121,COHORT-TC-026,2026-04-28,Absent,Mentorship,Kezia Simiyu
SES-0049956,BEN-02121,COHORT-TC-026,05/05/2026,absent,Group Discussion,Irene Mwangi
SES-0049957,BEN-02121,COHORT-TC-026,2026-05-12,Absent,Mentorship,Wanjiku Odongo
SES-0049958,BEN-02121,COHORT-TC-026,2026-05-19,Absent,Group Discussion,Dennis Owino
SES-0049959,BEN-02121,COHORT-TC-026,2026-05-26,present,Mentorship,
SES-0049960,BEN-02121,COHORT-TC-026,2026-06-02,Present,Skills Lab,Irene Kimani
SES-0049961,BEN-02121,COHORT-TC-026,2026-06-09,Absent,Mentorship,Dennis Simiyu
SES-0049962,BEN-02121,COHORT-TC-026,16/06/2026,Absent,Skills Lab,Raphael Kariuki
SES-0049963,BEN-02121,COHORT-TC-026,2026-06-23,absent,Group Discussion,Xavier Musyoka
SES-0049964,BEN-02121,COHORT-TC-026,2026-06-30,Present,Workshop,Yvonne Onyango
SES-0049965,BEN-02121,COHORT-TC-026,2026-07-07,Absent,Group Discussion,Esther Wangari
SES-0049966,BEN-02121,COHORT-TC-026,2026-07-14,Absent,Mentorship,Priscilla Mutua
SES-0049967,BEN-02121,COHORT-TC-026,2026-07-21,Absent,Skills Lab,James Maina
SES-0049968,BEN-02121,COHORT-TC-026,2026-07-28,Present,Workshop,Queen Nyambura
SES-0049969,BEN-02121,COHORT-TC-026,2026-08-04,Absent,Mentorship,Nancy Omondi
SES-0049970,BEN-02121,COHORT-TC-026,2026-08-11,Present,Skills Lab,Raphael Musyoka
SES-0049971,BEN-02121,COHORT-TC-026,2026-08-18,Present,Group Discussion,Seun Simiyu
SES-0049972,BEN-02122,COHORT-TC-026,2026-03-05,Absent,Skills Lab,Boniface Mugo
SES-0049973,BEN-02122,COHORT-TC-026,12-Mar-2026,Absent,Skills Lab,Queen Githinji
SES-0049974,BEN-02122,COHORT-TC-026,2026-03-19,Present,Group Discussion,Cynthia Maina
SES-0049975,BEN-02122,COHORT-TC-026,26/03/2026,absent,Workshop,Irene Kimani
SES-0049976,BEN-02122,COHORT-TC-026,2026-04-02,Absent,Group Discussion,Felix Ochieng
SES-0049977,BEN-02122,COHORT-TC-026,2026-04-19,Absent,Workshop,
SES-0049978,BEN-02122,COHORT-TC-026,2026-04-16,Present,Workshop,David Omondi
SES-0049979,BEN-02122,COHORT-TC-026,2026-04-23,Absent,Skills Lab,Stephen Kimani
SES-0049980,BEN-02122,COHORT-TC-026,2026-04-30,Present,Mentorship,Irene Mwangi
SES-0049981,BEN-02122,COHORT-TC-026,2026-05-07,Absent,Group Discussion,Francis Githinji
SES-0049982,BEN-02122,COHORT-TC-026,2026-05-14,Present,Group Discussion,Violet Kiprotich
SES-0049983,BEN-02122,COHORT-TC-026,2026-05-21,Present,Mentorship,Tabitha Were
SES-0049984,BEN-02122,COHORT-TC-026,2026-05-28,Present,Skills Lab,Joseph Nyambura
SES-0049985,BEN-02122,COHORT-TC-026,04-Jun-2026,Absent,Group Discussion,Stephen Mutua
SES-0049986,BEN-02122,COHORT-TC-026,2026-06-11,YES,Group Discussion,Irene Waweru
SES-0049987,BEN-02122,COHORT-TC-026,2026-06-18,present,Mentorship,Wanjiku Githinji
SES-0049988,BEN-02122,COHORT-TC-026,2026-06-25,Absent,Mentorship,Aisha Mugo
SES-0049989,BEN-02122,COHORT-TC-026,2026-07-02,Present,Group Discussion,Boniface Kariuki
SES-0049990,BEN-02122,COHORT-TC-026,2026-07-09,Absent,Workshop,Priscilla Kimani
SES-0049991,BEN-02122,COHORT-TC-026,2026-07-16,0,Workshop,Stephen Mutinda
SES-0049992,BEN-02122,COHORT-TC-026,2026-07-23,Present,Mentorship,Xavier Kiplagat
SES-0049993,BEN-02122,COHORT-TC-026,2026-08-29,Present,Skills Lab,Seun Kiplagat
SES-0049994,BEN-02122,COHORT-TC-026,2026-08-06,Absent,Group Discussion,Patrick Onyango
SES-0049995,BEN-02122,COHORT-TC-026,2026-08-13,Present,Workshop,Harrison Njenga
SES-0049996,BEN-02122,COHORT-TC-026,2026-08-20,Present,Skills Lab,Queen Mutinda
SES-0049997,BEN-02123,COHORT-TC-026,2026-03-06,1,Mentorship,Kendi Wanjiku
SES-0049998,BEN-02123,COHORT-TC-026,2026-03-13,Absent,Mentorship,Quinton Ochieng
SES-0049999,BEN-02123,COHORT-TC-026,2026-03-20,present,Mentorship,Caroline Wangari
SES-0050000,BEN-02123,COHORT-TC-026,2026-03-27,Present,Skills Lab,Priscilla Njoroge
SES-0050001,BEN-02123,COHORT-TC-026,2026-04-03,Present,Mentorship,Irene Wangari
SES-0050002,BEN-02123,COHORT-TC-026,2026-04-10,Absent,Skills Lab,Raphael Simiyu
SES-0050003,BEN-02123,COHORT-TC-026,2026-04-17,Absent,Mentorship,Zipporah Achieng
SES-0050004,BEN-02123,COHORT-TC-026,2026-04-24,YES,Workshop,Brian Were
SES-0050005,BEN-02123,COHORT-TC-026,2026-05-01,Absent,Mentorship,Dennis Kiplagat
SES-0050006,BEN-02123,COHORT-TC-026,08-May-2026,Absent,Skills Lab,Priscilla Njoroge
SES-0050007,BEN-02123,COHORT-TC-026,2026-05-15,Present,Skills Lab,Dennis Kamau
SES-0050008,BEN-02123,COHORT-TC-026,2026-05-22,Present,Skills Lab,Brian Gichuki
SES-0050009,BEN-02123,COHORT-TC-026,29/05/2026,Absent,Mentorship,Olive Gichuki
SES-0050010,BEN-02123,COHORT-TC-026,2026-06-05,Absent,Skills Lab,David Onyango
SES-0050011,BEN-02123,COHORT-TC-026,12/06/2026,Present,Mentorship,Hassan Ndung'u
SES-0050012,BEN-02123,COHORT-TC-026,2026-06-19,Present,Workshop,Xavier Achieng
SES-0050013,BEN-02123,COHORT-TC-026,2026-06-26,Absent,Group Discussion,Tabitha Githinji
SES-0050014,BEN-02123,COHORT-TC-026,2026-07-03,Absent,Skills Lab,Aisha Musyoka
SES-0050015,BEN-02123,COHORT-TC-026,2026-07-10,YES,Mentorship,James Kiprotich
SES-0050016,BEN-02123,COHORT-TC-026,2026-07-17,absent,Skills Lab,Nancy Mutua
SES-0050017,BEN-02123,COHORT-TC-026,24/07/2026,Present,Skills Lab,Esther Kimani
SES-0050018,BEN-02123,COHORT-TC-026,31-Jul-2026,Present,Workshop,Olive Awino
SES-0050019,BEN-02123,COHORT-TC-026,2026-08-07,Absent,Workshop,Harrison Njenga
SES-0050020,BEN-02123,COHORT-TC-026,2026-08-14,Present,Skills Lab,Olive Onyango
SES-0050021,BEN-02123,COHORT-TC-026,2026-08-21,Present,Group Discussion,Leonard Chebet
SES-0050022,BEN-02124,COHORT-TC-026,2026-03-09,Absent,Skills Lab,Cynthia Onyango
SES-0050023,BEN-02124,COHORT-TC-026,2026-03-16,Absent,Skills Lab,James Gichuki
SES-0050024,BEN-02124,COHORT-TC-026,23-Mar-2026,Present,Mentorship,Lilian Odongo
SES-0050025,BEN-02124,COHORT-TC-026,2026-04-11,Present,Mentorship,Stephen Odongo
SES-0050026,BEN-02124,COHORT-TC-026,2026-04-06,Absent,Workshop,Lilian Adhiambo
SES-0050027,BEN-02124,COHORT-TC-026,13/04/2026,Absent,Mentorship,Brian Githinji
SES-0050028,BEN-02124,COHORT-TC-026,2026-04-20,Absent,Mentorship,Raphael Kiplagat
SES-0050029,BEN-02124,COHORT-TC-026,2026-04-30,Absent,Workshop,Hassan Auma
SES-0050030,BEN-02124,COHORT-TC-026,2026-05-04,Present,Skills Lab,Zipporah Auma
SES-0050031,BEN-02124,COHORT-TC-026,2026-05-11,Present,Mentorship,Raphael Waweru
SES-0050032,BEN-02124,COHORT-TC-026,18/05/2026,Absent,Skills Lab,Aisha Were
SES-0050033,BEN-02124,COHORT-TC-026,25/05/2026,Absent,Skills Lab,Patrick Otieno
SES-0050034,BEN-02124,COHORT-TC-026,2026-06-01,Absent,Skills Lab,James Auma
SES-0050035,BEN-02124,COHORT-TC-026,2026-06-08,Present,Mentorship,Queen Nyambura
SES-0050036,BEN-02124,COHORT-TC-026,2026-06-15,Present,Group Discussion,Felix Achieng
SES-0050037,BEN-02124,COHORT-TC-026,2026-06-22,Absent,Workshop,Mary Owino
SES-0050038,BEN-02124,COHORT-TC-026,2026-06-29,Present,Workshop,Violet Kimani
SES-0050039,BEN-02124,COHORT-TC-026,2026-07-06,Absent,Skills Lab,Caroline Wanjiku
SES-0050040,BEN-02124,COHORT-TC-026,2026-07-13,Absent,Skills Lab,Lilian Mutua
SES-0050041,BEN-02124,COHORT-TC-026,2026-07-20,Present,Group Discussion,Yvonne Odongo
SES-0050042,BEN-02124,COHORT-TC-026,2026-07-27,Absent,Skills Lab,Joseph Ochieng
SES-0050043,BEN-02124,COHORT-TC-026,2026-08-03,Absent,Workshop,David Rotich
SES-0050044,BEN-02124,COHORT-TC-026,2026-08-10,Absent,Group Discussion,Olive Mutua
SES-0050045,BEN-02124,COHORT-TC-026,17-Aug-2026,Absent,Workshop,Amina Mutinda
SES-0050046,BEN-02125,COHORT-TC-026,2026-02-28,Present,Group Discussion,Quinton Wangari
SES-0050047,BEN-02125,COHORT-TC-026,2026-03-07,Present,Workshop,David Owino
SES-0050048,BEN-02125,COHORT-TC-026,2026-03-14,Present,Workshop,Quinton Onyango
SES-0050049,BEN-02125,COHORT-TC-026,2026-03-21,Present,Workshop,Priscilla Chebet
SES-0050050,BEN-02125,COHORT-TC-026,2026-03-28,Present,Group Discussion,Violet Mugo
SES-0050051,BEN-02125,COHORT-TC-026,2026-04-10,Present,Group Discussion,
SES-0050052,BEN-02125,COHORT-TC-026,2026-04-11,absent,Group Discussion,Hassan Njenga
SES-0050053,BEN-02125,COHORT-TC-026,2026-04-18,Present,Workshop,Hassan Wanjiku
SES-0050054,BEN-02125,COHORT-TC-026,2026-04-25,Present,Group Discussion,Felix Kimani
SES-0050055,BEN-02125,COHORT-TC-026,2026-05-02,Present,Skills Lab,
SES-0050056,BEN-02125,COHORT-TC-026,09/05/2026,Present,Workshop,Stephen Maina
SES-0050057,BEN-02125,COHORT-TC-026,2026-05-16,Present,Group Discussion,Caroline Kamau
SES-0050058,BEN-02125,COHORT-TC-026,2026-05-23,Present,Workshop,Rose Awino
SES-0050059,BEN-02125,COHORT-TC-026,2026-05-30,Present,Mentorship,Lilian Otieno
SES-0050060,BEN-02125,COHORT-TC-026,2026-06-06,Present,Mentorship,Yvonne Omondi
SES-0050061,BEN-02125,COHORT-TC-026,2026-06-13,Present,Group Discussion,Wanjiku Were
SES-0050062,BEN-02125,COHORT-TC-026,2026-06-20,Present,Group Discussion,Uchenna Musyoka
SES-0050063,BEN-02125,COHORT-TC-026,2026-06-27,Present,Group Discussion,Hassan Njoroge
SES-0050064,BEN-02125,COHORT-TC-026,2026-07-04,Present,Workshop,Queen Rotich
SES-0050065,BEN-02125,COHORT-TC-026,2026-07-11,Present,Group Discussion,Caroline Auma
SES-0050066,BEN-02125,COHORT-TC-026,2026-07-18,present,Group Discussion,Yvonne Awino
SES-0050067,BEN-02125,COHORT-TC-026,2026-07-25,Present,Mentorship,Hassan Kiprotich
SES-0050068,BEN-02125,COHORT-TC-026,2026-08-01,Present,Mentorship,David Awino
SES-0050069,BEN-02125,COHORT-TC-026,2026-08-08,Present,Mentorship,Rose Githinji
SES-0050070,BEN-02125,COHORT-TC-026,2026-08-15,Present,Group Discussion,Joseph Njenga
SES-0050071,BEN-02126,COHORT-TC-026,2026-03-09,Present,Skills Lab,Tabitha Were
SES-0050072,BEN-02126,COHORT-TC-026,2026-03-16,Present,Group Discussion,Uchenna Odongo
SES-0050073,BEN-02126,COHORT-TC-026,2026-03-23,Present,Mentorship,Nicholas Awino
SES-0050074,BEN-02126,COHORT-TC-026,2026-03-30,Present,Skills Lab,Aisha Kamau
SES-0050075,BEN-02126,COHORT-TC-026,2026-04-06,Absent,Workshop,Patrick Adhiambo
SES-0050076,BEN-02126,COHORT-TC-026,2026-04-13,Present,Group Discussion,Aisha Chebet
SES-0050077,BEN-02126,COHORT-TC-026,2026-04-21,Absent,Skills Lab,Leonard Achieng
SES-0050078,BEN-02126,COHORT-TC-026,2026-04-27,Absent,Workshop,Felix Ndung'u
SES-0050079,BEN-02126,COHORT-TC-026,2026-05-04,Present,Mentorship,Dennis Chebet
SES-0050080,BEN-02126,COHORT-TC-026,2026-05-11,Present,Mentorship,Lilian Waweru
