id,program_id,region,resource_type,allocated_amount,unit,period_start,period_end,source,status,priority_score,rationale
ALLOC-8309fd69,PROG-0dfc281b,Nairobi,training_capacity,32,seats,2026-05-11,2026-08-19,manual,approved,,
ALLOC-85ec6e22,PROG-0dfc281b,Nairobi,field_officer,1,officers,2026-05-14,2026-09-11,manual,approved,,
ALLOC-a9480d5c,PROG-0dfc281b,Nairobi,budget,1822481,KES,2026-05-14,2026-09-11,ml_recommended,pending,44.42,Quo maxime perspiciatis voluptatibus et ab ab architecto illum minima.
ALLOC-df5dfa2a,PROG-0dfc281b,Nairobi,field_officer,1,officers,2026-05-08,2026-08-11,ml_recommended,pending,86.26,Expedita quam dolorum alias nulla animi nisi tempora dolor.
ALLOC-2f8dee0b,PROG-0dfc281b,Nairobi,training_capacity,64,seats,2026-05-08,2026-08-11,ml_recommended,approved,75.21,Odit provident blanditiis sequi consectetur omnis tempore necessitatibus voluptas tempore.
ALLOC-8b9fc59d,PROG-0dfc281b,Nairobi,budget,1949732,KES,2026-05-08,2026-08-11,ml_recommended,approved,28.93,Ducimus iure vel odit ullam eius.
ALLOC-79cbe7bb,PROG-0dfc281b,Nairobi,field_officer,2,officers,2026-04-20,2026-08-01,manual,approved,,
ALLOC-5ddfb60b,PROG-0dfc281b,Nairobi,training_capacity,92,seats,2026-04-20,2026-08-01,manual,approved,,
ALLOC-d20b0225,PROG-0dfc281b,Nairobi,budget,1621314,KES,2026-04-20,2026-08-01,manual,approved,,
ALLOC-a24e6e42,PROG-5dd1e686,Nairobi,field_officer,4,officers,2025-06-25,2025-10-06,manual,approved,,
ALLOC-5d3d0f24,PROG-5dd1e686,Nairobi,field_officer,4,officers,2026-03-11,2026-05-28,manual,approved,,
ALLOC-29b75089,PROG-5dd1e686,Nairobi,field_officer,1,officers,2025-06-04,2025-08-22,ml_recommended,approved,41.89,Porro pariatur quo ducimus quos eius aperiam harum voluptatum.
ALLOC-eaa7f47c,PROG-5dd1e686,Nairobi,training_capacity,30,seats,2025-06-04,2025-08-22,manual,approved,,
ALLOC-e2e143ac,PROG-5dd1e686,Nairobi,budget,296363,KES,2025-06-04,2025-08-22,manual,approved,,
ALLOC-969185ae,PROG-5dd1e686,Nairobi,training_capacity,83,seats,2024-12-10,2025-02-13,ml_recommended,pending,86.39,Veritatis eaque ipsam laudantium ut nostrum debitis.
ALLOC-3d852770,PROG-5dd1e686,Nairobi,budget,1632593,KES,2024-12-10,2025-02-13,manual,approved,,
ALLOC-3e88641b,PROG-babac9c2,Nairobi,field_officer,2,officers,2025-04-29,2025-07-23,ml_recommended,approved,69.99,Autem molestiae inventore nostrum autem ipsam ea alias architecto.
ALLOC-e6388694,PROG-babac9c2,Nairobi,field_officer,5,officers,2025-08-30,2025-12-15,manual,approved,,
ALLOC-2371d268,PROG-babac9c2,Nairobi,training_capacity,77,seats,2025-08-30,2025-12-15,ml_recommended,approved,81.74,Quod accusantium libero officiis a alias hic.
ALLOC-b91e994c,PROG-babac9c2,Nairobi,budget,572003,KES,2025-08-30,2025-12-15,manual,approved,,
ALLOC-98be4a59,PROG-babac9c2,Nairobi,field_officer,3,officers,2026-01-02,2026-04-25,ml_recommended,approved,46.54,Praesentium temporibus nemo maiores velit laudantium.
ALLOC-5fadaa0f,PROG-babac9c2,Nairobi,training_capacity,34,seats,2026-01-02,2026-04-25,manual,approved,,
ALLOC-99a0dec3,PROG-babac9c2,Nairobi,budget,1844256,KES,2026-01-02,2026-04-25,manual,approved,,
ALLOC-569dd51f,PROG-babac9c2,Nairobi,field_officer,3,officers,2025-04-22,2025-07-09,manual,approved,,
ALLOC-adbe0f71,PROG-babac9c2,Nairobi,training_capacity,100,seats,2025-04-22,2025-07-09,manual,approved,,
ALLOC-96edfdbb,PROG-babac9c2,Nairobi,budget,739253,KES,2025-04-22,2025-07-09,ml_recommended,rejected,56.09,Illo quas repellat architecto dolorem fugit porro quod commodi.
ALLOC-c14553eb,PROG-babac9c2,Nairobi,field_officer,5,officers,2025-01-28,2025-05-27,ml_recommended,pending,20.41,Vel facere placeat id odio vero at modi vero aspernatur.
ALLOC-9ab7f71a,PROG-babac9c2,Nairobi,training_capacity,58,seats,2025-01-28,2025-05-27,manual,approved,,
ALLOC-9394e734,PROG-babac9c2,Nairobi,budget,1966876,KES,2025-01-28,2025-05-27,manual,approved,,
ALLOC-fa523a0f,PROG-10beab49,Nairobi,field_officer,4,officers,2026-02-10,2026-04-11,manual,approved,,
ALLOC-70e18aa2,PROG-10beab49,Nairobi,training_capacity,39,seats,2026-02-10,2026-04-11,manual,approved,,
ALLOC-fe04a0ad,PROG-10beab49,Nairobi,training_capacity,80,seats,2025-11-13,2026-01-21,manual,approved,,
ALLOC-53c42e45,PROG-10beab49,Nairobi,budget,998297,KES,2025-11-13,2026-01-21,ml_recommended,approved,38.86,Quis enim dicta mollitia voluptas optio error harum autem.
ALLOC-2ac77d2d,PROG-10beab49,Nairobi,training_capacity,65,seats,2026-03-04,2026-06-14,manual,approved,,
ALLOC-218ad3d9,PROG-10beab49,Nairobi,budget,1952993,KES,2026-03-04,2026-06-14,ml_recommended,pending,33.27,Laborum suscipit ipsa deleniti alias ad voluptatum dolores.
ALLOC-fbfc3a46,PROG-10beab49,Nairobi,field_officer,3,officers,2025-11-22,2026-01-29,ml_recommended,pending,33.93,Aperiam molestiae est modi rerum ipsum voluptatum alias.
ALLOC-11d687b4,PROG-10beab49,Nairobi,training_capacity,54,seats,2025-11-22,2026-01-29,manual,approved,,
ALLOC-569c59f9,PROG-10beab49,Nairobi,budget,1139280,KES,2025-11-22,2026-01-29,ml_recommended,approved,42.74,Excepturi quam illo distinctio omnis.
ALLOC-a293a7b6,PROG-286aec03,Nairobi,training_capacity,64,seats,2025-01-31,2025-04-07,manual,approved,,
ALLOC-4d23b140,PROG-286aec03,Nairobi,field_officer,3,officers,2025-06-10,2025-08-12,manual,approved,,
ALLOC-b44c6d26,PROG-286aec03,Nairobi,training_capacity,21,seats,2025-06-10,2025-08-12,manual,approved,,
ALLOC-a894997c,PROG-286aec03,Nairobi,budget,1119067,KES,2025-06-10,2025-08-12,manual,approved,,
ALLOC-42bf8007,PROG-286aec03,Nairobi,field_officer,5,officers,2025-12-24,2026-03-09,manual,approved,,
ALLOC-11f619fb,PROG-286aec03,Nairobi,training_capacity,34,seats,2025-12-24,2026-03-09,ml_recommended,rejected,37.31,Itaque perspiciatis soluta corrupti neque unde alias consequuntur officiis iusto.
ALLOC-85fb0e44,PROG-4013e47a,Mombasa,training_capacity,84,seats,2025-11-09,2026-02-22,manual,approved,,
ALLOC-1b752622,PROG-4013e47a,Mombasa,budget,1892796,KES,2025-11-09,2026-02-22,manual,approved,,
ALLOC-a022da20,PROG-4013e47a,Mombasa,field_officer,2,officers,2026-01-30,2026-04-09,manual,approved,,
ALLOC-7f5aa85c,PROG-4013e47a,Mombasa,training_capacity,44,seats,2026-01-30,2026-04-09,ml_recommended,approved,63.15,Aliquid praesentium consectetur cupiditate amet esse recusandae itaque cupiditate nihil repellendus.
ALLOC-e93266cd,PROG-4013e47a,Mombasa,budget,206861,KES,2026-01-30,2026-04-09,manual,approved,,
ALLOC-f6ad0c0d,PROG-4013e47a,Mombasa,budget,993545,KES,2025-12-05,2026-02-22,manual,approved,,
ALLOC-78b4f6fb,PROG-a32525f7,Mombasa,field_officer,3,officers,2026-02-01,2026-04-05,manual,approved,,
ALLOC-6013ea05,PROG-a32525f7,Mombasa,training_capacity,20,seats,2025-07-13,2025-10-01,manual,approved,,
ALLOC-c5462d9c,PROG-a32525f7,Mombasa,field_officer,5,officers,2025-06-25,2025-09-11,manual,approved,,
ALLOC-dd259b5f,PROG-a32525f7,Mombasa,training_capacity,82,seats,2025-06-25,2025-09-11,manual,approved,,
ALLOC-b7499b20,PROG-a32525f7,Mombasa,budget,303187,KES,2025-06-25,2025-09-11,manual,approved,,
ALLOC-f17816c7,PROG-a32525f7,Mombasa,training_capacity,66,seats,2026-02-21,2026-05-27,manual,approved,,
ALLOC-8032e75d,PROG-a32525f7,Mombasa,budget,1733279,KES,2026-02-21,2026-05-27,manual,approved,,
ALLOC-69fe75ff,PROG-a32525f7,Mombasa,field_officer,3,officers,2026-01-12,2026-04-05,manual,approved,,
ALLOC-66affe68,PROG-a32525f7,Mombasa,training_capacity,33,seats,2026-01-12,2026-04-05,manual,approved,,
ALLOC-316418e8,PROG-5acee121,Mombasa,field_officer,1,officers,2025-01-15,2025-04-30,manual,approved,,
ALLOC-e51bd752,PROG-5acee121,Mombasa,training_capacity,63,seats,2025-01-15,2025-04-30,manual,approved,,
ALLOC-0f9038b1,PROG-5acee121,Mombasa,budget,1695907,KES,2025-01-15,2025-04-30,manual,approved,,
ALLOC-d7c7f1b8,PROG-e72db8da,Mombasa,field_officer,5,officers,2024-04-21,2024-06-28,manual,approved,,
ALLOC-b59ee930,PROG-e72db8da,Mombasa,training_capacity,35,seats,2025-10-02,2025-12-23,ml_recommended,pending,49.33,Beatae nisi nulla aperiam dicta.
ALLOC-65167b02,PROG-e72db8da,Mombasa,field_officer,5,officers,2025-08-05,2025-11-23,manual,approved,,
ALLOC-32615ca4,PROG-e72db8da,Mombasa,budget,1287354,KES,2025-08-05,2025-11-23,manual,approved,,
ALLOC-a83083e0,PROG-fa593e31,Mombasa,field_officer,5,officers,2026-04-19,2026-08-09,ml_recommended,rejected,31.59,Repellat voluptatem perspiciatis eveniet voluptate nemo consequatur saepe.
ALLOC-168e239a,PROG-fa593e31,Mombasa,budget,1734461,KES,2026-04-19,2026-08-09,manual,approved,,
ALLOC-793d11f4,PROG-fa593e31,Mombasa,field_officer,1,officers,2026-03-16,2026-06-01,manual,approved,,
ALLOC-8ecf33ef,PROG-fa593e31,Mombasa,training_capacity,21,seats,2026-03-16,2026-06-01,ml_recommended,approved,51.88,Quisquam nihil excepturi blanditiis consequuntur impedit.
ALLOC-72ff5513,PROG-fa593e31,Mombasa,field_officer,2,officers,2026-02-23,2026-05-10,manual,approved,,
ALLOC-2bfe9a05,PROG-fa593e31,Mombasa,training_capacity,35,seats,2026-02-23,2026-05-10,manual,approved,,
ALLOC-713e3d15,PROG-fa593e31,Mombasa,budget,599576,KES,2026-02-23,2026-05-10,manual,approved,,
ALLOC-8807bdaf,PROG-ab8ae865,Nakuru,field_officer,1,officers,2025-03-13,2025-07-10,manual,approved,,
ALLOC-ce45c872,PROG-ab8ae865,Nakuru,training_capacity,46,seats,2025-03-13,2025-07-10,manual,approved,,
ALLOC-f3e0e238,PROG-ab8ae865,Nakuru,budget,828680,KES,2025-03-13,2025-07-10,manual,approved,,
ALLOC-aab62428,PROG-ab8ae865,Nakuru,field_officer,5,officers,2025-06-14,2025-09-02,manual,approved,,
ALLOC-52a5ac9a,PROG-ab8ae865,Nakuru,training_capacity,98,seats,2025-06-14,2025-09-02,manual,approved,,
ALLOC-812f39ac,PROG-ab8ae865,Nakuru,field_officer,3,officers,2026-03-04,2026-06-24,manual,approved,,
ALLOC-403db634,PROG-ab8ae865,Nakuru,budget,132796,KES,2026-03-04,2026-06-24,manual,approved,,
ALLOC-a7226538,PROG-abe72372,Nakuru,field_officer,5,officers,2026-05-25,2026-09-22,manual,approved,,
ALLOC-c161e7a5,PROG-abe72372,Nakuru,budget,663700,KES,2026-05-25,2026-09-22,manual,approved,,
ALLOC-2f2b851e,PROG-abe72372,Nakuru,field_officer,4,officers,2026-05-25,2026-08-02,manual,approved,,
ALLOC-101f894e,PROG-abe72372,Nakuru,budget,480661,KES,2026-05-25,2026-08-02,manual,approved,,
ALLOC-6b686bff,PROG-324998e2,Nakuru,field_officer,2,officers,2024-10-22,2025-01-26,manual,approved,,
ALLOC-7b14ae15,PROG-324998e2,Nakuru,training_capacity,40,seats,2024-10-22,2025-01-26,ml_recommended,approved,68.12,Mollitia ipsa unde aliquam aut sed nostrum quod.
ALLOC-d57b744d,PROG-324998e2,Nakuru,budget,400988,KES,2024-10-22,2025-01-26,manual,approved,,
ALLOC-ae9f60cb,PROG-324998e2,Nakuru,budget,1204734,KES,2024-12-19,2025-03-18,manual,approved,,
ALLOC-e0da485c,PROG-324998e2,Nakuru,field_officer,1,officers,2026-05-20,2026-09-08,manual,approved,,
ALLOC-5c139ca7,PROG-324998e2,Nakuru,training_capacity,21,seats,2026-05-20,2026-09-08,ml_recommended,approved,23.06,Sunt aspernatur ab unde.
ALLOC-f28323b8,PROG-324998e2,Nakuru,budget,275312,KES,2026-05-20,2026-09-08,manual,approved,,
ALLOC-5ba3ee84,PROG-d0d45b7a,Nakuru,field_officer,3,officers,2025-08-22,2025-12-10,ml_recommended,pending,29.75,Suscipit impedit rem quo possimus dignissimos odit minima illum vel.
ALLOC-6f7a92cb,PROG-d0d45b7a,Nakuru,field_officer,2,officers,2025-11-09,2026-01-27,manual,approved,,
ALLOC-4e900620,PROG-d0d45b7a,Nakuru,training_capacity,54,seats,2025-11-09,2026-01-27,manual,approved,,
ALLOC-46024952,PROG-d0d45b7a,Nakuru,budget,1829992,KES,2025-11-09,2026-01-27,manual,approved,,
ALLOC-d23fdca4,PROG-08aa2569,Nakuru,training_capacity,20,seats,2026-05-18,2026-08-18,ml_recommended,pending,49.9,Porro nisi quaerat nostrum at repudiandae error in nam deleniti voluptates.
ALLOC-74f92d5d,PROG-08aa2569,Nakuru,budget,1474399,KES,2026-05-18,2026-08-18,manual,approved,,
ALLOC-ddbe1590,PROG-08aa2569,Nakuru,budget,455591,KES,2026-05-23,2026-09-03,ml_recommended,pending,86.95,Nulla sint voluptates magni iure.
ALLOC-37b03721,PROG-08aa2569,Nakuru,field_officer,3,officers,2026-05-21,2026-08-11,manual,approved,,
ALLOC-f8e03dbe,PROG-08aa2569,Nakuru,field_officer,4,officers,2026-05-17,2026-08-23,manual,approved,,
ALLOC-6b498836,PROG-08aa2569,Nakuru,training_capacity,74,seats,2026-05-17,2026-08-23,manual,approved,,
ALLOC-b521570a,PROG-08aa2569,Nakuru,budget,732425,KES,2026-05-17,2026-08-23,manual,approved,,
ALLOC-38b07038,PROG-db4ffd29,Kisumu,field_officer,4,officers,2025-12-02,2026-03-28,manual,approved,,
ALLOC-e494ecd1,PROG-db4ffd29,Kisumu,field_officer,2,officers,2025-07-16,2025-11-03,ml_recommended,pending,30.34,Omnis eius deserunt recusandae placeat voluptas labore debitis pariatur aliquam officia.
ALLOC-a5e0925d,PROG-db4ffd29,Kisumu,training_capacity,81,seats,2025-07-16,2025-11-03,ml_recommended,pending,49.92,Distinctio dolorum nulla suscipit iste autem amet.
ALLOC-4b3203f1,PROG-db4ffd29,Kisumu,field_officer,2,officers,2025-08-20,2025-10-24,manual,approved,,
ALLOC-f65bcf50,PROG-db4ffd29,Kisumu,training_capacity,60,seats,2025-08-20,2025-10-24,manual,approved,,
ALLOC-048e6167,PROG-db4ffd29,Kisumu,budget,968104,KES,2025-08-20,2025-10-24,manual,approved,,
ALLOC-5f2bcd7b,PROG-db4ffd29,Kisumu,field_officer,2,officers,2026-04-28,2026-07-18,manual,approved,,
ALLOC-6cdd6222,PROG-db4ffd29,Kisumu,training_capacity,88,seats,2026-04-28,2026-07-18,manual,approved,,
ALLOC-c6e845d5,PROG-db4ffd29,Kisumu,budget,1822609,KES,2026-04-28,2026-07-18,manual,approved,,
ALLOC-a75072b7,PROG-dbcb96bd,Kisumu,field_officer,5,officers,2025-04-21,2025-08-04,ml_recommended,approved,35.35,Debitis quos laborum blanditiis tempora quam nihil eveniet dicta perspiciatis.
ALLOC-badecf1f,PROG-dbcb96bd,Kisumu,training_capacity,66,seats,2025-04-21,2025-08-04,manual,approved,,
ALLOC-6689e837,PROG-dbcb96bd,Kisumu,field_officer,2,officers,2023-09-22,2023-12-14,ml_recommended,pending,44.45,Dolorem beatae dolorem dolores impedit dicta tempora asperiores.
ALLOC-f8dda52d,PROG-915b15d8,Kisumu,field_officer,5,officers,2025-09-14,2025-12-12,ml_recommended,rejected,36.97,Laborum tempora corporis unde iste harum consequatur quam odio voluptate.
ALLOC-1c35a39f,PROG-915b15d8,Kisumu,budget,388990,KES,2025-09-14,2025-12-12,manual,approved,,
ALLOC-1d1d0f71,PROG-915b15d8,Kisumu,training_capacity,74,seats,2025-04-12,2025-07-05,manual,approved,,
ALLOC-8740146d,PROG-915b15d8,Kisumu,budget,865972,KES,2025-01-31,2025-05-01,manual,approved,,
ALLOC-bd19a257,PROG-4432776f,Kisumu,field_officer,4,officers,2026-04-17,2026-06-16,manual,approved,,
ALLOC-d7d77b99,PROG-4432776f,Kisumu,training_capacity,37,seats,2026-04-17,2026-06-16,manual,approved,,
ALLOC-3761e54a,PROG-4432776f,Kisumu,budget,728113,KES,2026-04-17,2026-06-16,manual,approved,,
ALLOC-1194e2d9,PROG-4432776f,Kisumu,training_capacity,56,seats,2026-05-04,2026-07-31,manual,approved,,
ALLOC-7b08bfec,PROG-4432776f,Kisumu,budget,1447324,KES,2026-05-04,2026-07-31,manual,approved,,
ALLOC-4e066481,PROG-4432776f,Kisumu,field_officer,4,officers,2026-04-24,2026-07-25,ml_recommended,approved,81.32,Excepturi adipisci necessitatibus eligendi beatae iure.
ALLOC-dcc8c5b3,PROG-4432776f,Kisumu,training_capacity,53,seats,2026-04-24,2026-07-25,ml_recommended,approved,69.65,Cupiditate exercitationem suscipit nobis ratione odit nostrum cumque voluptas.
ALLOC-ea029c95,PROG-4432776f,Kisumu,budget,428834,KES,2026-04-24,2026-07-25,manual,approved,,
ALLOC-7ac7d9fd,PROG-56db292e,Eldoret,training_capacity,47,seats,2025-04-24,2025-07-17,manual,approved,,
ALLOC-868bcc19,PROG-56db292e,Eldoret,budget,922693,KES,2025-04-24,2025-07-17,manual,approved,,
ALLOC-b2d7b4f6,PROG-56db292e,Eldoret,field_officer,1,officers,2025-12-09,2026-03-14,ml_recommended,approved,41.92,Assumenda sequi laudantium voluptatum nihil saepe eius.
ALLOC-ddc4819a,PROG-56db292e,Eldoret,training_capacity,68,seats,2025-12-09,2026-03-14,manual,approved,,
ALLOC-dc685b39,PROG-0d758df2,Eldoret,field_officer,1,officers,2024-08-09,2024-10-25,manual,approved,,
ALLOC-0326afc6,PROG-0d758df2,Eldoret,budget,602330,KES,2024-08-09,2024-10-25,manual,approved,,
ALLOC-563b95fe,PROG-0d758df2,Eldoret,field_officer,5,officers,2025-07-30,2025-10-04,manual,approved,,
ALLOC-59385e92,PROG-0d758df2,Eldoret,budget,523049,KES,2025-07-30,2025-10-04,manual,approved,,
ALLOC-6921575e,PROG-0d758df2,Eldoret,field_officer,5,officers,2024-02-25,2024-05-10,manual,approved,,
ALLOC-47143ee6,PROG-0d758df2,Eldoret,training_capacity,81,seats,2024-02-25,2024-05-10,manual,approved,,
ALLOC-670a7d4b,PROG-0d758df2,Eldoret,budget,747191,KES,2024-02-25,2024-05-10,manual,approved,,
ALLOC-aefd9a18,PROG-0d758df2,Eldoret,field_officer,4,officers,2025-01-22,2025-05-10,manual,approved,,
ALLOC-da8684ed,PROG-0d758df2,Eldoret,training_capacity,70,seats,2025-01-22,2025-05-10,manual,approved,,
ALLOC-0e83a4fd,PROG-0d758df2,Eldoret,field_officer,4,officers,2026-01-11,2026-04-24,ml_recommended,approved,55.15,Quasi doloribus eveniet neque tempora nihil corrupti nemo a.
ALLOC-000c40a9,PROG-0d758df2,Eldoret,budget,1769478,KES,2026-01-11,2026-04-24,manual,approved,,
ALLOC-d1b8c665,PROG-faff3389,Eldoret,field_officer,4,officers,2024-10-15,2024-12-24,manual,approved,,
ALLOC-0d13b05f,PROG-faff3389,Eldoret,training_capacity,49,seats,2024-10-15,2024-12-24,ml_recommended,approved,65.8,Aliquam iusto quisquam alias minus.
ALLOC-c1fc4dfa,PROG-faff3389,Eldoret,field_officer,5,officers,2024-06-04,2024-09-04,manual,approved,,
ALLOC-98c0d5d7,PROG-faff3389,Eldoret,budget,1747002,KES,2024-06-04,2024-09-04,manual,approved,,
ALLOC-ad68cc15,PROG-9c31bb5a,Eldoret,training_capacity,69,seats,2025-10-26,2026-02-02,manual,approved,,
ALLOC-997d1df6,PROG-9c31bb5a,Eldoret,training_capacity,83,seats,2026-03-01,2026-05-04,manual,approved,,
ALLOC-093f5f52,PROG-9c31bb5a,Eldoret,budget,1707083,KES,2026-03-01,2026-05-04,ml_recommended,approved,87.83,Repellat possimus atque libero assumenda quidem possimus illum dolor.
ALLOC-3d69b86c,PROG-9c31bb5a,Eldoret,field_officer,3,officers,2025-06-08,2025-09-07,manual,approved,,
ALLOC-71a27615,PROG-9c31bb5a,Eldoret,training_capacity,28,seats,2025-06-08,2025-09-07,manual,approved,,
ALLOC-bec168a7,PROG-9c31bb5a,Eldoret,budget,287127,KES,2025-06-08,2025-09-07,manual,approved,,
ALLOC-c5c6ae8b,PROG-9c31bb5a,Eldoret,field_officer,4,officers,2026-04-23,2026-08-10,ml_recommended,approved,50.94,Eos officia at laboriosam esse provident similique quibusdam.
ALLOC-4cec07c5,PROG-3f636f97,Kiambu,training_capacity,99,seats,2025-04-17,2025-07-09,ml_recommended,pending,45.67,Voluptate iure consequuntur praesentium delectus.
ALLOC-e5bf5ca3,PROG-3f636f97,Kiambu,field_officer,4,officers,2025-09-04,2025-11-26,manual,approved,,
ALLOC-eec0d823,PROG-3f636f97,Kiambu,training_capacity,25,seats,2025-09-04,2025-11-26,manual,approved,,
ALLOC-ebba2a13,PROG-3f636f97,Kiambu,budget,1654078,KES,2025-09-04,2025-11-26,ml_recommended,approved,59.26,Occaecati provident a occaecati harum porro minus eos.
ALLOC-a3c486d6,PROG-3f636f97,Kiambu,field_officer,4,officers,2025-06-15,2025-10-07,manual,approved,,
ALLOC-0193a4cb,PROG-3f636f97,Kiambu,training_capacity,29,seats,2025-06-15,2025-10-07,manual,approved,,
ALLOC-55cd4c02,PROG-3f636f97,Kiambu,field_officer,4,officers,2026-03-05,2026-05-09,manual,approved,,
ALLOC-920050e5,PROG-3f636f97,Kiambu,budget,279982,KES,2026-03-05,2026-05-09,manual,approved,,
ALLOC-c872cd6b,PROG-3f636f97,Kiambu,training_capacity,75,seats,2025-05-22,2025-09-17,manual,approved,,
ALLOC-017c8441,PROG-3f636f97,Kiambu,budget,765394,KES,2025-05-22,2025-09-17,manual,approved,,
ALLOC-f8c5858a,PROG-3efe6266,Kiambu,training_capacity,78,seats,2025-11-12,2026-02-24,manual,approved,,
ALLOC-1c7eb50c,PROG-3efe6266,Kiambu,budget,1085593,KES,2025-11-12,2026-02-24,manual,approved,,
ALLOC-cb9a4f02,PROG-3efe6266,Kiambu,field_officer,5,officers,2025-11-12,2026-01-31,ml_recommended,pending,76.6,Praesentium nostrum nemo dignissimos placeat nulla excepturi.
ALLOC-aa0d2298,PROG-3efe6266,Kiambu,field_officer,1,officers,2025-11-12,2026-01-14,ml_recommended,approved,38.89,Maiores tenetur facilis amet fugit.
ALLOC-1102fcf5,PROG-3efe6266,Kiambu,training_capacity,30,seats,2025-11-12,2026-01-14,manual,approved,,
ALLOC-bd91eea4,PROG-3efe6266,Kiambu,budget,271356,KES,2025-11-12,2026-01-14,manual,approved,,
ALLOC-30d29419,PROG-3efe6266,Kiambu,training_capacity,53,seats,2026-03-20,2026-06-16,manual,approved,,
ALLOC-b248494b,PROG-3efe6266,Kiambu,budget,1976859,KES,2026-03-20,2026-06-16,ml_recommended,approved,72.72,Nulla facilis cupiditate nam architecto quae dignissimos voluptatem dolores.
ALLOC-63efadfa,PROG-3efe6266,Kiambu,field_officer,4,officers,2025-10-31,2026-01-11,manual,approved,,
ALLOC-6a7c4433,PROG-3efe6266,Kiambu,training_capacity,40,seats,2025-10-31,2026-01-11,ml_recommended,approved,83.88,Officiis qui quibusdam sit praesentium.
ALLOC-7433fe40,PROG-3efe6266,Kiambu,budget,1825989,KES,2025-10-31,2026-01-11,manual,approved,,
ALLOC-f4df08b6,PROG-0e8639f5,Kiambu,field_officer,5,officers,2024-06-14,2024-09-28,manual,approved,,
ALLOC-4be1b555,PROG-0e8639f5,Kiambu,training_capacity,60,seats,2024-06-14,2024-09-28,manual,approved,,
ALLOC-e58711d0,PROG-0e8639f5,Kiambu,training_capacity,72,seats,2024-08-25,2024-11-24,manual,approved,,
ALLOC-59cfa553,PROG-0e8639f5,Kiambu,training_capacity,77,seats,2025-07-01,2025-10-29,manual,approved,,
ALLOC-514333f5,PROG-0e8639f5,Kiambu,budget,176516,KES,2025-07-01,2025-10-29,manual,approved,,
ALLOC-fcde5630,PROG-cd1d2009,Kiambu,field_officer,2,officers,2025-06-29,2025-10-11,manual,approved,,
ALLOC-a95bf716,PROG-cd1d2009,Kiambu,training_capacity,46,seats,2025-06-29,2025-10-11,ml_recommended,rejected,60.38,Eum tempore magnam in amet fuga iste.
ALLOC-2b15fb7b,PROG-cd1d2009,Kiambu,budget,1806618,KES,2025-06-29,2025-10-11,manual,approved,,
ALLOC-3f510ae6,PROG-cd1d2009,Kiambu,field_officer,1,officers,2025-02-28,2025-06-25,manual,approved,,
ALLOC-7963dd40,PROG-cd1d2009,Kiambu,training_capacity,78,seats,2025-02-28,2025-06-25,manual,approved,,
ALLOC-e280741e,PROG-cd1d2009,Kiambu,budget,1836831,KES,2025-02-28,2025-06-25,manual,approved,,
ALLOC-a28ddc8d,PROG-cd1d2009,Kiambu,field_officer,2,officers,2025-10-12,2026-01-28,manual,approved,,
ALLOC-608a4be9,PROG-cd1d2009,Kiambu,training_capacity,90,seats,2025-10-12,2026-01-28,manual,approved,,
ALLOC-b068d918,PROG-cd1d2009,Kiambu,budget,900196,KES,2025-10-12,2026-01-28,manual,approved,,
ALLOC-f429447f,PROG-5b970cc8,Kiambu,training_capacity,22,seats,2023-12-05,2024-02-08,manual,approved,,
ALLOC-8a4def60,PROG-5b970cc8,Kiambu,budget,1141036,KES,2023-12-05,2024-02-08,manual,approved,,
ALLOC-7aa1ea25,PROG-5b970cc8,Kiambu,field_officer,4,officers,2025-05-25,2025-09-21,manual,approved,,
ALLOC-a581e76e,PROG-5b970cc8,Kiambu,budget,1886155,KES,2025-05-25,2025-09-21,manual,approved,,
ALLOC-7ad486ff,PROG-5b970cc8,Kiambu,field_officer,4,officers,2024-04-10,2024-07-28,manual,approved,,
ALLOC-4f3493f1,PROG-5b970cc8,Kiambu,training_capacity,70,seats,2024-08-19,2024-12-07,manual,approved,,
ALLOC-4eb1d7d5,PROG-5b970cc8,Kiambu,budget,569629,KES,2024-08-19,2024-12-07,manual,approved,,
ALLOC-b087bbe0,PROG-ce4fe570,Machakos,field_officer,4,officers,2026-03-14,2026-06-24,manual,approved,,
ALLOC-f6a1d432,PROG-ce4fe570,Machakos,training_capacity,73,seats,2026-03-14,2026-06-24,manual,approved,,
ALLOC-12103492,PROG-ce4fe570,Machakos,budget,1757819,KES,2026-03-14,2026-06-24,manual,approved,,
ALLOC-f790038d,PROG-ce4fe570,Machakos,training_capacity,62,seats,2026-01-09,2026-04-12,manual,approved,,
ALLOC-422f4e94,PROG-ce4fe570,Machakos,budget,1001816,KES,2026-01-09,2026-04-12,manual,approved,,
ALLOC-3a5c7457,PROG-ce4fe570,Machakos,field_officer,4,officers,2024-10-30,2025-01-10,ml_recommended,approved,60.45,Minima commodi quae perspiciatis minus eos numquam reiciendis veniam.
ALLOC-91e2e444,PROG-ce4fe570,Machakos,training_capacity,69,seats,2024-10-30,2025-01-10,ml_recommended,pending,83.29,Deleniti sunt assumenda hic debitis.
ALLOC-f2a76ebc,PROG-ce4fe570,Machakos,budget,1017297,KES,2024-10-30,2025-01-10,manual,approved,,
ALLOC-610a85da,PROG-ce4fe570,Machakos,field_officer,1,officers,2025-09-22,2026-01-11,manual,approved,,
ALLOC-fa6723b2,PROG-055f2cd4,Machakos,field_officer,3,officers,2026-05-07,2026-08-10,manual,approved,,
