disbursement_id,beneficiary_id,cohort_id,expected_date,actual_date,amount_kes,status,delay_days,payment_method
DISB-0063063,BEN-05992,COHORT-TC-026,2026-06-06,2026-06-06,6274,Paid,0,Bank Transfer
DISB-0063064,BEN-05992,COHORT-TC-026,2026-07-06,2026-07-06,4464,Paid,0,Cash
DISB-0063065,BEN-05992,COHORT-TC-026,2026-08-06,2026-08-06,4750,Paid,0,Cash
DISB-0063066,BEN-05993,COHORT-TC-026,2025-10-06,2025-10-06,3970,Paid,0,Bank Transfer
DISB-0063067,BEN-05993,COHORT-TC-026,2025-11-06,2025-11-06,5868,PAID,0,Cash
DISB-0063068,BEN-05993,COHORT-TC-026,2025-12-06,2025-12-06,5711,Paid,0,Bank Transfer
DISB-0063069,BEN-05993,COHORT-TC-026,2026-01-06,2026-01-14,3144,Delayed,8,M-Pesa
DISB-0063070,BEN-05993,COHORT-TC-026,2026-02-06,2026-02-06,6976,Paid,0,Bank Transfer
DISB-0063071,BEN-05993,COHORT-TC-026,2026-03-06,2026-03-06,7960,Pending,0,Bank Transfer
DISB-0063072,BEN-05993,COHORT-TC-026,2026-04-06,2026-04-30,4086,Delayed,24,Bank Transfer
DISB-0063073,BEN-05993,COHORT-TC-026,2026-05-06,2026-05-06,3912,Paid,0,Cash
DISB-0063074,BEN-05993,COHORT-TC-026,2026-06-06,2026-06-06,3871,Pending,0,M-Pesa
DISB-0063075,BEN-05993,COHORT-TC-026,2026-07-06,2026-07-06,3473,Paid,0,Bank Transfer
DISB-0063076,BEN-05993,COHORT-TC-026,2026-08-06,2026-08-06,5745,Paid,0,M-Pesa
DISB-0063077,BEN-05994,COHORT-TC-026,2025-10-06,2025-10-06,6675,Paid,0,Cash
DISB-0063078,BEN-05994,COHORT-TC-026,2025-11-06,2025-11-06,7258,Paid,0,M-Pesa
DISB-0063079,BEN-05994,COHORT-TC-026,2025-12-06,2025-12-06,4820,Paid,0,Bank Transfer
DISB-0063080,BEN-05994,COHORT-TC-026,2026-01-06,2026-01-06,4957,Paid,0,M-Pesa
DISB-0063081,BEN-05994,COHORT-TC-026,2026-02-06,2026-02-06,3996,Paid,0,Cash
DISB-0063082,BEN-05994,COHORT-TC-026,2026-03-06,,7665,Withheld,0,Cash
DISB-0063083,BEN-05994,COHORT-TC-026,2026-04-06,2026-04-30,6945,Delayed,24,Bank Transfer
DISB-0063084,BEN-05994,COHORT-TC-026,2026-05-06,2026-05-06,3063,Paid,0,M-Pesa
DISB-0063085,BEN-05994,COHORT-TC-026,2026-06-06,2026-06-06,5589,paid,0,M-Pesa
DISB-0063086,BEN-05994,COHORT-TC-026,2026-07-06,2026-07-06,7820,Paid,0,Cash
DISB-0063087,BEN-05994,COHORT-TC-026,2026-08-06,2026-08-06,4541,Paid,0,M-Pesa
DISB-0063088,BEN-05995,COHORT-TC-026,2025-09-06,2025-09-06,6250,Pending,0,Bank Transfer
DISB-0063089,BEN-05995,COHORT-TC-026,2025-10-06,2025-10-06,5096,delayed,0,Bank Transfer
DISB-0063090,BEN-05995,COHORT-TC-026,2025-11-06,2025-11-06,7570,Paid,0,M-Pesa
DISB-0063091,BEN-05995,COHORT-TC-026,2025-12-06,2025-12-24,5538,Delayed,18,Bank Transfer
DISB-0063092,BEN-05995,COHORT-TC-026,2026-01-06,2026-01-06,5068,Paid,0,Cash
DISB-0063093,BEN-05995,COHORT-TC-026,2026-02-06,2026-02-06,4459,Paid,0,M-Pesa
DISB-0063094,BEN-05996,COHORT-TC-026,2025-10-06,2025-11-01,7546,Delayed,26,M-Pesa
DISB-0063095,BEN-05996,COHORT-TC-026,2025-11-06,2025-11-06,7819,Paid,0,M-Pesa
DISB-0063096,BEN-05996,COHORT-TC-026,2025-12-06,2025-12-06,5465,Paid,0,M-Pesa
DISB-0063097,BEN-05996,COHORT-TC-026,2026-01-06,2026-01-06,4228,Paid,0,Bank Transfer
DISB-0063098,BEN-05996,COHORT-TC-026,2026-02-06,2026-02-06,5226,Paid,0,M-Pesa
DISB-0063099,BEN-05996,COHORT-TC-026,2026-03-06,2026-03-31,3203,Delayed,25,M-Pesa
DISB-0063100,BEN-05996,COHORT-TC-026,2026-04-06,2026-04-06,7527,Paid,0,Cash
DISB-0063101,BEN-05996,COHORT-TC-026,2026-05-06,2026-05-06,4801,Pending,0,Bank Transfer
DISB-0063102,BEN-05996,COHORT-TC-026,2026-06-06,2026-06-06,3132,Paid,0,M-Pesa
DISB-0063103,BEN-05996,COHORT-TC-026,2026-07-06,2026-07-06,3708,Paid,0,Cash
DISB-0063104,BEN-05996,COHORT-TC-026,2026-08-06,2026-08-06,3763,Pending,0,Cash
DISB-0063105,BEN-05997,COHORT-TC-026,2025-09-06,2025-09-06,4434,Paid,0,M-Pesa
DISB-0063106,BEN-05997,COHORT-TC-026,2025-10-06,2025-10-06,7576,Paid,0,Bank Transfer
DISB-0063107,BEN-05997,COHORT-TC-026,2025-11-06,2025-11-06,7111,Paid,0,Bank Transfer
DISB-0063108,BEN-05997,COHORT-TC-026,2025-12-06,2025-12-06,3407,Paid,0,Bank Transfer
DISB-0063109,BEN-05997,COHORT-TC-026,2026-01-06,2026-02-01,4288,Delayed,26,M-Pesa
DISB-0063110,BEN-05997,COHORT-TC-026,2026-02-06,2026-02-06,6781,Paid,0,M-Pesa
DISB-0063111,BEN-05997,COHORT-TC-026,2026-03-06,2026-03-06,6087,Paid,0,M-Pesa
DISB-0063112,BEN-05997,COHORT-TC-026,2026-04-06,2026-04-06,5025,Pending,0,Cash
DISB-0063113,BEN-05997,COHORT-TC-026,2026-05-06,2026-05-06,3964,Paid,0,Cash
DISB-0063114,BEN-05997,COHORT-TC-026,2026-06-06,,6965,Withheld,0,Bank Transfer
DISB-0063115,BEN-05997,COHORT-TC-026,2026-07-06,2026-07-06,6412,Paid,0,M-Pesa
DISB-0063116,BEN-05997,COHORT-TC-026,2026-08-06,2026-08-06,6621,Paid,0,Bank Transfer
DISB-0063117,BEN-05998,COHORT-TC-026,2025-09-06,2025-09-06,7771,Paid,0,Cash
DISB-0063118,BEN-05998,COHORT-TC-026,2025-10-06,2025-10-06,6571,delayed,0,M-Pesa
DISB-0063119,BEN-05998,COHORT-TC-026,2025-11-06,2025-11-21,4266,Delayed,15,Bank Transfer
DISB-0063120,BEN-05998,COHORT-TC-026,2025-12-06,2025-12-06,7580,withheld,0,M-Pesa
DISB-0063121,BEN-05998,COHORT-TC-026,2026-01-06,2026-01-06,3510,Paid,0,M-Pesa
DISB-0063122,BEN-05998,COHORT-TC-026,2026-02-06,2026-02-06,7147,PAID,0,M-Pesa
DISB-0063123,BEN-05998,COHORT-TC-026,2026-03-06,2026-03-06,3542,Paid,0,Cash
DISB-0063124,BEN-05998,COHORT-TC-026,2026-04-06,2026-04-06,4214,Paid,0,Cash
DISB-0063125,BEN-05998,COHORT-TC-026,2026-05-06,2026-05-06,5065,Paid,0,Bank Transfer
DISB-0063126,BEN-05998,COHORT-TC-026,2026-06-06,2026-06-06,7068,Paid,0,Cash
DISB-0063127,BEN-05998,COHORT-TC-026,2026-07-06,2026-07-06,4957,delayed,0,M-Pesa
DISB-0063128,BEN-05998,COHORT-TC-026,2026-08-06,2026-08-06,6679,Paid,0,Bank Transfer
DISB-0063129,BEN-05999,COHORT-TC-026,2025-09-06,2025-09-06,4655,Pending,0,M-Pesa
DISB-0063130,BEN-05999,COHORT-TC-026,2025-10-06,2025-10-06,5203,Pending,0,M-Pesa
DISB-0063131,BEN-05999,COHORT-TC-026,2025-11-06,2025-11-06,3398,Paid,0,Bank Transfer
DISB-0063132,BEN-05999,COHORT-TC-026,2025-12-06,2025-12-06,5327,Paid,0,M-Pesa
DISB-0063133,BEN-05999,COHORT-TC-026,2026-01-06,2026-01-06,4988,Paid,0,Bank Transfer
DISB-0063134,BEN-05999,COHORT-TC-026,2026-02-06,2026-02-06,6703,Paid,0,Bank Transfer
DISB-0063135,BEN-05999,COHORT-TC-026,2026-03-06,2026-03-06,3072,Paid,0,M-Pesa
DISB-0063136,BEN-05999,COHORT-TC-026,2026-04-06,2026-04-06,6643,Paid,0,M-Pesa
DISB-0063137,BEN-05999,COHORT-TC-026,2026-05-06,2026-05-06,3799,Paid,0,M-Pesa
DISB-0063138,BEN-05999,COHORT-TC-026,2026-06-06,2026-06-06,5850,Paid,0,Bank Transfer
DISB-0063139,BEN-05999,COHORT-TC-026,2026-07-06,2026-07-06,4465,Paid,0,Cash
DISB-0063140,BEN-05999,COHORT-TC-026,2026-08-06,2026-08-06,5091,Paid,0,M-Pesa
DISB-0063141,BEN-06000,COHORT-TC-026,2025-09-06,2025-09-29,5664,Delayed,23,Cash
DISB-0063142,BEN-06000,COHORT-TC-026,2025-10-06,2025-10-30,4836,Delayed,24,Bank Transfer
DISB-0063143,BEN-06000,COHORT-TC-026,2025-11-06,2025-11-06,5439,Paid,0,Cash
DISB-0063144,BEN-06000,COHORT-TC-026,2025-12-06,2026-01-05,6740,Delayed,30,Bank Transfer
DISB-0063145,BEN-06000,COHORT-TC-026,2026-01-06,2026-01-06,6108,PAID,0,Cash
DISB-0063146,BEN-06000,COHORT-TC-026,2026-02-06,2026-02-06,5668,Pending,0,Cash
DISB-0063147,BEN-06000,COHORT-TC-026,2026-03-06,2026-03-06,4871,Paid,0,Cash
DISB-0063148,BEN-06001,COHORT-TC-026,2025-09-06,2025-09-06,7350,Paid,0,Cash
DISB-0063149,BEN-06001,COHORT-TC-026,2025-10-06,2025-10-06,5646,Paid,0,Bank Transfer
DISB-0063150,BEN-06001,COHORT-TC-026,2025-11-06,2025-11-06,4202,Paid,0,M-Pesa
DISB-0063151,BEN-06001,COHORT-TC-026,2025-12-06,2025-12-06,5168,PAID,0,M-Pesa
DISB-0063152,BEN-06001,COHORT-TC-026,2026-01-06,2026-01-06,4509,Paid,0,Cash
DISB-0063153,BEN-06001,COHORT-TC-026,2026-02-06,2026-02-24,3234,Delayed,18,M-Pesa
DISB-0063154,BEN-06001,COHORT-TC-026,2026-03-06,2026-03-06,7519,Paid,0,Cash
DISB-0063155,BEN-06001,COHORT-TC-026,2026-04-06,2026-04-25,7813,Delayed,19,Cash
DISB-0063156,BEN-06001,COHORT-TC-026,2026-05-06,2026-05-06,4010,Paid,0,Cash
DISB-0063157,BEN-06001,COHORT-TC-026,2026-06-06,2026-06-06,7958,Paid,0,M-Pesa
DISB-0063158,BEN-06001,COHORT-TC-026,2026-07-06,2026-07-06,3882,Paid,0,M-Pesa
DISB-0063159,BEN-06001,COHORT-TC-026,2026-08-06,2026-08-06,7955,Paid,0,Cash
DISB-0063160,BEN-06002,COHORT-TC-026,2025-10-06,2025-10-06,7276,Paid,0,Cash
DISB-0063161,BEN-06002,COHORT-TC-026,2025-11-06,2025-11-06,7399,delayed,0,Bank Transfer
DISB-0063162,BEN-06002,COHORT-TC-026,2025-12-06,2025-12-06,7976,Paid,0,Bank Transfer
DISB-0063163,BEN-06002,COHORT-TC-026,2026-01-06,2026-01-06,3909,Pending,0,Bank Transfer
DISB-0063164,BEN-06002,COHORT-TC-026,2026-02-06,2026-02-06,3710,Paid,0,Cash
DISB-0063165,BEN-06002,COHORT-TC-026,2026-03-06,2026-03-06,6641,Paid,0,Cash
DISB-0063166,BEN-06002,COHORT-TC-026,2026-04-06,2026-04-06,4766,Paid,0,M-Pesa
DISB-0063167,BEN-06002,COHORT-TC-026,2026-05-06,2026-05-06,7779,Paid,0,Bank Transfer
DISB-0063168,BEN-06002,COHORT-TC-026,2026-06-06,2026-06-06,3812,Paid,0,Bank Transfer
DISB-0063169,BEN-06002,COHORT-TC-026,2026-07-06,2026-07-06,6400,Paid,0,M-Pesa
DISB-0063170,BEN-06002,COHORT-TC-026,2026-08-06,2026-08-06,7418,Paid,0,Cash
DISB-0063171,BEN-06003,COHORT-TC-026,2025-10-06,2025-10-06,4119,Paid,0,M-Pesa
DISB-0063172,BEN-06003,COHORT-TC-026,2025-11-06,2025-11-06,4466,Paid,0,Cash
DISB-0063173,BEN-06003,COHORT-TC-026,2025-12-06,2025-12-06,4746,Paid,0,Bank Transfer
DISB-0063174,BEN-06003,COHORT-TC-026,2026-01-06,,5207,Withheld,0,M-Pesa
DISB-0063175,BEN-06003,COHORT-TC-026,2026-02-06,,4141,Withheld,0,Bank Transfer
DISB-0063176,BEN-06003,COHORT-TC-026,2026-03-06,2026-03-06,4882,Paid,0,M-Pesa
DISB-0063177,BEN-06003,COHORT-TC-026,2026-04-06,2026-04-06,4707,Pending,0,M-Pesa
DISB-0063178,BEN-06003,COHORT-TC-026,2026-05-06,2026-05-06,4691,Paid,0,M-Pesa
DISB-0063179,BEN-06003,COHORT-TC-026,2026-06-06,2026-06-06,4547,Paid,0,Cash
DISB-0063180,BEN-06003,COHORT-TC-026,2026-07-06,2026-07-06,4443,delayed,0,Cash
DISB-0063181,BEN-06003,COHORT-TC-026,2026-08-06,2026-08-06,3647,Paid,0,Bank Transfer
DISB-0063182,BEN-06004,COHORT-TC-026,2025-10-06,2025-10-06,5107,Pending,0,M-Pesa
DISB-0063183,BEN-06004,COHORT-TC-026,2025-11-06,2025-11-06,6096,Paid,0,Cash
DISB-0063184,BEN-06004,COHORT-TC-026,2025-12-06,2025-12-06,3660,Pending,0,Bank Transfer
DISB-0063185,BEN-06004,COHORT-TC-026,2026-01-06,2026-02-04,3633,Delayed,29,Cash
DISB-0063186,BEN-06004,COHORT-TC-026,2026-02-06,2026-02-06,3630,Paid,0,M-Pesa
DISB-0063187,BEN-06004,COHORT-TC-026,2026-03-06,,4810,Withheld,0,Bank Transfer
DISB-0063188,BEN-06004,COHORT-TC-026,2026-04-06,2026-04-06,5861,Pending,0,Bank Transfer
DISB-0063189,BEN-06004,COHORT-TC-026,2026-05-06,2026-05-06,3371,Paid,0,Cash
DISB-0063190,BEN-06004,COHORT-TC-026,2026-06-06,2026-06-06,5911,Pending,0,M-Pesa
DISB-0063191,BEN-06004,COHORT-TC-026,2026-07-06,2026-07-21,7469,Delayed,15,M-Pesa
DISB-0063192,BEN-06004,COHORT-TC-026,2026-08-06,2026-08-06,7857,paid,0,Cash
DISB-0063193,BEN-06005,COHORT-TC-026,2025-10-06,2025-10-06,6762,Paid,0,Bank Transfer
DISB-0063194,BEN-06005,COHORT-TC-026,2025-11-06,2025-11-06,6329,Paid,0,Cash
DISB-0063195,BEN-06005,COHORT-TC-026,2025-12-06,2025-12-06,6794,Paid,0,Bank Transfer
DISB-0063196,BEN-06005,COHORT-TC-026,2026-01-06,2026-01-06,5400,Pending,0,Bank Transfer
DISB-0063197,BEN-06005,COHORT-TC-026,2026-02-06,2026-02-06,5650,Paid,0,M-Pesa
DISB-0063198,BEN-06005,COHORT-TC-026,2026-03-06,2026-03-06,6401,Paid,0,M-Pesa
DISB-0063199,BEN-06006,COHORT-TC-026,2025-10-06,2025-10-15,7582,Delayed,9,Cash
DISB-0063200,BEN-06006,COHORT-TC-026,2025-11-06,2025-11-06,5790,Pending,0,Bank Transfer
DISB-0063201,BEN-06006,COHORT-TC-026,2025-12-06,2025-12-06,4262,Paid,0,Bank Transfer
DISB-0063202,BEN-06006,COHORT-TC-026,2026-01-06,,5034,Withheld,0,M-Pesa
DISB-0063203,BEN-06006,COHORT-TC-026,2026-02-06,2026-02-06,5426,Pending,0,Cash
DISB-0063204,BEN-06006,COHORT-TC-026,2026-03-06,2026-03-06,4608,Paid,0,M-Pesa
DISB-0063205,BEN-06006,COHORT-TC-026,2026-04-06,2026-04-06,6763,Paid,0,Cash
DISB-0063206,BEN-06006,COHORT-TC-026,2026-05-06,2026-05-06,3216,Paid,0,Cash
DISB-0063207,BEN-06006,COHORT-TC-026,2026-06-06,2026-06-06,4384,Paid,0,Bank Transfer
DISB-0063208,BEN-06006,COHORT-TC-026,2026-07-06,2026-07-06,4044,Paid,0,Cash
DISB-0063209,BEN-06006,COHORT-TC-026,2026-08-06,2026-08-06,4605,Paid,0,M-Pesa
DISB-0063210,BEN-06007,COHORT-TC-026,2025-09-06,2025-09-06,6868,Paid,0,M-Pesa
DISB-0063211,BEN-06007,COHORT-TC-026,2025-10-06,2025-10-06,7948,Paid,0,M-Pesa
DISB-0063212,BEN-06007,COHORT-TC-026,2025-11-06,2025-11-06,3036,Paid,0,M-Pesa
DISB-0063213,BEN-06007,COHORT-TC-026,2025-12-06,2025-12-06,5662,Paid,0,Cash
DISB-0063214,BEN-06007,COHORT-TC-026,2026-01-06,2026-01-06,5955,Paid,0,M-Pesa
DISB-0063215,BEN-06007,COHORT-TC-026,2026-02-06,2026-02-06,5159,Paid,0,Bank Transfer
DISB-0063216,BEN-06007,COHORT-TC-026,2026-03-06,2026-03-06,6757,Paid,0,M-Pesa
DISB-0063217,BEN-06007,COHORT-TC-026,2026-04-06,2026-04-06,4628,Paid,0,M-Pesa
DISB-0063218,BEN-06007,COHORT-TC-026,2026-05-06,2026-05-24,7649,Delayed,18,M-Pesa
DISB-0063219,BEN-06007,COHORT-TC-026,2026-06-06,2026-06-06,3318,Paid,0,Bank Transfer
DISB-0063220,BEN-06007,COHORT-TC-026,2026-07-06,2026-07-06,6208,Paid,0,Bank Transfer
DISB-0063221,BEN-06007,COHORT-TC-026,2026-08-06,2026-08-06,5587,Pending,0,Cash
DISB-0063222,BEN-06008,COHORT-TC-026,2025-10-06,2025-10-06,3085,Pending,0,Bank Transfer
DISB-0063223,BEN-06008,COHORT-TC-026,2025-11-06,2025-11-06,5182,Paid,0,M-Pesa
DISB-0063224,BEN-06008,COHORT-TC-026,2025-12-06,2025-12-06,5294,withheld,0,Bank Transfer
DISB-0063225,BEN-06008,COHORT-TC-026,2026-01-06,2026-01-06,3635,Paid,0,M-Pesa
DISB-0063226,BEN-06009,COHORT-TC-026,2025-10-06,2025-10-06,5455,Pending,0,M-Pesa
DISB-0063227,BEN-06009,COHORT-TC-026,2025-11-06,2025-11-06,7044,Paid,0,Cash
DISB-0063228,BEN-06009,COHORT-TC-026,2025-12-06,2025-12-06,5717,Paid,0,Bank Transfer
DISB-0063229,BEN-06009,COHORT-TC-026,2026-01-06,2026-01-26,7732,Delayed,20,Cash
DISB-0063230,BEN-06009,COHORT-TC-026,2026-02-06,2026-02-06,7871,Paid,0,M-Pesa
DISB-0063231,BEN-06009,COHORT-TC-026,2026-03-06,2026-04-04,3724,Delayed,29,M-Pesa
DISB-0063232,BEN-06009,COHORT-TC-026,2026-04-06,2026-04-06,5375,Paid,0,Bank Transfer
DISB-0063233,BEN-06009,COHORT-TC-026,2026-05-06,,7743,withheld,0,Bank Transfer
DISB-0063234,BEN-06009,COHORT-TC-026,2026-06-06,2026-06-06,3988,Paid,0,Bank Transfer
DISB-0063235,BEN-06009,COHORT-TC-026,2026-07-06,2026-07-06,7981,Paid,0,M-Pesa
DISB-0063236,BEN-06009,COHORT-TC-026,2026-08-06,2026-08-06,4786,Paid,0,M-Pesa
DISB-0063237,BEN-06010,COHORT-TC-026,2025-10-06,2025-10-06,5429,Paid,0,Cash
DISB-0063238,BEN-06010,COHORT-TC-026,2025-11-06,2025-11-06,7718,Paid,0,Cash
DISB-0063239,BEN-06010,COHORT-TC-026,2025-12-06,2025-12-06,3712,Paid,0,Cash
DISB-0063240,BEN-06010,COHORT-TC-026,2026-01-06,2026-01-06,6703,Paid,0,Cash
DISB-0063241,BEN-06010,COHORT-TC-026,2026-02-06,2026-02-06,5518,Pending,0,Cash
DISB-0063242,BEN-06010,COHORT-TC-026,2026-03-06,2026-03-06,7323,Paid,0,Bank Transfer
DISB-0063243,BEN-06010,COHORT-TC-026,2026-04-06,2026-04-06,5603,Paid,0,Cash
DISB-0063244,BEN-06010,COHORT-TC-026,2026-05-06,2026-05-06,5572,Paid,0,M-Pesa
DISB-0063245,BEN-06010,COHORT-TC-026,2026-06-06,2026-06-06,3945,Paid,0,Bank Transfer
DISB-0063246,BEN-06010,COHORT-TC-026,2026-07-06,2026-08-04,6369,Delayed,29,Cash
DISB-0063247,BEN-06010,COHORT-TC-026,2026-08-06,2026-08-06,4740,Paid,0,Bank Transfer
DISB-0063248,BEN-06011,COHORT-TC-026,2025-10-06,2025-10-06,3720,Paid,0,M-Pesa
DISB-0063249,BEN-06011,COHORT-TC-026,2025-11-06,2025-11-06,6837,Paid,0,M-Pesa
DISB-0063250,BEN-06011,COHORT-TC-026,2025-12-06,2025-12-06,7181,Paid,0,M-Pesa
DISB-0063251,BEN-06011,COHORT-TC-026,2026-01-06,2026-01-06,5489,Paid,0,Bank Transfer
DISB-0063252,BEN-06011,COHORT-TC-026,2026-02-06,2026-02-06,7088,Paid,0,M-Pesa
DISB-0063253,BEN-06011,COHORT-TC-026,2026-03-06,2026-03-06,7626,Paid,0,Bank Transfer
DISB-0063254,BEN-06011,COHORT-TC-026,2026-04-06,2026-04-06,5806,Paid,0,Cash
DISB-0063255,BEN-06011,COHORT-TC-026,2026-05-06,2026-05-06,7318,Paid,0,Cash
DISB-0063256,BEN-06011,COHORT-TC-026,2026-06-06,2026-06-06,5275,Paid,0,M-Pesa
DISB-0063257,BEN-06011,COHORT-TC-026,2026-07-06,2026-07-06,3143,Paid,0,Cash
DISB-0063258,BEN-06011,COHORT-TC-026,2026-08-06,2026-08-06,6502,Paid,0,M-Pesa
DISB-0063259,BEN-06012,COHORT-TC-026,2025-09-06,2025-09-06,6404,Paid,0,Bank Transfer
DISB-0063260,BEN-06012,COHORT-TC-026,2025-10-06,2025-10-06,3114,withheld,0,Cash
DISB-0063261,BEN-06012,COHORT-TC-026,2025-11-06,2025-11-06,7561,Paid,0,M-Pesa
DISB-0063262,BEN-06012,COHORT-TC-026,2025-12-06,2025-12-06,6482,Pending,0,Cash
DISB-0063263,BEN-06012,COHORT-TC-026,2026-01-06,2026-01-17,7617,Delayed,11,M-Pesa
DISB-0063264,BEN-06012,COHORT-TC-026,2026-02-06,2026-02-06,6029,Paid,0,Cash
DISB-0063265,BEN-06012,COHORT-TC-026,2026-03-06,2026-03-06,7771,Paid,0,Bank Transfer
DISB-0063266,BEN-06012,COHORT-TC-026,2026-04-06,2026-04-20,5257,Delayed,14,M-Pesa
DISB-0063267,BEN-06012,COHORT-TC-026,2026-05-06,2026-05-18,3737,Delayed,12,Bank Transfer
DISB-0063268,BEN-06012,COHORT-TC-026,2026-06-06,2026-06-06,7598,Paid,0,M-Pesa
DISB-0063269,BEN-06012,COHORT-TC-026,2026-07-06,2026-07-19,6371,Delayed,13,Bank Transfer
DISB-0063270,BEN-06012,COHORT-TC-026,2026-08-06,2026-08-06,3965,Paid,0,Cash
DISB-0063271,BEN-06013,COHORT-TC-026,2025-09-06,,6859,Withheld,0,Cash
DISB-0063272,BEN-06013,COHORT-TC-026,2025-10-06,2025-10-06,6218,Paid,0,Cash
DISB-0063273,BEN-06013,COHORT-TC-026,2025-11-06,2025-11-06,7980,Paid,0,Cash
DISB-0063274,BEN-06013,COHORT-TC-026,2025-12-06,2025-12-06,3377,Paid,0,M-Pesa
DISB-0063275,BEN-06013,COHORT-TC-026,2026-01-06,2026-01-06,5121,Pending,0,M-Pesa
DISB-0063276,BEN-06013,COHORT-TC-026,2026-02-06,2026-02-06,7894,Paid,0,Cash
DISB-0063277,BEN-06013,COHORT-TC-026,2026-03-06,2026-03-06,3222,Paid,0,M-Pesa
DISB-0063278,BEN-06013,COHORT-TC-026,2026-04-06,2026-04-06,7932,Pending,0,Cash
DISB-0063279,BEN-06013,COHORT-TC-026,2026-05-06,2026-05-06,6530,Paid,0,Bank Transfer
DISB-0063280,BEN-06013,COHORT-TC-026,2026-06-06,2026-06-06,6429,Paid,0,Cash
DISB-0063281,BEN-06013,COHORT-TC-026,2026-07-06,2026-07-06,6672,delayed,0,M-Pesa
DISB-0063282,BEN-06013,COHORT-TC-026,2026-08-06,2026-08-06,5533,Paid,0,M-Pesa
DISB-0063283,BEN-06014,COHORT-TC-026,2025-09-06,2025-09-06,6102,Paid,0,Bank Transfer
DISB-0063284,BEN-06014,COHORT-TC-026,2025-10-06,2025-10-06,3971,Paid,0,Cash
DISB-0063285,BEN-06014,COHORT-TC-026,2025-11-06,2025-11-06,3083,Paid,0,Cash
DISB-0063286,BEN-06014,COHORT-TC-026,2025-12-06,,5860,Withheld,0,Bank Transfer
DISB-0063287,BEN-06014,COHORT-TC-026,2026-01-06,2026-01-06,7937,Pending,0,Bank Transfer
DISB-0063288,BEN-06014,COHORT-TC-026,2026-02-06,2026-02-06,5925,Paid,0,M-Pesa
DISB-0063289,BEN-06014,COHORT-TC-026,2026-03-06,,3197,Withheld,0,Cash
DISB-0063290,BEN-06014,COHORT-TC-026,2026-04-06,2026-04-06,6513,Paid,0,Bank Transfer
DISB-0063291,BEN-06014,COHORT-TC-026,2026-05-06,2026-05-06,3025,Paid,0,Bank Transfer
DISB-0063292,BEN-06014,COHORT-TC-026,2026-06-06,2026-06-06,6590,Paid,0,Bank Transfer
DISB-0063293,BEN-06014,COHORT-TC-026,2026-07-06,2026-07-06,5908,Paid,0,Cash
DISB-0063294,BEN-06014,COHORT-TC-026,2026-08-06,2026-08-06,4242,Pending,0,Bank Transfer
DISB-0063295,BEN-06015,COHORT-TC-026,2025-09-06,2025-09-23,4190,Delayed,17,M-Pesa
DISB-0063296,BEN-06015,COHORT-TC-026,2025-10-06,2025-10-06,7514,Paid,0,Cash
DISB-0063297,BEN-06015,COHORT-TC-026,2025-11-06,2025-11-06,5604,Paid,0,M-Pesa
DISB-0063298,BEN-06015,COHORT-TC-026,2025-12-06,,4270,Withheld,0,Bank Transfer
DISB-0063299,BEN-06015,COHORT-TC-026,2026-01-06,2026-01-06,3849,Paid,0,M-Pesa
DISB-0063300,BEN-06015,COHORT-TC-026,2026-02-06,2026-02-06,3984,Paid,0,M-Pesa
DISB-0063301,BEN-06015,COHORT-TC-026,2026-03-06,2026-03-06,3257,Paid,0,M-Pesa
DISB-0063302,BEN-06015,COHORT-TC-026,2026-04-06,2026-04-06,7431,Pending,0,Bank Transfer
DISB-0063303,BEN-06015,COHORT-TC-026,2026-05-06,2026-05-06,4226,Paid,0,Bank Transfer
DISB-0063304,BEN-06015,COHORT-TC-026,2026-06-06,2026-06-06,3907,Paid,0,Bank Transfer
DISB-0063305,BEN-06015,COHORT-TC-026,2026-07-06,2026-07-06,6695,Paid,0,Bank Transfer
DISB-0063306,BEN-06015,COHORT-TC-026,2026-08-06,2026-08-06,6286,Pending,0,M-Pesa
DISB-0063307,BEN-06016,COHORT-TC-026,2025-09-06,2025-10-03,3824,Delayed,27,Bank Transfer
DISB-0063308,BEN-06016,COHORT-TC-026,2025-10-06,2025-10-16,3755,Delayed,10,Cash
DISB-0063309,BEN-06016,COHORT-TC-026,2025-11-06,2025-11-06,6851,Paid,0,Bank Transfer
DISB-0063310,BEN-06016,COHORT-TC-026,2025-12-06,2025-12-06,5300,Paid,0,Bank Transfer
DISB-0063311,BEN-06016,COHORT-TC-026,2026-01-06,2026-01-06,4977,Pending,0,M-Pesa
DISB-0063312,BEN-06016,COHORT-TC-026,2026-02-06,2026-02-14,5766,Delayed,8,Cash
DISB-0063313,BEN-06016,COHORT-TC-026,2026-03-06,2026-03-29,6651,Delayed,23,Bank Transfer
DISB-0063314,BEN-06016,COHORT-TC-026,2026-04-06,2026-04-06,7048,Paid,0,M-Pesa
DISB-0063315,BEN-06016,COHORT-TC-026,2026-05-06,2026-05-06,7717,Paid,0,Cash
DISB-0063316,BEN-06016,COHORT-TC-026,2026-06-06,2026-06-06,5418,Paid,0,Cash
DISB-0063317,BEN-06016,COHORT-TC-026,2026-07-06,2026-07-06,3123,Paid,0,M-Pesa
DISB-0063318,BEN-06016,COHORT-TC-026,2026-08-06,2026-08-06,7862,Paid,0,Bank Transfer
DISB-0063319,BEN-06017,COHORT-TC-026,2025-10-06,2025-10-06,7142,withheld,0,M-Pesa
